plot	reference_x	reference_z	reference_y	perimeter_min	perimeter_max	perimeter_fall	perimeter_rise	footprint_min	footprint_max	footprint_fall	footprint_rise	submerged	submerged_margin	reference_wet	clear_to	columns
forge_charcoal	-1916	-1620	100	97	102	3	2	97	101	3	1	0	0	false	13	357
forge_pack_stable	-1916	-1664	96	93	97	3	1	93	97	3	1	0	0	false	11	621
forge_smithy	-1916	-1708	98	97	103	1	5	97	102	1	4	0	0	false	11	418
forge_guild_house	-1964	-1620	100	97	101	3	1	97	101	3	1	0	0	false	13	437
forge_quench_court	-1960	-1664	97	95	100	2	3	95	100	2	3	0	0	false	8	441
forge_watch	-1960	-1708	102	97	105	5	3	97	105	5	3	0	0	false	12	567
forge_copse	-2004	-1620	101	97	105	4	4	97	104	4	3	0	0	false	24	361
forge_ore_yard	-2004	-1664	93	93	94	0	1	93	93	0	0	0	0	false	13	357
forge_store	-2004	-1712	100	97	101	3	1	97	101	3	1	0	0	false	12	357
forge_ore_court	-1884	-1708	100	97	105	3	5	97	104	3	4	0	0	false	8	529
forge_charcoal_field	-2018	-1588	104	99	105	5	1	99	105	5	1	0	0	false	8	529
forge_slag_yard	-2032	-1704	98	94	101	4	3	94	101	4	3	0	0	false	8	289
forge_green	-2028	-1656	93	92	96	1	3	92	95	1	2	0	0	false	8	121
garrison_barracks	-1920	-1428	104	101	106	3	2	101	105	3	1	0	0	false	13	621
garrison_muster_hall	-1964	-1428	105	101	105	4	0	101	105	4	0	0	0	false	11	483
garrison_armoury	-2008	-1428	101	98	103	3	2	98	102	3	1	0	0	false	11	462
garrison_drill_yard	-1920	-1388	101	101	105	0	4	101	105	0	4	0	0	false	14	441
garrison_stable	-1964	-1384	105	103	109	2	4	103	109	2	4	0	0	false	11	399
garrison_quartermaster	-2008	-1384	105	102	105	3	0	102	105	3	0	0	0	false	12	399
garrison_wain_shed	-1920	-1344	101	101	104	0	3	101	103	0	2	0	0	false	9	437
garrison_serjeant	-1964	-1340	103	101	105	2	2	101	105	2	2	0	0	false	9	221
garrison_watch_tower	-2004	-1340	101	101	105	0	4	101	105	0	4	0	0	false	14	225
garrison_muster_field	-2034	-1352	98	97	104	1	6	97	103	1	5	0	0	false	8	529
garrison_pack_pen	-1920	-1268	101	97	105	4	4	97	104	4	3	0	0	false	8	529
garrison_wood_yard	-2032	-1268	98	97	101	1	3	97	101	1	3	0	0	false	8	289
garrison_green	-1984	-1268	93	93	93	0	0	93	93	0	0	0	0	false	8	121
deep_hall_of_record	-1680	-1620	89	89	93	0	4	89	93	0	4	0	0	false	21	437
deep_scriptorium	-1644	-1612	88	85	92	3	4	85	91	3	3	0	0	false	13	437
deep_memory_hall	-1600	-1612	89	85	92	4	3	85	92	4	3	0	0	false	11	483
deep_carvers	-1688	-1664	101	98	101	3	0	98	101	3	0	0	0	false	11	462
deep_lantern_court	-1644	-1664	97	93	97	4	0	93	97	4	0	0	0	false	8	441
deep_archive	-1600	-1664	89	89	90	0	1	89	89	0	0	0	0	false	12	399
deep_keeper	-1688	-1712	101	97	105	4	4	97	104	4	3	0	0	false	9	221
deep_lamp_store	-1644	-1708	97	96	101	1	4	96	101	1	4	0	0	false	9	437
deep_watch	-1600	-1708	97	97	100	0	3	97	99	0	2	0	0	false	14	225
deep_mushroom_garden	-1568	-1616	89	85	93	4	4	85	93	4	4	0	0	false	8	529
deep_barrow_terrace	-1720	-1732	105	104	105	1	0	104	105	1	0	0	0	false	8	529
deep_markers_yard	-1572	-1732	96	93	99	3	3	93	98	3	2	0	0	false	8	289
deep_green	-1638	-1732	101	101	101	0	0	101	101	0	0	0	0	false	8	121
terrace_market	-1684	-1392	90	89	94	1	4	89	93	1	3	0	0	false	9	231
terrace_brewhouse	-1680	-1344	89	89	93	0	4	89	93	0	4	0	0	false	11	462
terrace_alehouse	-1684	-1296	101	99	105	2	4	99	105	2	4	0	0	false	11	399
terrace_bakehouse	-1644	-1388	89	87	93	2	4	87	93	2	4	0	0	false	11	418
terrace_well_court	-1644	-1344	93	89	98	4	5	89	97	4	4	0	0	false	8	441
terrace_long_house	-1644	-1300	101	100	101	1	0	100	101	1	0	0	0	false	12	437
terrace_cottage_west	-1596	-1388	85	85	89	0	4	85	89	0	4	0	0	false	9	255
terrace_cottage_east	-1596	-1344	101	100	101	1	0	100	101	1	0	0	0	false	10	255
terrace_watch	-1596	-1296	101	101	101	0	0	101	101	0	0	0	0	false	14	225
terrace_kitchen_garden	-1684	-1266	101	97	105	4	4	97	105	4	4	0	0	false	8	529
terrace_goat_pasture	-1566	-1384	89	88	93	1	4	88	93	1	4	0	0	false	8	529
terrace_brew_court	-1568	-1268	97	95	99	2	2	95	98	2	1	0	0	false	8	289
terrace_green	-1568	-1318	97	97	98	0	1	97	97	0	0	0	0	false	8	121
