kind	name	count	total	min	max	mean
metric	plan_us	16	4026404	161600	378012	251650.250
metric	writer_us	16	5837614	226782	543315	364850.875
metric	total_us	16	9864018	413364	921327	616501.125
metric	columns	16	102400	6400	6400	6400.000
metric	candidate_cells	16	784	49	49	49.000
metric	candidates	16	2189	0	472	136.812
metric	r5_runs	16	390376	6400	25790	24398.500
metric	vm_get_emerged_area_us	16	49	1	12	3.062
metric	vm_get_data_us	16	69484	4080	4657	4342.750
metric	vm_get_param2_data_us	16	69340	4090	4391	4333.750
metric	vm_get_light_data_us	16	140714	8425	10157	8794.625
metric	vm_set_data_us	16	117332	7142	7475	7333.250
metric	vm_set_param2_data_us	16	42438	0	7137	2652.375
metric	vm_set_lighting_us	16	2571	132	213	160.688
metric	vm_calc_lighting_us	16	69627	797	7012	4351.688
metric	vm_set_light_data_us	16	114688	7095	7379	7168.000
metric	vm_update_liquids_us	16	16969	917	1731	1060.562
writer_result	applied_clq	10	-	-	-	-
writer_result	applied_cplq	6	-	-	-	-
callbacks	all	16	-	-	-	-
