kind	name	count	total	min	max	mean
metric	plan_us	10	2406926	22874	389072	240692.600
metric	writer_us	10	2455795	84815	328551	245579.500
metric	total_us	10	4862721	303238	703681	486272.100
metric	columns	10	64000	6400	6400	6400.000
metric	candidate_cells	10	490	49	49	49.000
metric	candidates	10	798	0	470	79.800
metric	r5_runs	10	198400	6400	25600	19840.000
metric	vm_get_emerged_area_us	10	25	2	5	2.500
metric	vm_get_data_us	10	41463	3955	4333	4146.300
metric	vm_get_param2_data_us	10	40221	3838	4129	4022.100
metric	vm_get_light_data_us	10	80769	7885	8238	8076.900
metric	vm_set_data_us	10	73867	7227	7772	7386.700
metric	vm_set_param2_data_us	10	21573	0	7324	2157.300
metric	vm_set_lighting_us	10	1534	36	284	153.400
metric	vm_calc_lighting_us	10	36026	813	7082	3602.600
metric	vm_set_light_data_us	10	71119	7034	7396	7111.900
metric	vm_update_liquids_us	10	10300	885	1227	1030.000
writer_result	applied_clq	7	-	-	-	-
writer_result	applied_cplq	3	-	-	-	-
callbacks	all	10	-	-	-	-
