kind	name	count	total	min	max	mean
metric	plan_us	62	11821414	22446	464699	190667.968
metric	writer_us	62	18354882	84626	470854	296046.484
metric	total_us	62	30176296	142468	820319	486714.452
metric	columns	62	396800	6400	6400	6400.000
metric	candidate_cells	62	3038	49	49	49.000
metric	candidates	62	9780	0	1438	157.742
metric	r5_runs	62	1156663	6400	25790	18655.855
metric	vm_get_emerged_area_us	62	142	1	19	2.290
metric	vm_get_data_us	62	251171	3788	4501	4051.145
metric	vm_get_param2_data_us	62	249634	3786	4331	4026.355
metric	vm_get_light_data_us	62	508281	7591	9220	8198.081
metric	vm_set_data_us	62	447526	6938	7773	7218.161
metric	vm_set_param2_data_us	62	283566	0	7634	4573.645
metric	vm_set_lighting_us	62	8337	34	346	134.468
metric	vm_calc_lighting_us	62	337124	797	14060	5437.484
metric	vm_set_light_data_us	62	436075	6746	7814	7033.468
metric	vm_update_liquids_us	62	60437	903	1203	974.790
writer_result	applied_clq	22	-	-	-	-
writer_result	applied_cplq	40	-	-	-	-
callbacks	all	62	-	-	-	-
