kind	name	count	total	min	max	mean
metric	plan_us	92	18302019	31100	468627	198934.989
metric	writer_us	92	18178168	32484	455816	197588.783
metric	total_us	92	36480187	64116	825755	396523.772
metric	columns	92	588800	6400	6400	6400.000
metric	candidate_cells	92	4508	49	49	49.000
metric	candidates	92	104500	0	3586	1135.870
metric	r5_runs	92	1387648	6400	25825	15083.130
metric	vm_get_emerged_area_us	92	191	1	7	2.076
metric	vm_get_data_us	92	368323	3789	4446	4003.511
metric	vm_get_param2_data_us	92	367161	3788	4398	3990.880
metric	vm_get_light_data_us	92	470492	0	11178	5114.043
metric	vm_set_data_us	92	416074	0	11293	4522.543
metric	vm_set_param2_data_us	92	302035	0	11548	3282.989
metric	vm_set_lighting_us	92	7692	0	334	83.609
metric	vm_calc_lighting_us	92	335920	0	13583	3651.304
metric	vm_set_light_data_us	92	404296	0	8483	4394.522
metric	vm_update_liquids_us	92	55222	0	1153	600.239
writer_result	applied_clq	14	-	-	-	-
writer_result	applied_cl	1	-	-	-	-
writer_result	noop_equal_content	35	-	-	-	-
writer_result	applied_cplq	42	-	-	-	-
callbacks	all	92	-	-	-	-
