kind	name	count	total	min	max	mean
metric	plan_us	10	3452885	140196	512442	345288.500
metric	writer_us	10	11005429	187801	6987013	1100542.900
metric	total_us	10	14458314	426785	7472647	1445831.400
metric	columns	10	64000	6400	6400	6400.000
metric	candidate_cells	10	490	49	49	49.000
metric	candidates	10	3996	0	1431	399.600
metric	r5_runs	10	199785	0	25600	19978.500
metric	vm_get_emerged_area_us	10	48	1	27	4.800
metric	vm_get_data_us	10	41749	4077	4926	4174.900
metric	vm_get_param2_data_us	10	41093	4068	4271	4109.300
metric	vm_get_light_data_us	10	74253	0	8855	7425.300
metric	vm_set_data_us	10	73599	6972	7745	7359.900
metric	vm_set_param2_data_us	10	14240	0	7130	1424.000
metric	vm_set_lighting_us	10	1409	0	195	140.900
metric	vm_calc_lighting_us	10	35799	0	7215	3579.900
metric	vm_set_light_data_us	10	64723	0	7620	6472.300
metric	vm_update_liquids_us	10	8895	0	1307	889.500
writer_result	applied_clq	7	-	-	-	-
writer_result	applied_c	1	-	-	-	-
writer_result	applied_cplq	2	-	-	-	-
callbacks	all	10	-	-	-	-
