plot	reference_x	reference_z	reference_y	perimeter_min	perimeter_max	perimeter_fall	perimeter_rise	footprint_min	footprint_max	footprint_fall	footprint_rise	submerged	submerged_margin	reference_wet	clear_to	columns
market_bone_store	-1876	1424	98	95	103	3	5	95	103	3	5	0	0	false	13	357
market_cart_yard	-1866	1384	101	97	103	4	2	97	103	4	2	0	0	false	11	621
market_bonesmith	-1872	1340	100	100	103	0	3	100	103	0	3	0	0	false	11	418
market_shroud_house	-1916	1430	103	100	103	3	0	100	103	3	0	0	0	false	13	437
market_cistern	-1916	1386	101	98	103	3	2	98	103	3	2	0	0	false	8	462
market_watch	-1914	1316	103	97	106	6	3	97	104	6	1	0	0	false	12	567
market_copse	-1958	1430	100	97	103	3	3	97	103	3	3	0	0	false	9	400
market_physic	-1980	1386	103	100	105	3	2	100	104	3	1	0	0	false	12	437
market_charnel	-1976	1342	102	100	106	2	4	100	104	2	2	0	0	false	12	357
market_grave_field	-1904	1282	98	94	100	4	2	94	100	4	2	0	0	false	8	529
market_bone_yard	-2016	1386	107	103	109	4	2	103	109	4	2	0	0	false	8	529
market_candle_court	-2002	1300	103	103	106	0	3	103	106	0	3	0	0	false	8	289
market_close	-1988	1422	106	104	106	2	0	104	106	2	0	0	0	false	8	121
watch_barracks	-1728	1616	109	106	111	3	2	106	110	3	1	0	0	false	13	621
watch_captain_hall	-1728	1658	115	112	115	3	0	112	115	3	0	0	0	false	11	483
watch_armoury	-1718	1702	115	112	118	3	3	112	118	3	3	0	0	false	11	462
watch_stables	-1684	1568	103	103	103	0	0	103	103	0	0	0	0	false	11	399
watch_drill_yard	-1634	1592	100	98	100	2	0	98	100	2	0	0	0	false	14	441
watch_quartermaster	-1670	1706	113	111	115	2	2	111	115	2	2	0	0	false	12	399
watch_cart_shed	-1630	1552	100	97	100	3	0	97	100	3	0	0	0	false	9	437
watch_serjeant_house	-1594	1616	97	94	100	3	3	94	100	3	3	0	0	false	9	221
watch_tower	-1630	1662	100	97	103	3	3	97	102	3	2	0	0	false	14	225
watch_muster_field	-1752	1708	118	115	119	3	1	115	118	3	0	0	0	false	8	529
watch_bone_rampart	-1594	1582	97	94	100	3	3	94	100	3	3	0	0	false	8	529
watch_pyre_court	-1600	1698	103	101	103	2	0	101	103	2	0	0	0	false	8	289
watch_close	-1640	1620	96	94	100	2	4	94	98	2	2	0	0	false	8	121
vigil_ossuary	-1876	1574	106	106	109	0	3	106	109	0	3	0	0	false	14	437
vigil_scriptorium	-1916	1560	112	110	115	2	3	110	115	2	3	0	0	false	13	437
vigil_embalmer	-1964	1572	115	112	115	3	0	112	115	3	0	0	0	false	11	418
vigil_mausoleum_west	-1872	1618	110	109	112	1	2	109	112	1	2	0	0	false	9	323
vigil_mausoleum_east	-1916	1618	112	109	112	3	0	109	112	3	0	0	0	false	9	285
vigil_candle_works	-1960	1616	114	112	115	2	1	112	115	2	1	0	0	false	11	418
vigil_cloister	-1884	1660	113	112	116	1	3	112	115	1	2	0	0	false	8	462
vigil_watch	-1916	1706	124	121	124	3	0	121	124	3	0	0	0	false	12	567
vigil_copse	-1968	1666	119	117	121	2	2	117	121	2	2	0	0	false	10	400
vigil_burial_ground	-2008	1604	115	112	115	3	0	112	115	3	0	0	0	false	8	529
vigil_ruin_close	-1882	1716	121	118	121	3	0	118	121	3	0	0	0	false	8	529
vigil_high_court	-2004	1700	121	119	123	2	2	119	122	2	1	0	0	false	8	289
vigil_close	-1880	1690	115	115	119	0	4	115	118	0	3	0	0	false	8	121
homes_gate_house	-1728	1424	103	100	103	3	0	100	103	3	0	0	0	false	11	225
homes_lane_house	-1682	1446	97	97	97	0	0	97	97	0	0	0	0	false	10	225
homes_terrace_house	-1634	1416	94	94	97	0	3	94	97	0	3	0	0	false	13	255
homes_corner_house	-1728	1384	100	100	103	0	3	100	101	0	1	0	0	false	11	255
homes_fallen_west	-1684	1342	106	106	106	0	0	106	106	0	0	0	0	false	8	225
homes_fallen_east	-1594	1386	106	103	109	3	3	103	109	3	3	0	0	false	8	255
homes_mourners_hall	-1728	1316	106	106	106	0	0	106	106	0	0	0	0	false	11	483
homes_watch	-1688	1302	106	103	111	3	5	103	110	3	4	0	0	false	12	567
homes_cistern	-1614	1342	107	104	112	3	5	104	111	3	4	0	0	false	8	462
homes_family_plots	-1592	1436	95	94	100	1	5	94	98	1	3	0	0	false	8	529
homes_blight_garden	-1722	1282	103	100	109	3	6	100	109	3	6	0	0	false	8	529
homes_candle_court	-1600	1308	112	110	115	2	3	110	115	2	3	0	0	false	8	289
homes_green	-1722	1344	106	106	106	0	0	106	106	0	0	0	0	false	8	121
