plot	x	z	perimeter_fall	perimeter_rise	submerged	submerged_margin	reference_wet	clear_to
forge_charcoal	52	-96	6	1	0	0	false	13
forge_charcoal	56	-96	8	1	0	0	false	13
forge_charcoal	60	-96	9	3	0	0	false	13
forge_charcoal	64	-96	10	5	0	0	false	13
forge_charcoal	68	-96	12	7	0	0	false	13
forge_charcoal	72	-96	13	9	0	0	false	13
forge_charcoal	76	-96	12	10	0	0	false	13
forge_charcoal	80	-96	11	12	0	0	false	13
forge_charcoal	84	-96	8	13	0	0	false	13
forge_charcoal	88	-96	6	12	0	0	false	13
forge_charcoal	92	-96	6	10	0	0	false	13
forge_charcoal	96	-96	4	8	0	0	false	13
forge_charcoal	100	-96	3	6	0	0	false	13
forge_charcoal	104	-96	3	3	0	0	false	13
forge_charcoal	108	-96	1	3	0	0	false	13
forge_charcoal	112	-96	1	3	0	0	false	13
forge_charcoal	116	-96	3	1	0	0	false	13
forge_charcoal	120	-96	4	1	0	0	false	13
forge_charcoal	124	-96	2	4	0	0	false	13
forge_charcoal	128	-96	1	5	0	0	false	13
forge_charcoal	132	-96	0	7	0	0	false	13
forge_charcoal	136	-96	0	7	0	0	false	13
forge_charcoal	140	-96	1	6	0	0	false	13
forge_charcoal	144	-96	3	5	0	0	false	13
forge_charcoal	148	-96	3	4	0	0	false	13
forge_charcoal	152	-96	3	2	0	0	false	13
forge_charcoal	156	-96	4	0	0	0	false	13
forge_charcoal	160	-96	3	0	0	0	false	13
forge_charcoal	164	-96	1	0	0	0	false	13
forge_charcoal	168	-96	1	0	0	0	false	13
forge_charcoal	172	-96	1	0	0	0	false	13
forge_charcoal	176	-96	2	0	0	0	false	13
forge_charcoal	180	-96	3	0	0	0	false	13
forge_charcoal	184	-96	3	0	0	0	false	13
forge_charcoal	188	-96	3	0	0	0	false	13
forge_charcoal	192	-96	3	0	0	0	false	13
forge_charcoal	196	-96	3	0	0	0	false	13
forge_charcoal	200	-96	3	0	0	0	false	13
forge_charcoal	204	-96	4	0	0	0	false	13
forge_charcoal	52	-92	5	0	0	0	false	13
forge_charcoal	56	-92	7	0	0	0	false	13
forge_charcoal	60	-92	8	1	0	0	false	13
forge_charcoal	64	-92	8	4	0	0	false	13
forge_charcoal	68	-92	11	5	0	0	false	13
forge_charcoal	72	-92	11	8	0	0	false	13
forge_charcoal	76	-92	12	10	0	0	false	13
forge_charcoal	80	-92	10	11	0	0	false	13
forge_charcoal	84	-92	8	12	0	0	false	13
forge_charcoal	88	-92	7	10	0	0	false	13
forge_charcoal	92	-92	6	10	0	0	false	13
forge_charcoal	96	-92	5	8	0	0	false	13
forge_charcoal	100	-92	5	5	0	0	false	13
forge_charcoal	104	-92	4	4	0	0	false	13
forge_charcoal	108	-92	3	3	0	0	false	13
forge_charcoal	112	-92	3	3	0	0	false	13
forge_charcoal	116	-92	3	2	0	0	false	13
forge_charcoal	120	-92	4	3	0	0	false	13
forge_charcoal	124	-92	2	6	0	0	false	13
forge_charcoal	128	-92	2	6	0	0	false	13
