kind	name	count	total	min	max	mean
metric	plan_us	27	5599765	21055	380217	207398.704
metric	writer_us	27	9261283	165941	519833	343010.481
metric	total_us	27	14861048	407911	827875	550409.185
metric	columns	27	172800	6400	6400	6400.000
metric	candidate_cells	27	1323	49	49	49.000
metric	candidates	27	2439	0	472	90.333
metric	r5_runs	27	547154	6400	25790	20264.963
metric	vm_get_emerged_area_us	27	109	1	26	4.037
metric	vm_get_data_us	27	110468	3803	4347	4091.407
metric	vm_get_param2_data_us	27	111105	3812	5563	4115.000
metric	vm_get_light_data_us	27	222932	7826	9134	8256.741
metric	vm_set_data_us	27	196388	6957	8123	7273.630
metric	vm_set_param2_data_us	27	84972	0	7209	3147.111
metric	vm_set_lighting_us	27	4622	85	362	171.185
metric	vm_calc_lighting_us	27	155077	2706	12290	5743.593
metric	vm_set_light_data_us	27	191846	6803	7712	7105.407
metric	vm_update_liquids_us	27	27139	917	1299	1005.148
writer_result	applied_clq	15	-	-	-	-
writer_result	applied_cplq	12	-	-	-	-
callbacks	all	27	-	-	-	-
