kind	name	count	total	min	max	mean
metric	plan_us	10	3640920	122438	562903	364092.000
metric	writer_us	10	15449254	254086	10409971	1544925.400
metric	total_us	10	19090174	376524	10880724	1909017.400
metric	columns	10	64000	6400	6400	6400.000
metric	candidate_cells	10	490	49	49	49.000
metric	candidates	10	4164	0	1459	416.400
metric	r5_runs	10	211426	0	25600	21142.600
metric	vm_get_emerged_area_us	10	23	2	3	2.300
metric	vm_get_data_us	10	39982	3857	4198	3998.200
metric	vm_get_param2_data_us	10	40299	3832	4620	4029.900
metric	vm_get_light_data_us	10	70570	0	8087	7057.000
metric	vm_set_data_us	10	69375	6800	7054	6937.500
metric	vm_set_param2_data_us	10	13587	0	6847	1358.700
metric	vm_set_lighting_us	10	1574	0	298	157.400
metric	vm_calc_lighting_us	10	37794	0	6764	3779.400
metric	vm_set_light_data_us	10	60706	0	6956	6070.600
metric	vm_update_liquids_us	10	8372	0	1014	837.200
writer_result	applied_c	1	-	-	-	-
writer_result	applied_clq	7	-	-	-	-
writer_result	applied_cplq	2	-	-	-	-
callbacks	all	10	-	-	-	-
