image	0.5	1	-180	-76	1	1	360	6	0	grug_core_hud_bar.png^[colorize:#141414:255
image	0.5	1	-180	-76	1	1	180	6	0	grug_core_hud_bar.png^[colorize:#ffd100:255
text	0.5	1	188	-73	1	0	0	0	16765184	Lv 1
text	1	0.5	-20	0	-1	0	0	0	16769152	Supplies for the\nrain-soaked shelter...\n1/6 Defeat raiders on\nthe orchard road\nSupplies for the\nrain-soaked shelter...\n2/6 Defeat raiders on\nthe orchard road\nSupplies for the\nrain-soaked shelter...\n3/6 Defeat raiders on\nthe orchard road
text	0	0.5	20	-157	1	1	0	0	16777215	* viewer  123/456
image	0	0.5	20	-137	1	1	180	6	0	grug_core_hud_bar.png^[colorize:#141414:255
image	0	0.5	20	-137	1	1	49	6	0	grug_core_hud_bar.png^[colorize:#4caf50:255
text	0	0.5	20	-125	1	1	0	0	16777215	Companion2  123/456
image	0	0.5	20	-105	1	1	180	6	0	grug_core_hud_bar.png^[colorize:#141414:255
image	0	0.5	20	-105	1	1	49	6	0	grug_core_hud_bar.png^[colorize:#4caf50:255
text	0	0.5	20	-93	1	1	0	0	16777215	Companion3  123/456
image	0	0.5	20	-73	1	1	180	6	0	grug_core_hud_bar.png^[colorize:#141414:255
image	0	0.5	20	-73	1	1	49	6	0	grug_core_hud_bar.png^[colorize:#4caf50:255
text	0	0.5	20	-61	1	1	0	0	16777215	Companion4  123/456
image	0	0.5	20	-41	1	1	180	6	0	grug_core_hud_bar.png^[colorize:#141414:255
image	0	0.5	20	-41	1	1	49	6	0	grug_core_hud_bar.png^[colorize:#4caf50:255
text	0	0.5	20	-29	1	1	0	0	16777215	Companion5  123/456
image	0	0.5	20	-9	1	1	180	6	0	grug_core_hud_bar.png^[colorize:#141414:255
image	0	0.5	20	-9	1	1	49	6	0	grug_core_hud_bar.png^[colorize:#4caf50:255
text	0	0.5	20	3	1	1	0	0	16777215	Companion6  123/456
image	0	0.5	20	23	1	1	180	6	0	grug_core_hud_bar.png^[colorize:#141414:255
image	0	0.5	20	23	1	1	49	6	0	grug_core_hud_bar.png^[colorize:#4caf50:255
text	0	0.5	20	35	1	1	0	0	16777215	Companion7  123/456
image	0	0.5	20	55	1	1	180	6	0	grug_core_hud_bar.png^[colorize:#141414:255
image	0	0.5	20	55	1	1	49	6	0	grug_core_hud_bar.png^[colorize:#4caf50:255
text	0	0.5	20	67	1	1	0	0	16777215	Companion8 [Offline]
image	0	0.5	20	87	1	1	180	6	0	grug_core_hud_bar.png^[colorize:#141414:255
text	0	0.5	20	99	1	1	0	0	16777215	Companion9  123/456
image	0	0.5	20	119	1	1	180	6	0	grug_core_hud_bar.png^[colorize:#141414:255
image	0	0.5	20	119	1	1	49	6	0	grug_core_hud_bar.png^[colorize:#4caf50:255
text	0	0.5	20	131	1	1	0	0	16777215	Companion10  123/456
image	0	0.5	20	151	1	1	180	6	0	grug_core_hud_bar.png^[colorize:#141414:255
image	0	0.5	20	151	1	1	49	6	0	grug_core_hud_bar.png^[colorize:#4caf50:255
