image	0.5	1	-180	-76	1	1	360	6	0	grug_core_hud_bar.png^[colorize:#141414:255
image	0.5	1	-180	-76	1	1	180	6	0	grug_core_hud_bar.png^[colorize:#ffd100:255
text	0.5	1	188	-73	1	0	0	0	16765184	Lv 1
text	1	0.5	-20	0	-1	0	0	0	16769152	Supplies for the rain-soaked\nshelters beyond the old...\n1/6 Defeat raiders on the\norchard road\nSupplies for the rain-soaked\nshelters beyond the old...\n2/6 Defeat raiders on the\norchard road\nSupplies for the rain-soaked\nshelters beyond the old...\n3/6 Defeat raiders on the\norchard road
text	0	0.5	20	-257	1	1	0	0	16777215	* viewer  123/456
image	0	0.5	20	-217	1	1	180	6	0	grug_core_hud_bar.png^[colorize:#141414:255
image	0	0.5	20	-217	1	1	49	6	0	grug_core_hud_bar.png^[colorize:#4caf50:255
text	0	0.5	20	-205	1	1	0	0	16777215	Companion2  123/456
image	0	0.5	20	-165	1	1	180	6	0	grug_core_hud_bar.png^[colorize:#141414:255
image	0	0.5	20	-165	1	1	49	6	0	grug_core_hud_bar.png^[colorize:#4caf50:255
text	0	0.5	20	-153	1	1	0	0	16777215	Companion3  123/456
image	0	0.5	20	-113	1	1	180	6	0	grug_core_hud_bar.png^[colorize:#141414:255
image	0	0.5	20	-113	1	1	49	6	0	grug_core_hud_bar.png^[colorize:#4caf50:255
text	0	0.5	20	-101	1	1	0	0	16777215	Companion4  123/456
image	0	0.5	20	-61	1	1	180	6	0	grug_core_hud_bar.png^[colorize:#141414:255
image	0	0.5	20	-61	1	1	49	6	0	grug_core_hud_bar.png^[colorize:#4caf50:255
text	0	0.5	20	-49	1	1	0	0	16777215	Companion5  123/456
image	0	0.5	20	-9	1	1	180	6	0	grug_core_hud_bar.png^[colorize:#141414:255
image	0	0.5	20	-9	1	1	49	6	0	grug_core_hud_bar.png^[colorize:#4caf50:255
text	0	0.5	20	3	1	1	0	0	16777215	Companion6  123/456
image	0	0.5	20	43	1	1	180	6	0	grug_core_hud_bar.png^[colorize:#141414:255
image	0	0.5	20	43	1	1	49	6	0	grug_core_hud_bar.png^[colorize:#4caf50:255
text	0	0.5	20	55	1	1	0	0	16777215	Companion7  123/456
image	0	0.5	20	95	1	1	180	6	0	grug_core_hud_bar.png^[colorize:#141414:255
image	0	0.5	20	95	1	1	49	6	0	grug_core_hud_bar.png^[colorize:#4caf50:255
text	0	0.5	20	107	1	1	0	0	16777215	Companion8 [Offline]
image	0	0.5	20	147	1	1	180	6	0	grug_core_hud_bar.png^[colorize:#141414:255
text	0	0.5	20	159	1	1	0	0	16777215	Companion9  123/456
image	0	0.5	20	199	1	1	180	6	0	grug_core_hud_bar.png^[colorize:#141414:255
image	0	0.5	20	199	1	1	49	6	0	grug_core_hud_bar.png^[colorize:#4caf50:255
text	0	0.5	20	211	1	1	0	0	16777215	Companion10  123/456
image	0	0.5	20	251	1	1	180	6	0	grug_core_hud_bar.png^[colorize:#141414:255
image	0	0.5	20	251	1	1	49	6	0	grug_core_hud_bar.png^[colorize:#4caf50:255
