kind	name	count	total	min	max	mean
metric	plan_us	10	2222634	23578	361664	222263.400
metric	writer_us	10	2156304	79982	262832	215630.400
metric	total_us	10	4378938	263649	585605	437893.800
metric	columns	10	64000	6400	6400	6400.000
metric	candidate_cells	10	490	49	49	49.000
metric	candidates	10	798	0	470	79.800
metric	r5_runs	10	198400	6400	25600	19840.000
metric	vm_get_emerged_area_us	10	20	1	3	2.000
metric	vm_get_data_us	10	39987	3797	4087	3998.700
metric	vm_get_param2_data_us	10	39966	3787	4091	3996.600
metric	vm_get_light_data_us	10	82685	7595	8728	8268.500
metric	vm_set_data_us	10	71090	6943	7278	7109.000
metric	vm_set_param2_data_us	10	20792	0	7106	2079.200
metric	vm_set_lighting_us	10	1436	36	267	143.600
metric	vm_calc_lighting_us	10	33310	801	6167	3331.000
metric	vm_set_light_data_us	10	69138	6762	7066	6913.800
metric	vm_update_liquids_us	10	9995	919	1095	999.500
writer_result	applied_clq	7	-	-	-	-
writer_result	applied_cplq	3	-	-	-	-
callbacks	all	10	-	-	-	-
