schema	grug_wp40_quality_final_micro_v1
schema	grug_wp40_tree_slice_micro_kat_v1
asset_sha256	3d91afa7dd3fbf6d15c295716af5409d3d77b0dff1464d623ef91433fdfd508f
pine_rotation	1
pine_source_slices	1100001110111111
pine_destination_y	5,6,7,8,9,10,11,12,13,14,15
probability_calls_sha256	f200ee32e8e3c8e8940ff671b2987937647a80fda8a16d14585b9c90a0eb0f7e
evidence_reserved	400/8
synthetic_destination	5,6,7/node_gap_at_6_x18
live_result	applied_cl
digest	fdfb2f0db29461ae9ccc98d4bb0602034f9a176143fad00fdb502dd45f017ff5
prepared_hash	all_domains/0_7_29/binary/bounds/immutable/cache_cap/errors
root_heap	0/1/4096/partial/reuse/binary/ties/permutation
schema	grug_wp40_resource_rank_diff_v1
mode	compact
status	applied_c
cases	H0/H1/H4096/B0/normal/equal/own_claim/short_frontier/exhausted
h4096	4096/1
b0	1/0/0
own_claim	6/0
short_frontier	3/1
exhausted	0/6/6
raw_calls	4129
root_calls	4117
raw_framing_sha256	366c7fa0da38151a25f351ee674a4d3a164c0dcd57922428976e496135a9f08c
vm_canonical_sha256	7057df670ef13249f652eb2c7ac102821ab2d6fb5fd4e2fe12685b077485aff1
digest	ca6f87d02314068a603f31ba81a9bd6cc9ad05f17549a710a945e1beece61a65
