schema	grug_r8_map_a_kat_v1
profile_mix	9726/6135/4945/3666
strata	200/min_distinct=2/clay_hits=98/floor_clips=400
schema	grug_wp40_quality_caves_v2
hillside	-154/23/-791
sinkhole	-702/100/-801
ordered_population	284
cache_evictions	313
actual	compact

schema	grug_r8_map_a_writer_kat_v2
surface	sea=1/fresh_lip=2/wet_sand=1
strata	written=2/floor_clipped=3/native_gravel=preserved
caves	connected=54/closed=rejected/sky=rejected/edge_pocket=rejected/component=35
checker	exact=connected/partial=1/dual=28/unexpected=28/rejected=detected
