plot	reference_x	reference_z	reference_y	perimeter_min	perimeter_max	perimeter_fall	perimeter_rise	footprint_min	footprint_max	footprint_fall	footprint_rise	submerged	submerged_margin	reference_wet	clear_to	columns
market_bone_store	-1728	1424	115	113	117	2	2	113	116	2	1	0	0	false	13	357
market_cart_yard	-1682	1446	110	109	113	1	3	109	113	1	3	0	0	false	11	357
market_bonesmith	-1634	1416	114	112	115	2	1	112	115	2	1	0	0	false	11	418
market_shroud_house	-1728	1384	112	112	116	0	4	112	115	0	3	0	0	false	13	437
market_cistern	-1684	1342	112	110	115	2	3	110	115	2	3	0	0	false	8	462
market_watch	-1594	1386	106	106	109	0	3	106	109	0	3	0	0	false	12	567
market_copse	-1728	1316	119	115	121	4	2	115	121	4	2	0	0	false	9	400
market_physic	-1688	1302	108	106	112	2	4	106	112	2	4	0	0	false	12	437
market_charnel	-1614	1342	106	106	109	0	3	106	109	0	3	0	0	false	12	357
market_grave_field	-1592	1436	113	109	115	4	2	109	115	4	2	0	0	false	8	529
market_bone_yard	-1722	1282	118	112	121	6	3	112	119	6	1	0	0	false	8	529
market_candle_court	-1600	1308	107	103	109	4	2	103	109	4	2	0	0	false	8	289
market_close	-1722	1344	112	112	112	0	0	112	112	0	0	0	0	false	8	121
watch_barracks	-1728	1616	107	103	112	4	5	103	112	4	5	0	0	false	13	621
watch_captain_hall	-1728	1658	108	106	112	2	4	106	111	2	3	0	0	false	11	483
watch_armoury	-1718	1702	101	97	106	4	5	97	106	4	5	0	0	false	11	462
watch_stables	-1684	1568	112	109	115	3	3	109	115	3	3	0	0	false	11	399
watch_drill_yard	-1634	1592	112	109	115	3	3	109	115	3	3	0	0	false	14	441
watch_quartermaster	-1670	1706	100	97	103	3	3	97	103	3	3	0	0	false	12	399
watch_cart_shed	-1630	1552	112	109	117	3	5	109	116	3	4	0	0	false	9	437
watch_serjeant_house	-1594	1616	115	112	118	3	3	112	118	3	3	0	0	false	9	221
watch_tower	-1630	1662	107	105	110	2	3	105	109	2	2	0	0	false	14	225
watch_muster_field	-1752	1708	101	98	103	3	2	98	103	3	2	0	0	false	8	529
watch_bone_rampart	-1594	1582	118	114	118	4	0	114	118	4	0	0	0	false	8	529
watch_pyre_court	-1600	1698	112	109	113	3	1	109	112	3	0	0	0	false	8	289
watch_close	-1640	1620	105	103	109	2	4	103	108	2	3	0	0	false	8	121
vigil_ossuary	-1876	1574	104	103	109	1	5	103	109	1	5	0	0	false	14	437
vigil_scriptorium	-1916	1560	109	106	112	3	3	106	112	3	3	0	0	false	13	437
vigil_embalmer	-1964	1572	109	104	112	5	3	104	112	5	3	0	0	false	11	418
vigil_mausoleum_west	-1872	1618	109	106	109	3	0	106	109	3	0	0	0	false	9	323
vigil_mausoleum_east	-1916	1618	105	103	106	2	1	103	106	2	1	0	0	false	9	285
vigil_candle_works	-1960	1616	99	97	101	2	2	97	100	2	1	0	0	false	11	418
vigil_cloister	-1884	1660	99	97	104	2	5	97	103	2	4	0	0	false	8	462
vigil_watch	-1916	1706	103	98	103	5	0	98	103	5	0	0	0	false	12	567
vigil_copse	-1968	1666	100	97	103	3	3	97	101	3	1	0	0	false	10	400
vigil_burial_ground	-2008	1604	103	98	103	5	0	98	103	5	0	0	0	false	8	529
vigil_ruin_close	-1882	1716	97	95	100	2	3	95	100	2	3	0	0	false	8	529
vigil_high_court	-2004	1700	95	91	100	4	5	91	100	4	5	0	0	false	8	289
vigil_close	-1880	1690	97	97	98	0	1	97	97	0	0	0	0	false	8	121
homes_gate_house	-1876	1424	116	114	118	2	2	114	118	2	2	0	0	false	11	225
homes_lane_house	-1866	1384	118	115	118	3	0	115	118	3	0	0	0	false	10	225
homes_terrace_house	-1872	1340	118	115	122	3	4	115	121	3	3	0	0	false	13	255
homes_corner_house	-1916	1430	116	115	118	1	2	115	118	1	2	0	0	false	11	255
homes_fallen_west	-1916	1386	110	109	113	1	3	109	112	1	2	0	0	false	8	225
homes_fallen_east	-1914	1316	116	115	118	1	2	115	118	1	2	0	0	false	8	255
homes_mourners_hall	-1958	1430	113	109	115	4	2	109	115	4	2	0	0	false	11	483
homes_watch	-1980	1386	115	113	118	2	3	113	117	2	2	0	0	false	12	567
homes_cistern	-1976	1342	121	118	121	3	0	118	121	3	0	0	0	false	8	462
homes_family_plots	-1904	1282	127	122	127	5	0	122	127	5	0	0	0	false	8	529
homes_blight_garden	-2016	1386	115	112	117	3	2	112	116	3	1	0	0	false	8	529
homes_candle_court	-2002	1300	121	118	123	3	2	118	122	3	1	0	0	false	8	289
homes_green	-1988	1422	111	109	113	2	2	109	112	2	1	0	0	false	8	121
