plot	reference_x	reference_z	reference_y	perimeter_min	perimeter_max	perimeter_fall	perimeter_rise	footprint_min	footprint_max	footprint_fall	footprint_rise	submerged	submerged_margin	reference_wet	clear_to	columns
market_bone_store	-1728	1424	119	118	122	1	3	118	122	1	3	0	0	false	13	357
market_cart_yard	-1682	1446	127	124	128	3	1	124	128	3	1	0	0	false	11	357
market_bonesmith	-1634	1416	122	121	126	1	4	121	125	1	3	0	0	false	11	418
market_shroud_house	-1728	1384	112	112	116	0	4	112	115	0	3	0	0	false	13	437
market_cistern	-1684	1342	109	106	113	3	4	106	112	3	3	0	0	false	8	462
market_watch	-1594	1386	112	110	115	2	3	110	115	2	3	0	0	false	12	567
market_copse	-1728	1316	110	106	114	4	4	106	113	4	3	0	0	false	9	400
market_physic	-1688	1302	100	100	103	0	3	100	103	0	3	0	0	false	12	437
market_charnel	-1614	1342	109	106	112	3	3	106	112	3	3	0	0	false	12	357
market_grave_field	-1592	1436	122	118	124	4	2	118	124	4	2	0	0	false	8	529
market_bone_yard	-1722	1282	103	101	106	2	3	101	106	2	3	0	0	false	8	529
market_candle_court	-1600	1308	101	97	105	4	4	97	104	4	3	0	0	false	8	289
market_close	-1722	1344	116	115	118	1	2	115	118	1	2	0	0	false	8	121
watch_barracks	-1728	1616	133	130	133	3	0	130	133	3	0	0	0	false	13	621
watch_captain_hall	-1728	1658	130	130	130	0	0	130	130	0	0	0	0	false	11	483
watch_armoury	-1718	1702	130	130	133	0	3	130	133	0	3	0	0	false	11	462
watch_stables	-1684	1568	130	130	133	0	3	130	131	0	1	0	0	false	11	399
watch_drill_yard	-1634	1592	133	133	136	0	3	133	136	0	3	0	0	false	14	441
watch_quartermaster	-1670	1706	127	124	130	3	3	124	130	3	3	0	0	false	12	399
watch_cart_shed	-1630	1552	132	128	136	4	4	128	135	4	3	0	0	false	9	437
watch_serjeant_house	-1594	1616	130	130	130	0	0	130	130	0	0	0	0	false	9	221
watch_tower	-1630	1662	133	131	133	2	0	131	133	2	0	0	0	false	14	225
watch_muster_field	-1752	1708	129	127	133	2	4	127	133	2	4	0	0	false	8	529
watch_bone_rampart	-1594	1582	128	127	133	1	5	127	131	1	3	0	0	false	8	529
watch_pyre_court	-1600	1698	127	124	129	3	2	124	128	3	1	0	0	false	8	289
watch_close	-1640	1620	132	130	133	2	1	130	133	2	1	0	0	false	8	121
vigil_ossuary	-1876	1574	127	122	130	5	3	122	130	5	3	0	0	false	14	437
vigil_scriptorium	-1916	1560	125	124	130	1	5	124	129	1	4	0	0	false	13	437
vigil_embalmer	-1964	1572	124	124	127	0	3	124	126	0	2	0	0	false	11	418
vigil_mausoleum_west	-1872	1618	128	127	130	1	2	127	130	1	2	0	0	false	9	323
vigil_mausoleum_east	-1916	1618	133	130	133	3	0	130	133	3	0	0	0	false	9	285
vigil_candle_works	-1960	1616	125	122	130	3	5	122	130	3	5	0	0	false	11	418
vigil_cloister	-1884	1660	128	127	130	1	2	127	130	1	2	0	0	false	8	462
vigil_watch	-1916	1706	136	133	136	3	0	133	136	3	0	0	0	false	12	567
vigil_copse	-1968	1666	124	121	128	3	4	121	127	3	3	0	0	false	10	400
vigil_burial_ground	-2008	1604	121	121	122	0	1	121	121	0	0	0	0	false	8	529
vigil_ruin_close	-1882	1716	133	130	137	3	4	130	136	3	3	0	0	false	8	529
vigil_high_court	-2004	1700	128	124	133	4	5	124	133	4	5	0	0	false	8	289
vigil_close	-1880	1690	136	136	138	0	2	136	137	0	1	0	0	false	8	121
homes_gate_house	-1876	1424	124	121	124	3	0	121	124	3	0	0	0	false	11	225
homes_lane_house	-1866	1384	118	116	121	2	3	116	121	2	3	0	0	false	10	225
homes_terrace_house	-1872	1340	113	112	115	1	2	112	115	1	2	0	0	false	13	255
homes_corner_house	-1916	1430	119	118	122	1	3	118	121	1	2	0	0	false	11	255
homes_fallen_west	-1916	1386	118	118	121	0	3	118	121	0	3	0	0	false	8	225
homes_fallen_east	-1914	1316	109	106	109	3	0	106	109	3	0	0	0	false	8	255
homes_mourners_hall	-1958	1430	121	118	124	3	3	118	124	3	3	0	0	false	11	483
homes_watch	-1980	1386	109	106	117	3	8	106	116	3	7	0	0	false	12	567
homes_cistern	-1976	1342	109	106	111	3	2	106	111	3	2	0	0	false	8	462
homes_family_plots	-1904	1282	100	100	106	0	6	100	104	0	4	0	0	false	8	529
homes_blight_garden	-2016	1386	115	110	115	5	0	110	115	5	0	0	0	false	8	529
homes_candle_court	-2002	1300	106	104	112	2	6	104	110	2	4	0	0	false	8	289
homes_green	-1988	1422	118	116	118	2	0	116	118	2	0	0	0	false	8	121
