plot	reference_x	reference_z	reference_y	perimeter_min	perimeter_max	perimeter_fall	perimeter_rise	footprint_min	footprint_max	footprint_fall	footprint_rise	submerged	submerged_margin	reference_wet	clear_to	columns
market_bone_store	-1728	1428	99	98	104	1	5	98	103	1	4	0	0	false	13	357
market_cart_yard	-1684	1428	95	93	98	2	3	93	98	2	3	0	0	false	11	357
market_bonesmith	-1640	1428	95	93	98	2	3	93	96	2	1	0	0	false	11	418
market_shroud_house	-1728	1384	104	100	107	4	3	100	107	4	3	0	0	false	13	437
market_cistern	-1684	1384	101	98	104	3	3	98	104	3	3	0	0	false	8	462
market_watch	-1602	1384	99	98	101	1	2	98	101	1	2	0	0	false	12	567
market_copse	-1728	1340	107	107	110	0	3	107	108	0	1	0	0	false	9	400
market_physic	-1684	1340	103	101	107	2	4	101	107	2	4	0	0	false	12	437
market_charnel	-1640	1340	107	104	107	3	0	104	107	3	0	0	0	false	12	357
market_grave_field	-1592	1418	95	89	98	6	3	89	98	6	3	0	0	false	8	529
market_bone_yard	-1696	1290	104	104	110	0	6	104	109	0	5	0	0	false	8	529
market_candle_court	-1600	1300	105	104	108	1	3	104	107	1	2	0	0	false	8	289
market_close	-1722	1312	107	107	110	0	3	107	109	0	2	0	0	false	8	121
watch_barracks	-1728	1574	95	95	105	0	10	95	104	0	9	0	0	false	13	621
watch_captain_hall	-1728	1618	101	98	102	3	1	98	101	3	0	0	0	false	11	483
watch_armoury	-1728	1662	98	96	101	2	3	96	101	2	3	0	0	false	11	462
watch_stables	-1684	1572	95	92	96	3	1	92	95	3	0	0	0	false	11	399
watch_drill_yard	-1684	1618	92	85	97	7	5	85	96	7	4	0	0	false	14	441
watch_quartermaster	-1684	1702	92	89	95	3	3	89	95	3	3	0	0	false	12	399
watch_cart_shed	-1640	1574	83	81	89	2	6	81	88	2	5	0	0	false	9	437
watch_serjeant_house	-1602	1618	83	83	86	0	3	83	86	0	3	0	0	false	9	221
watch_tower	-1640	1662	89	86	89	3	0	86	89	3	0	0	0	false	14	225
watch_muster_field	-1718	1708	95	93	98	2	3	93	98	2	3	0	0	false	8	529
watch_bone_rampart	-1592	1584	86	83	86	3	0	83	86	3	0	0	0	false	8	529
watch_pyre_court	-1600	1700	86	86	86	0	0	86	86	0	0	0	0	false	8	289
watch_close	-1640	1602	83	83	86	0	3	83	86	0	3	0	0	false	8	121
vigil_ossuary	-1872	1574	116	112	119	4	3	112	119	4	3	0	0	false	14	437
vigil_scriptorium	-1916	1574	116	113	116	3	0	113	116	3	0	0	0	false	13	437
vigil_embalmer	-1960	1574	111	110	116	1	5	110	116	1	5	0	0	false	11	418
vigil_mausoleum_west	-1872	1618	112	108	114	4	2	108	113	4	1	0	0	false	9	323
vigil_mausoleum_east	-1916	1618	113	111	113	2	0	111	113	2	0	0	0	false	9	285
vigil_candle_works	-1960	1618	110	110	113	0	3	110	113	0	3	0	0	false	11	418
vigil_cloister	-1872	1662	105	104	107	1	2	104	107	1	2	0	0	false	8	462
vigil_watch	-1916	1662	104	101	106	3	2	101	105	3	1	0	0	false	12	567
vigil_copse	-1958	1662	104	101	106	3	2	101	106	3	2	0	0	false	10	400
vigil_burial_ground	-2008	1604	113	110	116	3	3	110	116	3	3	0	0	false	8	529
vigil_ruin_close	-1906	1708	98	95	101	3	3	95	101	3	3	0	0	false	8	529
vigil_high_court	-2002	1700	99	98	101	1	2	98	101	1	2	0	0	false	8	289
vigil_close	-1880	1690	96	95	100	1	4	95	99	1	3	0	0	false	8	121
homes_gate_house	-1876	1430	113	110	116	3	3	110	116	3	3	0	0	false	11	225
homes_lane_house	-1868	1384	108	106	112	2	4	106	111	2	3	0	0	false	10	225
homes_terrace_house	-1872	1340	110	107	110	3	0	107	110	3	0	0	0	false	13	255
homes_corner_house	-1916	1430	113	113	116	0	3	113	116	0	3	0	0	false	11	255
homes_fallen_west	-1916	1386	116	113	116	3	0	113	116	3	0	0	0	false	8	225
homes_fallen_east	-1916	1342	110	108	110	2	0	108	110	2	0	0	0	false	8	255
homes_mourners_hall	-1960	1430	114	113	116	1	2	113	116	1	2	0	0	false	11	483
homes_watch	-1960	1386	113	108	116	5	3	108	116	5	3	0	0	false	12	567
homes_cistern	-1972	1342	107	104	110	3	3	104	110	3	3	0	0	false	8	462
homes_family_plots	-1904	1292	110	107	113	3	3	107	113	3	3	0	0	false	8	529
homes_blight_garden	-2008	1396	116	113	117	3	1	113	116	3	0	0	0	false	8	529
homes_candle_court	-2000	1300	108	104	113	4	5	104	111	4	3	0	0	false	8	289
homes_green	-1988	1422	116	116	116	0	0	116	116	0	0	0	0	false	8	121
