plot	reference_x	reference_z	reference_y	perimeter_min	perimeter_max	perimeter_fall	perimeter_rise	footprint_min	footprint_max	footprint_fall	footprint_rise	submerged	submerged_margin	reference_wet	clear_to	columns
market_bone_store	-1728	1424	95	92	98	3	3	92	96	3	1	0	0	false	13	357
market_cart_yard	-1682	1446	98	95	101	3	3	95	101	3	3	0	0	false	11	357
market_bonesmith	-1634	1416	98	95	103	3	5	95	102	3	4	0	0	false	11	418
market_shroud_house	-1728	1384	86	86	92	0	6	86	92	0	6	0	0	false	13	437
market_cistern	-1684	1342	89	86	91	3	2	86	91	3	2	0	0	false	8	462
market_watch	-1594	1386	95	95	97	0	2	95	96	0	1	0	0	false	12	567
market_copse	-1728	1316	89	89	89	0	0	89	89	0	0	0	0	false	9	400
market_physic	-1688	1302	92	89	95	3	3	89	95	3	3	0	0	false	12	437
market_charnel	-1614	1342	101	98	101	3	0	98	101	3	0	0	0	false	12	357
market_grave_field	-1592	1436	102	98	107	4	5	98	107	4	5	0	0	false	8	529
market_bone_yard	-1722	1282	86	86	92	0	6	86	91	0	5	0	0	false	8	529
market_candle_court	-1600	1308	95	93	99	2	4	93	98	2	3	0	0	false	8	289
market_close	-1722	1344	92	90	92	2	0	90	92	2	0	0	0	false	8	121
watch_barracks	-1728	1616	98	96	101	2	3	96	99	2	1	0	0	false	13	621
watch_captain_hall	-1728	1658	104	101	104	3	0	101	104	3	0	0	0	false	11	483
watch_armoury	-1718	1702	104	100	104	4	0	100	104	4	0	0	0	false	11	462
watch_stables	-1684	1568	98	95	98	3	0	95	98	3	0	0	0	false	11	399
watch_drill_yard	-1634	1592	101	101	104	0	3	101	104	0	3	0	0	false	14	441
watch_quartermaster	-1670	1706	103	101	104	2	1	101	104	2	1	0	0	false	12	399
watch_cart_shed	-1630	1552	105	101	107	4	2	101	107	4	2	0	0	false	9	437
watch_serjeant_house	-1594	1616	110	107	110	3	0	107	110	3	0	0	0	false	9	221
watch_tower	-1630	1662	101	99	104	2	3	99	104	2	3	0	0	false	14	225
watch_muster_field	-1752	1708	101	101	104	0	3	101	102	0	1	0	0	false	8	529
watch_bone_rampart	-1594	1582	107	104	110	3	3	104	110	3	3	0	0	false	8	529
watch_pyre_court	-1600	1698	102	99	104	3	2	99	104	3	2	0	0	false	8	289
watch_close	-1640	1620	104	102	105	2	1	102	104	2	0	0	0	false	8	121
vigil_ossuary	-1876	1574	89	89	92	0	3	89	92	0	3	0	0	false	14	437
vigil_scriptorium	-1916	1560	95	92	95	3	0	92	95	3	0	0	0	false	13	437
vigil_embalmer	-1964	1572	92	90	95	2	3	90	95	2	3	0	0	false	11	418
vigil_mausoleum_west	-1872	1618	92	90	95	2	3	90	95	2	3	0	0	false	9	323
vigil_mausoleum_east	-1916	1618	97	95	98	2	1	95	98	2	1	0	0	false	9	285
vigil_candle_works	-1960	1616	95	92	99	3	4	92	97	3	2	0	0	false	11	418
vigil_cloister	-1884	1660	96	93	101	3	5	93	101	3	5	0	0	false	8	462
vigil_watch	-1916	1706	97	95	101	2	4	95	101	2	4	0	0	false	12	567
vigil_copse	-1968	1666	104	101	107	3	3	101	107	3	3	0	0	false	10	400
vigil_burial_ground	-2008	1604	98	95	101	3	3	95	101	3	3	0	0	false	8	529
vigil_ruin_close	-1882	1716	101	98	104	3	3	98	104	3	3	0	0	false	8	529
vigil_high_court	-2004	1700	104	100	105	4	1	100	104	4	0	0	0	false	8	289
vigil_close	-1880	1690	98	96	101	2	3	96	100	2	2	0	0	false	8	121
homes_gate_house	-1876	1424	85	83	89	2	4	83	89	2	4	0	0	false	11	225
homes_lane_house	-1866	1384	89	89	92	0	3	89	91	0	2	0	0	false	10	225
homes_terrace_house	-1872	1340	86	84	88	2	2	84	87	2	1	0	0	false	13	255
homes_corner_house	-1916	1430	88	86	89	2	1	86	89	2	1	0	0	false	11	255
homes_fallen_west	-1916	1386	89	86	89	3	0	86	89	3	0	0	0	false	8	225
homes_fallen_east	-1914	1316	95	95	95	0	0	95	95	0	0	0	0	false	8	255
homes_mourners_hall	-1958	1430	83	81	86	2	3	81	86	2	3	0	0	false	11	483
homes_watch	-1980	1386	83	83	87	0	4	83	86	0	3	0	0	false	12	567
homes_cistern	-1976	1342	95	93	97	2	2	93	97	2	2	0	0	false	8	462
homes_family_plots	-1904	1282	96	92	101	4	5	92	101	4	5	0	0	false	8	529
homes_blight_garden	-2016	1386	89	83	92	6	3	83	92	6	3	0	0	false	8	529
homes_candle_court	-2002	1300	91	89	92	2	1	89	92	2	1	0	0	false	8	289
homes_green	-1988	1422	83	81	86	2	3	81	86	2	3	0	0	false	8	121
