plot	reference_x	reference_z	reference_y	perimeter_min	perimeter_max	perimeter_fall	perimeter_rise	footprint_min	footprint_max	footprint_fall	footprint_rise	submerged	submerged_margin	reference_wet	clear_to	columns
market_bone_store	-1728	1424	91	88	96	3	5	88	94	3	3	0	0	false	13	357
market_cart_yard	-1682	1446	88	84	92	4	4	84	91	4	3	0	0	false	11	357
market_bonesmith	-1634	1416	83	81	85	2	2	81	85	2	2	0	0	false	11	418
market_shroud_house	-1728	1384	82	79	88	3	6	79	88	3	6	0	0	false	13	437
market_cistern	-1684	1342	79	76	79	3	0	76	79	3	0	0	0	false	8	462
market_watch	-1594	1386	73	72	76	1	3	72	76	1	3	0	0	false	12	567
market_copse	-1728	1316	82	82	82	0	0	82	82	0	0	0	0	false	9	400
market_physic	-1688	1302	77	76	79	1	2	76	79	1	2	0	0	false	12	437
market_charnel	-1614	1342	75	73	78	2	3	73	77	2	2	0	0	false	12	357
market_grave_field	-1592	1436	79	74	80	5	1	74	80	5	1	0	0	false	8	529
market_bone_yard	-1722	1282	81	79	82	2	1	79	82	2	1	0	0	false	8	529
market_candle_court	-1600	1308	79	76	79	3	0	76	79	3	0	0	0	false	8	289
market_close	-1722	1344	82	82	82	0	0	82	82	0	0	0	0	false	8	121
watch_barracks	-1728	1616	106	103	109	3	3	103	109	3	3	0	0	false	13	621
watch_captain_hall	-1728	1658	100	97	103	3	3	97	103	3	3	0	0	false	11	483
watch_armoury	-1718	1702	111	106	112	5	1	106	112	5	1	0	0	false	11	462
watch_stables	-1684	1568	95	92	100	3	5	92	100	3	5	0	0	false	11	399
watch_drill_yard	-1634	1592	89	86	94	3	5	86	92	3	3	0	0	false	14	441
watch_quartermaster	-1670	1706	112	110	112	2	0	110	112	2	0	0	0	false	12	399
watch_cart_shed	-1630	1552	88	88	91	0	3	88	91	0	3	0	0	false	9	437
watch_serjeant_house	-1594	1616	89	88	93	1	4	88	92	1	3	0	0	false	9	221
watch_tower	-1630	1662	100	100	102	0	2	100	101	0	1	0	0	false	14	225
watch_muster_field	-1752	1708	106	103	111	3	5	103	110	3	4	0	0	false	8	529
watch_bone_rampart	-1594	1582	85	85	89	0	4	85	88	0	3	0	0	false	8	529
watch_pyre_court	-1600	1698	104	103	106	1	2	103	106	1	2	0	0	false	8	289
watch_close	-1640	1620	97	94	100	3	3	94	100	3	3	0	0	false	8	121
vigil_ossuary	-1876	1574	106	104	109	2	3	104	109	2	3	0	0	false	14	437
vigil_scriptorium	-1916	1560	104	103	107	1	3	103	106	1	2	0	0	false	13	437
vigil_embalmer	-1964	1572	106	103	106	3	0	103	106	3	0	0	0	false	11	418
vigil_mausoleum_west	-1872	1618	109	106	115	3	6	106	113	3	4	0	0	false	9	323
vigil_mausoleum_east	-1916	1618	110	107	112	3	2	107	112	3	2	0	0	false	9	285
vigil_candle_works	-1960	1616	107	106	109	1	2	106	109	1	2	0	0	false	11	418
vigil_cloister	-1884	1660	109	106	112	3	3	106	111	3	2	0	0	false	8	462
vigil_watch	-1916	1706	109	109	112	0	3	109	112	0	3	0	0	false	12	567
vigil_copse	-1968	1666	109	106	109	3	0	106	109	3	0	0	0	false	10	400
vigil_burial_ground	-2008	1604	109	104	112	5	3	104	111	5	2	0	0	false	8	529
vigil_ruin_close	-1882	1716	110	106	115	4	5	106	115	4	5	0	0	false	8	529
vigil_high_court	-2004	1700	107	103	109	4	2	103	109	4	2	0	0	false	8	289
vigil_close	-1880	1690	115	112	115	3	0	112	115	3	0	0	0	false	8	121
homes_gate_house	-1876	1424	96	94	98	2	2	94	98	2	2	0	0	false	11	225
homes_lane_house	-1866	1384	89	88	94	1	5	88	92	1	3	0	0	false	10	225
homes_terrace_house	-1872	1340	84	81	88	3	4	81	88	3	4	0	0	false	13	255
homes_corner_house	-1916	1430	94	91	97	3	3	91	97	3	3	0	0	false	11	255
homes_fallen_west	-1916	1386	91	89	91	2	0	89	91	2	0	0	0	false	8	225
homes_fallen_east	-1914	1316	80	79	85	1	5	79	85	1	5	0	0	false	8	255
homes_mourners_hall	-1958	1430	97	95	100	2	3	95	100	2	3	0	0	false	11	483
homes_watch	-1980	1386	91	91	94	0	3	91	94	0	3	0	0	false	12	567
homes_cistern	-1976	1342	91	88	94	3	3	88	93	3	2	0	0	false	8	462
homes_family_plots	-1904	1282	77	76	79	1	2	76	79	1	2	0	0	false	8	529
homes_blight_garden	-2016	1386	91	91	94	0	3	91	93	0	2	0	0	false	8	529
homes_candle_court	-2002	1300	82	80	85	2	3	80	85	2	3	0	0	false	8	289
homes_green	-1988	1422	94	92	95	2	1	92	94	2	0	0	0	false	8	121
