plot	reference_x	reference_z	reference_y	perimeter_min	perimeter_max	perimeter_fall	perimeter_rise	footprint_min	footprint_max	footprint_fall	footprint_rise	submerged	submerged_margin	reference_wet	clear_to	columns
market_bone_store	-1728	1424	97	96	100	1	3	96	99	1	2	0	0	false	13	357
market_cart_yard	-1682	1446	105	99	108	6	3	99	108	6	3	0	0	false	11	357
market_bonesmith	-1634	1416	114	110	114	4	0	110	114	4	0	0	0	false	11	418
market_shroud_house	-1728	1384	104	99	107	5	3	99	107	5	3	0	0	false	13	437
market_cistern	-1684	1342	105	105	108	0	3	105	108	0	3	0	0	false	8	462
market_watch	-1594	1386	106	105	111	1	5	105	110	1	4	0	0	false	12	567
market_copse	-1728	1316	102	99	105	3	3	99	104	3	2	0	0	false	9	400
market_physic	-1688	1302	105	102	111	3	6	102	111	3	6	0	0	false	12	437
market_charnel	-1614	1342	108	105	111	3	3	105	110	3	2	0	0	false	12	357
market_grave_field	-1592	1436	114	109	114	5	0	109	114	5	0	0	0	false	8	529
market_bone_yard	-1722	1282	105	102	108	3	3	102	106	3	1	0	0	false	8	529
market_candle_court	-1600	1308	108	105	108	3	0	105	108	3	0	0	0	false	8	289
market_close	-1722	1344	105	105	105	0	0	105	105	0	0	0	0	false	8	121
watch_barracks	-1728	1616	99	95	102	4	3	95	102	4	3	0	0	false	13	621
watch_captain_hall	-1728	1658	93	93	96	0	3	93	96	0	3	0	0	false	11	483
watch_armoury	-1718	1702	87	84	92	3	5	84	91	3	4	0	0	false	11	462
watch_stables	-1684	1568	99	98	102	1	3	98	102	1	3	0	0	false	11	399
watch_drill_yard	-1634	1592	104	102	105	2	1	102	105	2	1	0	0	false	14	441
watch_quartermaster	-1670	1706	96	93	99	3	3	93	99	3	3	0	0	false	12	399
watch_cart_shed	-1630	1552	105	103	108	2	3	103	108	2	3	0	0	false	9	437
watch_serjeant_house	-1594	1616	105	103	108	2	3	103	108	2	3	0	0	false	9	221
watch_tower	-1630	1662	108	106	108	2	0	106	108	2	0	0	0	false	14	225
watch_muster_field	-1752	1708	85	81	90	4	5	81	90	4	5	0	0	false	8	529
watch_bone_rampart	-1594	1582	105	103	110	2	5	103	109	2	4	0	0	false	8	529
watch_pyre_court	-1600	1698	100	98	102	2	2	98	102	2	2	0	0	false	8	289
watch_close	-1640	1620	99	96	102	3	3	96	100	3	1	0	0	false	8	121
vigil_ossuary	-1876	1574	97	93	102	4	5	93	102	4	5	0	0	false	14	437
vigil_scriptorium	-1916	1560	99	96	99	3	0	96	99	3	0	0	0	false	13	437
vigil_embalmer	-1964	1572	97	93	99	4	2	93	99	4	2	0	0	false	11	418
vigil_mausoleum_west	-1872	1618	99	99	102	0	3	99	100	0	1	0	0	false	9	323
vigil_mausoleum_east	-1916	1618	87	85	90	2	3	85	90	2	3	0	0	false	9	285
vigil_candle_works	-1960	1616	93	91	93	2	0	91	93	2	0	0	0	false	11	418
vigil_cloister	-1884	1660	90	88	94	2	4	88	93	2	3	0	0	false	8	462
vigil_watch	-1916	1706	81	81	84	0	3	81	84	0	3	0	0	false	12	567
vigil_copse	-1968	1666	87	84	90	3	3	84	89	3	2	0	0	false	10	400
vigil_burial_ground	-2008	1604	97	93	99	4	2	93	99	4	2	0	0	false	8	529
vigil_ruin_close	-1882	1716	85	81	87	4	2	81	87	4	2	0	0	false	8	529
vigil_high_court	-2004	1700	81	78	84	3	3	78	84	3	3	0	0	false	8	289
vigil_close	-1880	1690	84	81	87	3	3	81	87	3	3	0	0	false	8	121
homes_gate_house	-1876	1424	102	99	102	3	0	99	102	3	0	0	0	false	11	225
homes_lane_house	-1866	1384	105	102	105	3	0	102	105	3	0	0	0	false	10	225
homes_terrace_house	-1872	1340	96	93	99	3	3	93	99	3	3	0	0	false	13	255
homes_corner_house	-1916	1430	102	99	102	3	0	99	102	3	0	0	0	false	11	255
homes_fallen_west	-1916	1386	99	99	102	0	3	99	102	0	3	0	0	false	8	225
homes_fallen_east	-1914	1316	96	96	99	0	3	96	98	0	2	0	0	false	8	255
homes_mourners_hall	-1958	1430	99	97	102	2	3	97	102	2	3	0	0	false	11	483
homes_watch	-1980	1386	99	96	102	3	3	96	102	3	3	0	0	false	12	567
homes_cistern	-1976	1342	90	90	94	0	4	90	93	0	3	0	0	false	8	462
homes_family_plots	-1904	1282	96	96	99	0	3	96	97	0	1	0	0	false	8	529
homes_blight_garden	-2016	1386	102	96	102	6	0	96	102	6	0	0	0	false	8	529
homes_candle_court	-2002	1300	93	90	96	3	3	90	96	3	3	0	0	false	8	289
homes_green	-1988	1422	102	102	105	0	3	102	103	0	1	0	0	false	8	121
