plot	reference_x	reference_z	reference_y	perimeter_min	perimeter_max	perimeter_fall	perimeter_rise	footprint_min	footprint_max	footprint_fall	footprint_rise	submerged	submerged_margin	reference_wet	clear_to	columns
market_bone_store	-1728	1428	99	95	99	4	0	95	99	4	0	0	0	false	13	357
market_cart_yard	-1684	1428	97	95	99	2	2	95	99	2	2	0	0	false	11	357
market_bonesmith	-1640	1428	102	99	102	3	0	99	102	3	0	0	0	false	11	418
market_shroud_house	-1728	1384	95	94	99	1	4	94	99	1	4	0	0	false	13	437
market_cistern	-1684	1384	103	102	105	1	2	102	105	1	2	0	0	false	8	462
market_watch	-1602	1384	108	105	110	3	2	105	109	3	1	0	0	false	12	567
market_copse	-1728	1340	102	99	102	3	0	99	102	3	0	0	0	false	9	400
market_physic	-1684	1340	102	102	105	0	3	102	105	0	3	0	0	false	12	437
market_charnel	-1640	1340	108	105	111	3	3	105	111	3	3	0	0	false	12	357
market_grave_field	-1592	1418	108	105	108	3	0	105	108	3	0	0	0	false	8	529
market_bone_yard	-1696	1290	111	105	111	6	0	105	111	6	0	0	0	false	8	529
market_candle_court	-1600	1300	105	103	111	2	6	103	109	2	4	0	0	false	8	289
market_close	-1722	1312	105	102	106	3	1	102	105	3	0	0	0	false	8	121
watch_barracks	-1728	1574	93	87	93	6	0	87	93	6	0	0	0	false	13	621
watch_captain_hall	-1728	1618	90	84	95	6	5	84	94	6	4	0	0	false	11	483
watch_armoury	-1728	1662	90	90	93	0	3	88	93	2	3	0	0	false	11	462
watch_stables	-1684	1572	96	93	96	3	0	93	96	3	0	0	0	false	11	399
watch_drill_yard	-1684	1618	96	93	102	3	6	93	100	3	4	0	0	false	14	441
watch_quartermaster	-1684	1702	95	93	100	2	5	93	99	2	4	0	0	false	12	399
watch_cart_shed	-1640	1574	102	97	105	5	3	97	105	5	3	0	0	false	9	437
watch_serjeant_house	-1602	1618	105	105	105	0	0	105	105	0	0	0	0	false	9	221
watch_tower	-1640	1662	105	102	105	3	0	102	105	3	0	0	0	false	14	225
watch_muster_field	-1718	1708	93	91	99	2	6	91	97	2	4	0	0	false	8	529
watch_bone_rampart	-1592	1584	105	100	106	5	1	100	105	5	0	0	0	false	8	529
watch_pyre_court	-1600	1700	99	97	99	2	0	97	99	2	0	0	0	false	8	289
watch_close	-1640	1602	105	102	105	3	0	102	105	3	0	0	0	false	8	121
vigil_ossuary	-1872	1574	87	84	91	3	4	84	90	3	3	0	0	false	14	437
vigil_scriptorium	-1916	1574	84	84	87	0	3	84	87	0	3	0	0	false	13	437
vigil_embalmer	-1960	1574	84	84	90	0	6	84	89	0	5	0	0	false	11	418
vigil_mausoleum_west	-1872	1618	85	84	87	1	2	84	87	1	2	0	0	false	9	323
vigil_mausoleum_east	-1916	1618	87	87	87	0	0	87	87	0	0	0	0	false	9	285
vigil_candle_works	-1960	1618	87	84	90	3	3	84	90	3	3	0	0	false	11	418
vigil_cloister	-1872	1662	85	84	87	1	2	84	87	1	2	0	0	false	8	462
vigil_watch	-1916	1662	87	87	87	0	0	87	87	0	0	0	0	false	12	567
vigil_copse	-1958	1662	86	81	87	5	1	81	87	5	1	0	0	false	10	400
vigil_burial_ground	-2008	1604	84	84	87	0	3	84	87	0	3	0	0	false	8	529
vigil_ruin_close	-1906	1708	88	87	93	1	5	87	93	1	5	0	0	false	8	529
vigil_high_court	-2002	1700	88	85	90	3	2	85	90	3	2	0	0	false	8	289
vigil_close	-1880	1690	87	87	88	0	1	87	87	0	0	0	0	false	8	121
homes_gate_house	-1876	1430	91	90	93	1	2	90	93	1	2	0	0	false	11	225
homes_lane_house	-1868	1384	90	87	93	3	3	87	93	3	3	0	0	false	10	225
homes_terrace_house	-1872	1340	91	90	94	1	3	90	93	1	2	0	0	false	13	255
homes_corner_house	-1916	1430	90	90	90	0	0	90	90	0	0	0	0	false	11	255
homes_fallen_west	-1916	1386	96	93	96	3	0	93	96	3	0	0	0	false	8	225
homes_fallen_east	-1916	1342	87	87	90	0	3	87	90	0	3	0	0	false	8	255
homes_mourners_hall	-1960	1430	90	88	93	2	3	88	93	2	3	0	0	false	11	483
homes_watch	-1960	1386	90	88	93	2	3	88	93	2	3	0	0	false	12	567
homes_cistern	-1972	1342	94	90	97	4	3	90	96	4	2	0	0	false	8	462
homes_family_plots	-1904	1292	102	99	102	3	0	99	102	3	0	0	0	false	8	529
homes_blight_garden	-2008	1396	87	84	93	3	6	84	92	3	5	0	0	false	8	529
homes_candle_court	-2000	1300	96	93	99	3	3	93	98	3	2	0	0	false	8	289
homes_green	-1988	1422	88	87	90	1	2	87	90	1	2	0	0	false	8	121
