plot	reference_x	reference_z	reference_y	perimeter_min	perimeter_max	perimeter_fall	perimeter_rise	footprint_min	footprint_max	footprint_fall	footprint_rise	submerged	submerged_margin	reference_wet	clear_to	columns
market_bone_store	-1728	1424	93	90	95	3	2	90	94	3	1	0	0	false	13	357
market_cart_yard	-1682	1446	93	87	94	6	1	87	93	6	0	0	0	false	11	357
market_bonesmith	-1634	1416	96	93	96	3	0	93	96	3	0	0	0	false	11	418
market_shroud_house	-1728	1384	93	91	93	2	0	91	93	2	0	0	0	false	13	437
market_cistern	-1684	1342	87	84	90	3	3	84	90	3	3	0	0	false	8	462
market_watch	-1594	1386	99	96	99	3	0	96	99	3	0	0	0	false	12	567
market_copse	-1728	1316	84	84	86	0	2	84	85	0	1	0	0	false	9	400
market_physic	-1688	1302	89	85	93	4	4	85	93	4	4	0	0	false	12	437
market_charnel	-1614	1342	87	87	92	0	5	87	91	0	4	0	0	false	12	357
market_grave_field	-1592	1436	99	96	99	3	0	96	99	3	0	0	0	false	8	529
market_bone_yard	-1722	1282	87	84	87	3	0	84	87	3	0	0	0	false	8	529
market_candle_court	-1600	1308	97	96	99	1	2	96	99	1	2	0	0	false	8	289
market_close	-1722	1344	87	87	87	0	0	87	87	0	0	0	0	false	8	121
watch_barracks	-1728	1616	87	85	90	2	3	85	89	2	2	0	0	false	13	621
watch_captain_hall	-1728	1658	90	88	90	2	0	88	90	2	0	0	0	false	11	483
watch_armoury	-1718	1702	90	87	95	3	5	87	94	3	4	0	0	false	11	462
watch_stables	-1684	1568	93	90	96	3	3	90	96	3	3	0	0	false	11	399
watch_drill_yard	-1634	1592	90	87	93	3	3	87	93	3	3	0	0	false	14	441
watch_quartermaster	-1670	1706	96	93	97	3	1	93	96	3	0	0	0	false	12	399
watch_cart_shed	-1630	1552	90	87	90	3	0	87	90	3	0	0	0	false	9	437
watch_serjeant_house	-1594	1616	94	92	96	2	2	92	96	2	2	0	0	false	9	221
watch_tower	-1630	1662	93	90	93	3	0	90	93	3	0	0	0	false	14	225
watch_muster_field	-1752	1708	89	84	94	5	5	84	93	5	4	0	0	false	8	529
watch_bone_rampart	-1594	1582	93	90	97	3	4	90	96	3	3	0	0	false	8	529
watch_pyre_court	-1600	1698	93	90	93	3	0	90	93	3	0	0	0	false	8	289
watch_close	-1640	1620	85	84	88	1	3	84	87	1	2	0	0	false	8	121
vigil_ossuary	-1876	1574	87	85	90	2	3	85	90	2	3	0	0	false	14	437
vigil_scriptorium	-1916	1560	87	87	90	0	3	87	90	0	3	0	0	false	13	437
vigil_embalmer	-1964	1572	87	84	90	3	3	84	90	3	3	0	0	false	11	418
vigil_mausoleum_west	-1872	1618	87	84	90	3	3	84	90	3	3	0	0	false	9	323
vigil_mausoleum_east	-1916	1618	81	81	84	0	3	81	83	0	2	0	0	false	9	285
vigil_candle_works	-1960	1616	84	81	88	3	4	81	87	3	3	0	0	false	11	418
vigil_cloister	-1884	1660	90	89	90	1	0	89	90	1	0	0	0	false	8	462
vigil_watch	-1916	1706	84	84	88	0	4	84	87	0	3	0	0	false	12	567
vigil_copse	-1968	1666	90	90	93	0	3	90	93	0	3	0	0	false	10	400
vigil_burial_ground	-2008	1604	84	84	87	0	3	84	87	0	3	0	0	false	8	529
vigil_ruin_close	-1882	1716	90	87	93	3	3	87	93	3	3	0	0	false	8	529
vigil_high_court	-2004	1700	85	82	90	3	5	82	88	3	3	0	0	false	8	289
vigil_close	-1880	1690	87	87	90	0	3	87	88	0	1	0	0	false	8	121
homes_gate_house	-1876	1424	89	85	93	4	4	85	93	4	4	0	0	false	11	225
homes_lane_house	-1866	1384	87	85	87	2	0	85	87	2	0	0	0	false	10	225
homes_terrace_house	-1872	1340	87	86	87	1	0	86	87	1	0	0	0	false	13	255
homes_corner_house	-1916	1430	87	87	90	0	3	87	90	0	3	0	0	false	11	255
homes_fallen_west	-1916	1386	90	87	90	3	0	87	90	3	0	0	0	false	8	225
homes_fallen_east	-1914	1316	81	81	83	0	2	81	82	0	1	0	0	false	8	255
homes_mourners_hall	-1958	1430	87	84	93	3	6	84	91	3	4	0	0	false	11	483
homes_watch	-1980	1386	93	90	93	3	0	90	93	3	0	0	0	false	12	567
homes_cistern	-1976	1342	81	81	84	0	3	81	82	0	1	0	0	false	8	462
homes_family_plots	-1904	1282	85	81	90	4	5	81	90	4	5	0	0	false	8	529
homes_blight_garden	-2016	1386	87	84	90	3	3	84	90	3	3	0	0	false	8	529
homes_candle_court	-2002	1300	87	85	90	2	3	85	89	2	2	0	0	false	8	289
homes_green	-1988	1422	90	88	93	2	3	88	93	2	3	0	0	false	8	121
