kind	name	count	total	min	max	mean
metric	plan_us	10	3653829	135457	567850	365382.900
metric	writer_us	10	15006289	186744	9589307	1500628.900
metric	total_us	10	18660118	399474	10157157	1866011.800
metric	columns	10	64000	6400	6400	6400.000
metric	candidate_cells	10	490	49	49	49.000
metric	candidates	10	4164	0	1459	416.400
metric	r5_runs	10	211426	0	25600	21142.600
metric	vm_get_emerged_area_us	10	49	2	21	4.900
metric	vm_get_data_us	10	39590	3862	4089	3959.000
metric	vm_get_param2_data_us	10	39147	3846	4067	3914.700
metric	vm_get_light_data_us	10	71371	0	8416	7137.100
metric	vm_set_data_us	10	69850	6880	7262	6985.000
metric	vm_set_param2_data_us	10	13754	0	7028	1375.400
metric	vm_set_lighting_us	10	2239	0	697	223.900
metric	vm_calc_lighting_us	10	37738	0	6761	3773.800
metric	vm_set_light_data_us	10	61967	0	7271	6196.700
metric	vm_update_liquids_us	10	8725	0	1187	872.500
writer_result	applied_c	1	-	-	-	-
writer_result	applied_clq	7	-	-	-	-
writer_result	applied_cplq	2	-	-	-	-
callbacks	all	10	-	-	-	-
