# Highcourt district plot market_granary as built, anchor-relative
# anchor 0,40,-1500
57	0	-43	default:stone	0
58	0	-43	default:stone	0
59	0	-43	default:stone	0
60	0	-43	default:stone	0
61	0	-43	default:stone	0
62	0	-43	default:stone	0
63	0	-43	default:stone	0
64	0	-43	default:stone	0
65	0	-43	default:stone	0
66	0	-43	default:stone	0
67	0	-43	default:stone	0
68	0	-43	default:stone	0
69	0	-43	default:stone	0
70	0	-43	default:stone	0
71	0	-43	default:stone	0
72	0	-43	default:stone	0
73	0	-43	default:stone	0
74	0	-43	default:stone	0
75	0	-43	default:stone	0
76	0	-43	default:stone	0
77	0	-43	default:stone	0
78	0	-43	default:stone	0
79	0	-43	default:stone	0
80	0	-43	default:stone	0
81	0	-43	default:stone	0
82	0	-43	default:stone	0
83	0	-43	default:stone	0
84	0	-43	default:stone	0
85	0	-43	default:stone	0
86	0	-43	default:stone	0
87	0	-43	default:stone	0
57	1	-43	default:stone	0
58	1	-43	default:stone	0
59	1	-43	default:stone	0
60	1	-43	default:stone	0
61	1	-43	default:stone	0
62	1	-43	default:stone	0
63	1	-43	default:stone	0
64	1	-43	default:stone	0
65	1	-43	default:stone	0
66	1	-43	default:stone	0
67	1	-43	default:stone	0
68	1	-43	default:stone	0
69	1	-43	default:stone	0
70	1	-43	default:stone	0
71	1	-43	default:stone	0
72	1	-43	default:stone	0
73	1	-43	default:stone	0
74	1	-43	default:stone	0
75	1	-43	default:stone	0
76	1	-43	default:stone	0
77	1	-43	default:stone	0
78	1	-43	default:stone	0
79	1	-43	default:stone	0
80	1	-43	default:stone	0
81	1	-43	default:stone	0
82	1	-43	default:stone	0
83	1	-43	default:stone	0
84	1	-43	default:stone	0
85	1	-43	default:stone	0
86	1	-43	default:stone	0
87	1	-43	default:stone	0
59	2	-43	default:stone	0
60	2	-43	default:stone	0
61	2	-43	default:stone	0
62	2	-43	default:stone	0
63	2	-43	default:stone	0
64	2	-43	default:stone	0
65	2	-43	default:stone	0
66	2	-43	default:stone	0
67	2	-43	default:stone	0
68	2	-43	default:stone	0
69	2	-43	default:stone	0
70	2	-43	default:stone	0
71	2	-43	default:stone	0
72	2	-43	default:stone	0
73	2	-43	default:stone	0
74	2	-43	default:stone	0
75	2	-43	default:stone	0
76	2	-43	default:stone	0
77	2	-43	default:stone	0
78	2	-43	default:stone	0
79	2	-43	default:stone	0
80	2	-43	default:stone	0
81	2	-43	default:stone	0
82	2	-43	default:stone	0
83	2	-43	default:stone	0
84	2	-43	default:stone	0
85	2	-43	default:stone	0
86	2	-43	default:stone	0
87	2	-43	default:stone	0
62	3	-43	default:stone	0
63	3	-43	default:stone	0
64	3	-43	default:stone	0
65	3	-43	default:stone	0
66	3	-43	default:stone	0
67	3	-43	default:stone	0
68	3	-43	default:stone	0
69	3	-43	default:stone	0
70	3	-43	default:stone	0
71	3	-43	default:stone	0
72	3	-43	default:stone	0
73	3	-43	default:stone	0
74	3	-43	default:stone	0
75	3	-43	default:stone	0
76	3	-43	default:stone	0
77	3	-43	default:stone	0
78	3	-43	default:stone	0
79	3	-43	default:stone	0
80	3	-43	default:stone	0
81	3	-43	default:stone	0
82	3	-43	default:stone	0
83	3	-43	default:stone	0
84	3	-43	default:stone	0
85	3	-43	default:stone	0
86	3	-43	default:stone	0
87	3	-43	default:stone	0
65	4	-43	default:stone	0
66	4	-43	default:stone	0
67	4	-43	default:stone	0
68	4	-43	default:stone	0
69	4	-43	default:stone	0
70	4	-43	default:stone	0
71	4	-43	default:stone	0
72	4	-43	default:stone	0
73	4	-43	default:stone	0
74	4	-43	default:stone	0
75	4	-43	default:stone	0
76	4	-43	default:stone	0
77	4	-43	default:stone	0
78	4	-43	default:stone	0
79	4	-43	default:stone	0
80	4	-43	default:stone	0
81	4	-43	default:stone	0
82	4	-43	default:stone	0
83	4	-43	default:stone	0
84	4	-43	default:stone	0
85	4	-43	default:stone	0
86	4	-43	default:stone	0
87	4	-43	default:stone	0
68	5	-43	default:stone	0
69	5	-43	default:stone	0
70	5	-43	default:stone	0
71	5	-43	default:stone	0
72	5	-43	default:stone	0
73	5	-43	default:stone	0
74	5	-43	default:stone	0
77	5	-43	default:stone	0
78	5	-43	default:stone	0
79	5	-43	default:stone	0
80	5	-43	default:stone	0
81	5	-43	default:stone	0
82	5	-43	default:stone	0
83	5	-43	default:stone	0
84	5	-43	default:stone	0
85	5	-43	default:stone	0
86	5	-43	default:stone	0
87	5	-43	default:stone	0
72	6	-43	default:stone	0
73	6	-43	default:stone	0
74	6	-43	default:stone	0
77	6	-43	default:stone	0
78	6	-43	default:stone	0
79	6	-43	default:stone	0
80	6	-43	default:stone	0
81	6	-43	default:stone	0
82	6	-43	default:stone	0
83	6	-43	default:stone	0
84	6	-43	default:stone	0
85	6	-43	default:stone	0
86	6	-43	default:stone	0
87	6	-43	default:stone	0
57	0	-42	default:stone	0
58	0	-42	default:stone	0
59	0	-42	default:stone	0
60	0	-42	default:stone	0
61	0	-42	default:stone	0
62	0	-42	default:stone	0
63	0	-42	default:stone	0
