line	p	lane	x	z	terrain_y	water
west	-264	-3	-259	-264	109	false
west	-264	-2	-258	-264	109	false
west	-264	-1	-257	-264	109	false
west	-264	0	-256	-264	110	false
west	-264	1	-255	-264	111	false
west	-264	2	-254	-264	111	false
west	-264	3	-253	-264	111	false
west	-263	-3	-259	-263	109	false
west	-263	-2	-258	-263	109	false
west	-263	-1	-257	-263	109	false
west	-263	0	-256	-263	110	false
west	-263	1	-255	-263	111	false
west	-263	2	-254	-263	111	false
west	-263	3	-253	-263	111	false
west	-262	-3	-259	-262	108	false
west	-262	-2	-258	-262	109	false
west	-262	-1	-257	-262	109	false
west	-262	0	-256	-262	110	false
west	-262	1	-255	-262	110	false
west	-262	2	-254	-262	111	false
west	-262	3	-253	-262	111	false
west	-261	-3	-259	-261	108	false
west	-261	-2	-258	-261	109	false
west	-261	-1	-257	-261	109	false
west	-261	0	-256	-261	109	false
west	-261	1	-255	-261	110	false
west	-261	2	-254	-261	111	false
west	-261	3	-253	-261	111	false
west	-260	-3	-259	-260	108	false
west	-260	-2	-258	-260	109	false
west	-260	-1	-257	-260	109	false
west	-260	0	-256	-260	109	false
west	-260	1	-255	-260	110	false
west	-260	2	-254	-260	110	false
west	-260	3	-253	-260	111	false
west	-259	-3	-259	-259	108	false
west	-259	-2	-258	-259	108	false
west	-259	-1	-257	-259	109	false
west	-259	0	-256	-259	109	false
west	-259	1	-255	-259	109	false
west	-259	2	-254	-259	110	false
west	-259	3	-253	-259	111	false
west	-258	-3	-259	-258	108	false
west	-258	-2	-258	-258	108	false
west	-258	-1	-257	-258	109	false
west	-258	0	-256	-258	109	false
west	-258	1	-255	-258	109	false
west	-258	2	-254	-258	110	false
west	-258	3	-253	-258	110	false
west	-257	-3	-259	-257	108	false
west	-257	-2	-258	-257	108	false
west	-257	-1	-257	-257	108	false
west	-257	0	-256	-257	109	false
west	-257	1	-255	-257	109	false
west	-257	2	-254	-257	109	false
west	-257	3	-253	-257	110	false
west	-256	-3	-259	-256	107	false
west	-256	-2	-258	-256	108	false
west	-256	-1	-257	-256	108	false
west	-256	0	-256	-256	109	false
west	-256	1	-255	-256	109	false
west	-256	2	-254	-256	109	false
west	-256	3	-253	-256	109	false
west	-255	-3	-259	-255	107	false
west	-255	-2	-258	-255	108	false
west	-255	-1	-257	-255	108	false
west	-255	0	-256	-255	108	false
west	-255	1	-255	-255	109	false
west	-255	2	-254	-255	109	false
west	-255	3	-253	-255	109	false
west	-254	-3	-259	-254	107	false
west	-254	-2	-258	-254	107	false
west	-254	-1	-257	-254	108	false
west	-254	0	-256	-254	108	false
west	-254	1	-255	-254	108	false
west	-254	2	-254	-254	109	false
west	-254	3	-253	-254	109	false
west	-253	-3	-259	-253	106	false
west	-253	-2	-258	-253	107	false
west	-253	-1	-257	-253	108	false
west	-253	0	-256	-253	108	false
west	-253	1	-255	-253	108	false
west	-253	2	-254	-253	108	false
west	-253	3	-253	-253	108	false
west	-252	-3	-259	-252	106	false
west	-252	-2	-258	-252	107	false
west	-252	-1	-257	-252	107	false
west	-252	0	-256	-252	108	false
west	-252	1	-255	-252	108	false
west	-252	2	-254	-252	108	false
west	-252	3	-253	-252	108	false
west	-251	-3	-259	-251	106	false
west	-251	-2	-258	-251	106	false
west	-251	-1	-257	-251	107	false
west	-251	0	-256	-251	108	false
west	-251	1	-255	-251	108	false
west	-251	2	-254	-251	108	false
west	-251	3	-253	-251	108	false
west	-250	-3	-259	-250	106	false
west	-250	-2	-258	-250	106	false
west	-250	-1	-257	-250	107	false
west	-250	0	-256	-250	107	false
west	-250	1	-255	-250	108	false
west	-250	2	-254	-250	108	false
west	-250	3	-253	-250	108	false
west	-249	-3	-259	-249	106	false
west	-249	-2	-258	-249	106	false
west	-249	-1	-257	-249	106	false
west	-249	0	-256	-249	107	false
west	-249	1	-255	-249	107	false
west	-249	2	-254	-249	108	false
west	-249	3	-253	-249	108	false
west	-248	-3	-259	-248	106	false
west	-248	-2	-258	-248	106	false
west	-248	-1	-257	-248	106	false
west	-248	0	-256	-248	106	false
west	-248	1	-255	-248	107	false
west	-248	2	-254	-248	107	false
west	-248	3	-253	-248	108	false
west	-247	-3	-259	-247	105	false
