x	z	terrain_y	water
-288	-288	103	false
-284	-288	103	false
-280	-288	103	false
-276	-288	103	false
-272	-288	102	false
-268	-288	103	false
-264	-288	103	false
-260	-288	102	false
-256	-288	100	false
-252	-288	100	false
-248	-288	100	false
-244	-288	100	false
-240	-288	100	false
-236	-288	100	false
-232	-288	100	false
-228	-288	100	false
-224	-288	100	false
-220	-288	100	false
-216	-288	100	false
-212	-288	100	false
-208	-288	98	false
-204	-288	97	false
-200	-288	97	false
-196	-288	95	false
-192	-288	94	false
-188	-288	94	false
-184	-288	94	false
-180	-288	94	false
-176	-288	94	false
-172	-288	94	false
-168	-288	94	false
-164	-288	94	false
-160	-288	93	false
-156	-288	92	false
-152	-288	91	false
-148	-288	91	false
-144	-288	93	false
-140	-288	94	false
-136	-288	95	false
-132	-288	97	false
-128	-288	97	false
-124	-288	97	false
-120	-288	97	false
-116	-288	97	false
-112	-288	97	false
-108	-288	97	false
-104	-288	95	false
-100	-288	94	false
-96	-288	92	false
-92	-288	91	false
-88	-288	91	false
-84	-288	91	false
-80	-288	91	false
-76	-288	92	false
-72	-288	94	false
-68	-288	94	false
-64	-288	97	false
-60	-288	97	false
-56	-288	97	false
-52	-288	97	false
-48	-288	97	false
-44	-288	97	false
-40	-288	98	false
-36	-288	100	false
-32	-288	100	false
-28	-288	100	false
-24	-288	100	false
-20	-288	100	false
-16	-288	99	false
-12	-288	98	false
-8	-288	99	false
-4	-288	97	false
0	-288	100	false
4	-288	100	false
8	-288	100	false
12	-288	100	false
16	-288	100	false
20	-288	100	false
24	-288	100	false
28	-288	101	false
32	-288	103	false
36	-288	103	false
40	-288	103	false
44	-288	103	false
48	-288	106	false
52	-288	108	false
56	-288	109	false
60	-288	110	false
64	-288	112	false
68	-288	112	false
72	-288	112	false
76	-288	112	false
80	-288	112	false
84	-288	112	false
88	-288	110	false
92	-288	109	false
96	-288	107	false
100	-288	106	false
104	-288	106	false
108	-288	106	false
112	-288	107	false
116	-288	109	false
120	-288	110	false
124	-288	112	false
128	-288	113	false
132	-288	115	false
136	-288	115	false
140	-288	115	false
144	-288	115	false
148	-288	115	false
152	-288	114	false
156	-288	112	false
160	-288	112	false
164	-288	112	false
