line	p	lane	x	z	terrain_y	water
west	-264	-3	-259	-264	84	false
west	-264	-2	-258	-264	84	false
west	-264	-1	-257	-264	84	false
west	-264	0	-256	-264	84	false
west	-264	1	-255	-264	84	false
west	-264	2	-254	-264	84	false
west	-264	3	-253	-264	84	false
west	-263	-3	-259	-263	84	false
west	-263	-2	-258	-263	84	false
west	-263	-1	-257	-263	84	false
west	-263	0	-256	-263	84	false
west	-263	1	-255	-263	84	false
west	-263	2	-254	-263	84	false
west	-263	3	-253	-263	84	false
west	-262	-3	-259	-262	84	false
west	-262	-2	-258	-262	84	false
west	-262	-1	-257	-262	84	false
west	-262	0	-256	-262	84	false
west	-262	1	-255	-262	84	false
west	-262	2	-254	-262	84	false
west	-262	3	-253	-262	84	false
west	-261	-3	-259	-261	84	false
west	-261	-2	-258	-261	84	false
west	-261	-1	-257	-261	84	false
west	-261	0	-256	-261	84	false
west	-261	1	-255	-261	84	false
west	-261	2	-254	-261	84	false
west	-261	3	-253	-261	84	false
west	-260	-3	-259	-260	84	false
west	-260	-2	-258	-260	84	false
west	-260	-1	-257	-260	84	false
west	-260	0	-256	-260	84	false
west	-260	1	-255	-260	84	false
west	-260	2	-254	-260	84	false
west	-260	3	-253	-260	84	false
west	-259	-3	-259	-259	84	false
west	-259	-2	-258	-259	84	false
west	-259	-1	-257	-259	84	false
west	-259	0	-256	-259	84	false
west	-259	1	-255	-259	84	false
west	-259	2	-254	-259	84	false
west	-259	3	-253	-259	84	false
west	-258	-3	-259	-258	84	false
west	-258	-2	-258	-258	84	false
west	-258	-1	-257	-258	84	false
west	-258	0	-256	-258	84	false
west	-258	1	-255	-258	84	false
west	-258	2	-254	-258	84	false
west	-258	3	-253	-258	84	false
west	-257	-3	-259	-257	84	false
west	-257	-2	-258	-257	84	false
west	-257	-1	-257	-257	84	false
west	-257	0	-256	-257	84	false
west	-257	1	-255	-257	84	false
west	-257	2	-254	-257	84	false
west	-257	3	-253	-257	84	false
west	-256	-3	-259	-256	84	false
west	-256	-2	-258	-256	84	false
west	-256	-1	-257	-256	84	false
west	-256	0	-256	-256	84	false
west	-256	1	-255	-256	84	false
west	-256	2	-254	-256	84	false
west	-256	3	-253	-256	84	false
west	-255	-3	-259	-255	84	false
west	-255	-2	-258	-255	84	false
west	-255	-1	-257	-255	84	false
west	-255	0	-256	-255	84	false
west	-255	1	-255	-255	84	false
west	-255	2	-254	-255	84	false
west	-255	3	-253	-255	84	false
west	-254	-3	-259	-254	84	false
west	-254	-2	-258	-254	84	false
west	-254	-1	-257	-254	84	false
west	-254	0	-256	-254	84	false
west	-254	1	-255	-254	84	false
west	-254	2	-254	-254	84	false
west	-254	3	-253	-254	84	false
west	-253	-3	-259	-253	84	false
west	-253	-2	-258	-253	84	false
west	-253	-1	-257	-253	84	false
west	-253	0	-256	-253	84	false
west	-253	1	-255	-253	84	false
west	-253	2	-254	-253	84	false
west	-253	3	-253	-253	84	false
west	-252	-3	-259	-252	84	false
west	-252	-2	-258	-252	84	false
west	-252	-1	-257	-252	84	false
west	-252	0	-256	-252	84	false
west	-252	1	-255	-252	84	false
west	-252	2	-254	-252	84	false
west	-252	3	-253	-252	84	false
west	-251	-3	-259	-251	84	false
west	-251	-2	-258	-251	84	false
west	-251	-1	-257	-251	84	false
west	-251	0	-256	-251	84	false
west	-251	1	-255	-251	84	false
west	-251	2	-254	-251	84	false
west	-251	3	-253	-251	84	false
west	-250	-3	-259	-250	84	false
west	-250	-2	-258	-250	84	false
west	-250	-1	-257	-250	84	false
west	-250	0	-256	-250	84	false
west	-250	1	-255	-250	84	false
west	-250	2	-254	-250	84	false
west	-250	3	-253	-250	84	false
west	-249	-3	-259	-249	84	false
west	-249	-2	-258	-249	84	false
west	-249	-1	-257	-249	84	false
west	-249	0	-256	-249	84	false
west	-249	1	-255	-249	84	false
west	-249	2	-254	-249	84	false
west	-249	3	-253	-249	84	false
west	-248	-3	-259	-248	84	false
west	-248	-2	-258	-248	84	false
west	-248	-1	-257	-248	84	false
west	-248	0	-256	-248	84	false
west	-248	1	-255	-248	84	false
west	-248	2	-254	-248	84	false
west	-248	3	-253	-248	84	false
west	-247	-3	-259	-247	84	false
west	-247	-2	-258	-247	84	false
west	-247	-1	-257	-247	84	false
west	-247	0	-256	-247	84	false
west	-247	1	-255	-247	84	false
west	-247	2	-254	-247	84	false
west	-247	3	-253	-247	84	false
west	-246	-3	-259	-246	84	false
west	-246	-2	-258	-246	84	false
west	-246	-1	-257	-246	84	false
west	-246	0	-256	-246	84	false
west	-246	1	-255	-246	84	false
west	-246	2	-254	-246	84	false
west	-246	3	-253	-246	84	false
west	-245	-3	-259	-245	84	false
west	-245	-2	-258	-245	84	false
west	-245	-1	-257	-245	84	false
west	-245	0	-256	-245	84	false
west	-245	1	-255	-245	84	false
west	-245	2	-254	-245	84	false
west	-245	3	-253	-245	84	false
west	-244	-3	-259	-244	84	false
west	-244	-2	-258	-244	84	false
west	-244	-1	-257	-244	84	false
west	-244	0	-256	-244	84	false
west	-244	1	-255	-244	84	false
west	-244	2	-254	-244	84	false
west	-244	3	-253	-244	84	false
west	-243	-3	-259	-243	84	false
west	-243	-2	-258	-243	84	false
west	-243	-1	-257	-243	84	false
west	-243	0	-256	-243	84	false
west	-243	1	-255	-243	84	false
west	-243	2	-254	-243	84	false
west	-243	3	-253	-243	84	false
west	-242	-3	-259	-242	84	false
west	-242	-2	-258	-242	84	false
west	-242	-1	-257	-242	84	false
west	-242	0	-256	-242	85	false
west	-242	1	-255	-242	85	false
west	-242	2	-254	-242	85	false
west	-242	3	-253	-242	85	false
west	-241	-3	-259	-241	84	false
west	-241	-2	-258	-241	84	false
west	-241	-1	-257	-241	84	false
west	-241	0	-256	-241	85	false
west	-241	1	-255	-241	85	false
west	-241	2	-254	-241	85	false
west	-241	3	-253	-241	85	false
west	-240	-3	-259	-240	85	false
west	-240	-2	-258	-240	85	false
west	-240	-1	-257	-240	84	false
west	-240	0	-256	-240	85	false
west	-240	1	-255	-240	85	false
west	-240	2	-254	-240	86	false
west	-240	3	-253	-240	86	false
west	-239	-3	-259	-239	85	false
west	-239	-2	-258	-239	85	false
west	-239	-1	-257	-239	85	false
west	-239	0	-256	-239	85	false
west	-239	1	-255	-239	85	false
west	-239	2	-254	-239	86	false
west	-239	3	-253	-239	86	false
west	-238	-3	-259	-238	85	false
west	-238	-2	-258	-238	85	false
west	-238	-1	-257	-238	85	false
west	-238	0	-256	-238	85	false
west	-238	1	-255	-238	85	false
west	-238	2	-254	-238	85	false
west	-238	3	-253	-238	86	false
west	-237	-3	-259	-237	86	false
west	-237	-2	-258	-237	86	false
west	-237	-1	-257	-237	86	false
west	-237	0	-256	-237	85	false
west	-237	1	-255	-237	85	false
west	-237	2	-254	-237	85	false
west	-237	3	-253	-237	86	false
west	-236	-3	-259	-236	87	false
west	-236	-2	-258	-236	87	false
west	-236	-1	-257	-236	86	false
west	-236	0	-256	-236	86	false
west	-236	1	-255	-236	86	false
west	-236	2	-254	-236	86	false
west	-236	3	-253	-236	86	false
west	-235	-3	-259	-235	87	false
west	-235	-2	-258	-235	87	false
west	-235	-1	-257	-235	87	false
west	-235	0	-256	-235	87	false
west	-235	1	-255	-235	87	false
west	-235	2	-254	-235	87	false
west	-235	3	-253	-235	87	false
west	-234	-3	-259	-234	87	false
west	-234	-2	-258	-234	87	false
west	-234	-1	-257	-234	87	false
west	-234	0	-256	-234	87	false
west	-234	1	-255	-234	87	false
west	-234	2	-254	-234	87	false
west	-234	3	-253	-234	87	false
west	-233	-3	-259	-233	87	false
west	-233	-2	-258	-233	87	false
west	-233	-1	-257	-233	87	false
west	-233	0	-256	-233	87	false
west	-233	1	-255	-233	87	false
