x	z	terrain_y	water
-288	-288	124	false
-284	-288	124	false
-280	-288	125	false
-276	-288	127	false
-272	-288	127	false
-268	-288	127	false
-264	-288	127	false
-260	-288	125	false
-256	-288	125	false
-252	-288	126	false
-248	-288	127	false
-244	-288	127	false
-240	-288	127	false
-236	-288	127	false
-232	-288	127	false
-228	-288	127	false
-224	-288	127	false
-220	-288	127	false
-216	-288	127	false
-212	-288	127	false
-208	-288	127	false
-204	-288	127	false
-200	-288	127	false
-196	-288	127	false
-192	-288	127	false
-188	-288	127	false
-184	-288	127	false
-180	-288	127	false
-176	-288	127	false
-172	-288	127	false
-168	-288	127	false
-164	-288	127	false
-160	-288	127	false
-156	-288	125	false
-152	-288	124	false
-148	-288	123	false
-144	-288	122	false
-140	-288	121	false
-136	-288	121	false
-132	-288	121	false
-128	-288	121	false
-124	-288	121	false
-120	-288	121	false
-116	-288	121	false
-112	-288	121	false
-108	-288	121	false
-104	-288	119	false
-100	-288	118	false
-96	-288	118	false
-92	-288	118	false
-88	-288	119	false
-84	-288	121	false
-80	-288	121	false
-76	-288	122	false
-72	-288	124	false
-68	-288	125	false
-64	-288	127	false
-60	-288	127	false
-56	-288	127	false
-52	-288	125	false
-48	-288	124	false
-44	-288	124	false
-40	-288	124	false
-36	-288	122	false
-32	-288	121	false
-28	-288	119	false
-24	-288	118	false
-20	-288	118	false
-16	-288	116	false
-12	-288	115	false
-8	-288	115	false
-4	-288	115	false
0	-288	115	false
4	-288	115	false
8	-288	115	false
12	-288	115	false
16	-288	115	false
20	-288	112	false
24	-288	112	false
28	-288	112	false
32	-288	112	false
36	-288	112	false
40	-288	112	false
44	-288	112	false
48	-288	112	false
52	-288	110	false
56	-288	109	false
60	-288	109	false
64	-288	107	false
68	-288	106	false
72	-288	106	false
76	-288	106	false
80	-288	105	false
84	-288	106	false
88	-288	106	false
92	-288	109	false
96	-288	109	false
100	-288	109	false
104	-288	109	false
108	-288	109	false
112	-288	109	false
116	-288	107	false
120	-288	106	false
124	-288	104	false
128	-288	103	false
132	-288	103	false
136	-288	103	false
140	-288	103	false
144	-288	103	false
148	-288	102	false
152	-288	103	false
156	-288	103	false
160	-288	103	false
164	-288	103	false
168	-288	102	false
172	-288	100	false
176	-288	100	false
180	-288	98	false
184	-288	96	false
188	-288	94	false
192	-288	92	false
196	-288	91	false
200	-288	91	false
204	-288	91	false
208	-288	91	false
212	-288	91	false
216	-288	91	false
220	-288	91	false
224	-288	91	false
228	-288	91	false
232	-288	91	false
236	-288	90	false
240	-288	89	false
244	-288	88	false
248	-288	87	false
252	-288	85	false
256	-288	85	false
260	-288	85	false
264	-288	85	false
268	-288	85	false
272	-288	85	false
276	-288	85	false
280	-288	85	false
284	-288	87	false
288	-288	88	false
-288	-284	123	false
-284	-284	124	false
-280	-284	125	false
-276	-284	127	false
-272	-284	127	false
-268	-284	127	false
-264	-284	127	false
-260	-284	125	false
-256	-284	124	false
-252	-284	124	false
-248	-284	125	false
-244	-284	126	false
-240	-284	127	false
-236	-284	127	false
-232	-284	127	false
-228	-284	127	false
-224	-284	127	false
-220	-284	127	false
-216	-284	127	false
-212	-284	127	false
-208	-284	127	false
-204	-284	127	false
-200	-284	127	false
-196	-284	127	false
-192	-284	127	false
-188	-284	127	false
-184	-284	127	false
-180	-284	127	false
-176	-284	127	false
-172	-284	127	false
-168	-284	127	false
-164	-284	127	false
-160	-284	125	false
-156	-284	125	false
-152	-284	124	false
-148	-284	122	false
-144	-284	121	false
-140	-284	121	false
-136	-284	121	false
-132	-284	121	false
-128	-284	121	false
-124	-284	121	false
-120	-284	121	false
-116	-284	121	false
-112	-284	121	false
-108	-284	121	false
-104	-284	119	false
-100	-284	118	false
-96	-284	118	false
-92	-284	118	false
-88	-284	119	false
-84	-284	121	false
-80	-284	121	false
-76	-284	122	false
-72	-284	124	false
-68	-284	124	false
-64	-284	127	false
-60	-284	127	false
-56	-284	126	false
-52	-284	124	false
-48	-284	124	false
-44	-284	124	false
-40	-284	124	false
-36	-284	122	false
-32	-284	121	false
-28	-284	119	false
-24	-284	118	false
-20	-284	118	false
-16	-284	115	false
-12	-284	115	false
-8	-284	115	false
-4	-284	115	false
0	-284	115	false
4	-284	115	false
8	-284	115	false
12	-284	115	false
16	-284	114	false
20	-284	112	false
24	-284	112	false
28	-284	112	false
32	-284	112	false
36	-284	112	false
40	-284	112	false
44	-284	112	false
48	-284	112	false
52	-284	110	false
56	-284	109	false
60	-284	109	false
64	-284	106	false
68	-284	106	false
72	-284	106	false
76	-284	106	false
80	-284	104	false
84	-284	106	false
88	-284	106	false
92	-284	109	false
96	-284	109	false
100	-284	109	false
104	-284	109	false
108	-284	109	false
112	-284	109	false
116	-284	107	false
