x	z	terrain_y	water
-288	-288	109	false
-284	-288	107	false
-280	-288	106	false
-276	-288	106	false
-272	-288	106	false
-268	-288	104	false
-264	-288	103	false
-260	-288	103	false
-256	-288	103	false
-252	-288	101	false
-248	-288	100	false
-244	-288	100	false
-240	-288	100	false
-236	-288	101	false
-232	-288	103	false
-228	-288	103	false
-224	-288	103	false
-220	-288	103	false
-216	-288	103	false
-212	-288	103	false
-208	-288	103	false
-204	-288	102	false
-200	-288	101	false
-196	-288	100	false
-192	-288	100	false
-188	-288	100	false
-184	-288	100	false
-180	-288	100	false
-176	-288	100	false
-172	-288	100	false
-168	-288	100	false
-164	-288	100	false
-160	-288	100	false
-156	-288	100	false
-152	-288	102	false
-148	-288	103	false
-144	-288	103	false
-140	-288	103	false
-136	-288	103	false
-132	-288	103	false
-128	-288	103	false
-124	-288	103	false
-120	-288	103	false
-116	-288	103	false
-112	-288	104	false
-108	-288	106	false
-104	-288	106	false
-100	-288	107	false
-96	-288	109	false
-92	-288	109	false
-88	-288	109	false
-84	-288	109	false
-80	-288	107	false
-76	-288	106	false
-72	-288	104	false
-68	-288	102	false
-64	-288	100	false
-60	-288	100	false
-56	-288	100	false
-52	-288	100	false
-48	-288	100	false
-44	-288	100	false
-40	-288	100	false
-36	-288	100	false
-32	-288	100	false
-28	-288	100	false
-24	-288	100	false
-20	-288	100	false
-16	-288	100	false
-12	-288	100	false
-8	-288	100	false
-4	-288	100	false
0	-288	100	false
4	-288	100	false
8	-288	100	false
12	-288	100	false
16	-288	100	false
20	-288	100	false
24	-288	100	false
28	-288	100	false
32	-288	101	false
36	-288	100	false
40	-288	100	false
44	-288	100	false
48	-288	102	false
52	-288	103	false
56	-288	102	false
60	-288	101	false
64	-288	103	false
68	-288	103	false
72	-288	103	false
76	-288	101	false
80	-288	100	false
84	-288	102	false
88	-288	103	false
92	-288	103	false
96	-288	103	false
100	-288	103	false
104	-288	101	false
108	-288	100	false
112	-288	100	false
116	-288	98	false
120	-288	97	false
124	-288	94	false
128	-288	92	false
132	-288	91	false
136	-288	91	false
140	-288	91	false
144	-288	91	false
148	-288	91	false
152	-288	91	false
156	-288	91	false
160	-288	91	false
164	-288	91	false
168	-288	89	false
172	-288	88	false
176	-288	88	false
180	-288	88	false
184	-288	88	false
188	-288	86	false
192	-288	85	false
196	-288	85	false
200	-288	85	false
204	-288	85	false
208	-288	85	false
212	-288	85	false
216	-288	85	false
220	-288	85	false
224	-288	86	false
228	-288	88	false
232	-288	88	false
236	-288	88	false
240	-288	88	false
244	-288	88	false
248	-288	89	false
252	-288	91	false
256	-288	91	false
260	-288	91	false
264	-288	91	false
268	-288	89	false
272	-288	89	false
276	-288	88	false
280	-288	87	false
284	-288	85	false
288	-288	84	false
-288	-284	109	false
-284	-284	109	false
-280	-284	107	false
-276	-284	106	false
-272	-284	106	false
-268	-284	104	false
-264	-284	103	false
-260	-284	103	false
-256	-284	103	false
-252	-284	101	false
-248	-284	100	false
-244	-284	100	false
-240	-284	100	false
-236	-284	102	false
-232	-284	103	false
-228	-284	103	false
-224	-284	103	false
-220	-284	103	false
-216	-284	103	false
-212	-284	103	false
-208	-284	103	false
-204	-284	103	false
-200	-284	102	false
-196	-284	100	false
-192	-284	100	false
-188	-284	100	false
-184	-284	100	false
-180	-284	100	false
-176	-284	100	false
-172	-284	100	false
-168	-284	100	false
-164	-284	100	false
-160	-284	100	false
-156	-284	100	false
-152	-284	102	false
-148	-284	103	false
-144	-284	103	false
-140	-284	103	false
-136	-284	103	false
-132	-284	103	false
-128	-284	103	false
-124	-284	103	false
-120	-284	103	false
-116	-284	103	false
-112	-284	103	false
-108	-284	106	false
-104	-284	106	false
-100	-284	108	false
-96	-284	109	false
-92	-284	109	false
-88	-284	109	false
-84	-284	109	false
-80	-284	107	false
-76	-284	106	false
-72	-284	104	false
-68	-284	102	false
-64	-284	101	false
-60	-284	100	false
-56	-284	100	false
-52	-284	100	false
-48	-284	100	false
-44	-284	100	false
-40	-284	100	false
-36	-284	100	false
-32	-284	100	false
-28	-284	100	false
-24	-284	100	false
-20	-284	100	false
-16	-284	100	false
-12	-284	100	false
-8	-284	100	false
-4	-284	100	false
0	-284	100	false
4	-284	100	false
8	-284	100	false
12	-284	100	false
16	-284	100	false
20	-284	100	false
24	-284	100	false
28	-284	100	false
32	-284	101	false
36	-284	100	false
40	-284	101	false
44	-284	101	false
48	-284	100	false
52	-284	103	false
56	-284	103	false
60	-284	103	false
64	-284	103	false
68	-284	103	false
72	-284	103	false
76	-284	103	false
80	-284	101	false
84	-284	102	false
88	-284	103	false
92	-284	103	false
96	-284	103	false
100	-284	103	false
104	-284	103	false
108	-284	100	false
112	-284	100	false
116	-284	98	false
120	-284	97	false
124	-284	94	false
128	-284	94	false
132	-284	92	false
136	-284	91	false
140	-284	91	false
144	-284	91	false
148	-284	91	false
152	-284	91	false
156	-284	91	false
160	-284	91	false
164	-284	91	false
168	-284	90	false
172	-284	89	false
176	-284	88	false
180	-284	88	false
184	-284	88	false
188	-284	88	false
192	-284	86	false
196	-284	86	false
200	-284	85	false
204	-284	85	false
208	-284	85	false
212	-284	85	false
216	-284	85	false
220	-284	85	false
224	-284	85	false
228	-284	88	false
232	-284	88	false
236	-284	88	false
240	-284	88	false
244	-284	90	false
248	-284	89	false
252	-284	91	false
256	-284	91	false
260	-284	91	false
264	-284	91	false
268	-284	91	false
272	-284	90	false
276	-284	88	false
280	-284	87	false
284	-284	85	false
288	-284	84	false
-288	-280	107	false
-284	-280	107	false
-280	-280	107	false
-276	-280	106	false
-272	-280	106	false
-268	-280	104	false
-264	-280	103	false
-260	-280	103	false
-256	-280	102	false
-252	-280	101	false
-248	-280	100	false
-244	-280	100	false
-240	-280	100	false
-236	-280	101	false
-232	-280	103	false
-228	-280	103	false
-224	-280	103	false
-220	-280	103	false
-216	-280	103	false
-212	-280	103	false
-208	-280	103	false
-204	-280	103	false
-200	-280	102	false
-196	-280	100	false
-192	-280	100	false
-188	-280	100	false
-184	-280	100	false
-180	-280	100	false
-176	-280	100	false
-172	-280	100	false
-168	-280	100	false
-164	-280	100	false
-160	-280	101	false
-156	-280	101	false
-152	-280	102	false
-148	-280	103	false
-144	-280	103	false
-140	-280	103	false
-136	-280	103	false
-132	-280	103	false
-128	-280	103	false
-124	-280	103	false
-120	-280	103	false
-116	-280	103	false
-112	-280	104	false
-108	-280	106	false
-104	-280	106	false
-100	-280	108	false
-96	-280	109	false
-92	-280	109	false
-88	-280	109	false
-84	-280	109	false
-80	-280	108	false
-76	-280	106	false
-72	-280	104	false
-68	-280	103	false
-64	-280	102	false
-60	-280	100	false
