x	z	terrain_y	water
-288	-288	108	false
-284	-288	108	false
-280	-288	110	false
-276	-288	111	false
-272	-288	111	false
-268	-288	111	false
-264	-288	111	false
-260	-288	111	false
-256	-288	111	false
-252	-288	111	false
-248	-288	111	false
-244	-288	111	false
-240	-288	109	false
-236	-288	108	false
-232	-288	108	false
-228	-288	106	false
-224	-288	105	false
-220	-288	103	false
-216	-288	102	false
-212	-288	102	false
-208	-288	102	false
-204	-288	102	false
-200	-288	103	false
-196	-288	103	false
-192	-288	105	false
-188	-288	105	false
-184	-288	105	false
-180	-288	105	false
-176	-288	105	false
-172	-288	103	false
-168	-288	102	false
-164	-288	102	false
-160	-288	102	false
-156	-288	102	false
-152	-288	102	false
-148	-288	102	false
-144	-288	102	false
-140	-288	102	false
-136	-288	103	false
-132	-288	105	false
-128	-288	105	false
-124	-288	105	false
-120	-288	105	false
-116	-288	105	false
-112	-288	105	false
-108	-288	105	false
-104	-288	105	false
-100	-288	105	false
-96	-288	103	false
-92	-288	102	false
-88	-288	102	false
-84	-288	102	false
-80	-288	102	false
-76	-288	102	false
-72	-288	102	false
-68	-288	102	false
-64	-288	102	false
-60	-288	102	false
-56	-288	102	false
-52	-288	102	false
-48	-288	102	false
-44	-288	102	false
-40	-288	102	false
-36	-288	102	false
-32	-288	102	false
-28	-288	102	false
-24	-288	102	false
-20	-288	102	false
-16	-288	102	false
-12	-288	102	false
-8	-288	102	false
-4	-288	102	false
0	-288	102	false
4	-288	102	false
8	-288	102	false
12	-288	102	false
16	-288	102	false
20	-288	102	false
24	-288	103	false
28	-288	105	false
32	-288	105	false
36	-288	105	false
40	-288	106	false
44	-288	108	false
48	-288	108	false
52	-288	109	false
56	-288	111	false
60	-288	113	false
64	-288	114	false
68	-288	114	false
72	-288	114	false
76	-288	116	false
80	-288	114	false
84	-288	114	false
88	-288	112	false
92	-288	111	false
96	-288	111	false
100	-288	111	false
104	-288	111	false
108	-288	111	false
112	-288	112	false
116	-288	114	false
120	-288	115	false
124	-288	117	false
128	-288	119	false
132	-288	120	false
136	-288	120	false
140	-288	120	false
144	-288	120	false
148	-288	120	false
152	-288	118	false
156	-288	117	false
160	-288	117	false
164	-288	117	false
168	-288	117	false
172	-288	117	false
176	-288	117	false
180	-288	117	false
184	-288	120	false
188	-288	120	false
192	-288	120	false
196	-288	121	false
200	-288	123	false
204	-288	123	false
208	-288	123	false
212	-288	123	false
216	-288	123	false
220	-288	123	false
224	-288	123	false
228	-288	123	false
232	-288	123	false
236	-288	123	false
240	-288	123	false
244	-288	123	false
248	-288	121	false
252	-288	120	false
256	-288	120	false
260	-288	120	false
264	-288	120	false
268	-288	120	false
272	-288	120	false
276	-288	119	false
280	-288	117	false
284	-288	117	false
288	-288	114	false
-288	-284	108	false
-284	-284	108	false
-280	-284	110	false
-276	-284	111	false
-272	-284	111	false
-268	-284	111	false
-264	-284	111	false
-260	-284	111	false
-256	-284	111	false
-252	-284	111	false
-248	-284	111	false
-244	-284	111	false
-240	-284	109	false
-236	-284	108	false
-232	-284	108	false
-228	-284	106	false
-224	-284	105	false
-220	-284	103	false
-216	-284	102	false
-212	-284	102	false
-208	-284	102	false
-204	-284	102	false
-200	-284	103	false
-196	-284	103	false
-192	-284	105	false
-188	-284	105	false
-184	-284	105	false
-180	-284	105	false
-176	-284	105	false
-172	-284	103	false
-168	-284	102	false
-164	-284	102	false
-160	-284	102	false
-156	-284	102	false
-152	-284	102	false
-148	-284	102	false
-144	-284	102	false
-140	-284	102	false
-136	-284	103	false
-132	-284	105	false
-128	-284	105	false
-124	-284	105	false
-120	-284	105	false
-116	-284	105	false
-112	-284	105	false
-108	-284	105	false
-104	-284	105	false
-100	-284	105	false
-96	-284	103	false
-92	-284	102	false
-88	-284	102	false
-84	-284	102	false
-80	-284	102	false
-76	-284	102	false
-72	-284	102	false
-68	-284	102	false
-64	-284	102	false
-60	-284	102	false
-56	-284	102	false
-52	-284	102	false
-48	-284	102	false
-44	-284	102	false
-40	-284	102	false
-36	-284	102	false
-32	-284	102	false
-28	-284	102	false
-24	-284	102	false
-20	-284	102	false
-16	-284	102	false
-12	-284	102	false
-8	-284	102	false
-4	-284	102	false
0	-284	102	false
4	-284	102	false
8	-284	102	false
12	-284	102	false
16	-284	102	false
20	-284	102	false
24	-284	103	false
28	-284	105	false
32	-284	105	false
36	-284	105	false
40	-284	105	false
44	-284	107	false
48	-284	108	false
52	-284	109	false
56	-284	111	false
60	-284	112	false
64	-284	114	false
68	-284	114	false
72	-284	114	false
76	-284	115	false
80	-284	114	false
84	-284	114	false
88	-284	112	false
92	-284	111	false
96	-284	111	false
100	-284	111	false
104	-284	111	false
108	-284	111	false
112	-284	112	false
116	-284	114	false
