x	z	terrain_y	water
-288	-288	84	false
-284	-288	84	false
-280	-288	84	false
-276	-288	84	false
-272	-288	84	false
-268	-288	84	false
-264	-288	84	false
-260	-288	84	false
-256	-288	84	false
-252	-288	84	false
-248	-288	84	false
-244	-288	84	false
-240	-288	84	false
-236	-288	84	false
-232	-288	84	false
-228	-288	84	false
-224	-288	84	false
-220	-288	84	false
-216	-288	84	false
-212	-288	84	false
-208	-288	84	false
-204	-288	84	false
-200	-288	84	false
-196	-288	84	false
-192	-288	83	false
-188	-288	82	false
-184	-288	82	false
-180	-288	82	false
-176	-288	82	false
-172	-288	83	false
-168	-288	84	false
-164	-288	84	false
-160	-288	84	false
-156	-288	83	false
-152	-288	82	false
-148	-288	81	false
-144	-288	81	false
-140	-288	81	false
-136	-288	81	false
-132	-288	81	false
-128	-288	82	false
-124	-288	82	false
-120	-288	82	false
-116	-288	83	false
-112	-288	84	false
-108	-288	84	false
-104	-288	84	false
-100	-288	84	false
-96	-288	84	false
-92	-288	85	false
-88	-288	87	false
-84	-288	87	false
-80	-288	88	false
-76	-288	90	false
-72	-288	90	false
-68	-288	90	false
-64	-288	90	false
-60	-288	90	false
-56	-288	90	false
-52	-288	90	false
-48	-288	90	false
-44	-288	90	false
-40	-288	90	false
-36	-288	90	false
-32	-288	90	false
-28	-288	90	false
-24	-288	90	false
-20	-288	90	false
-16	-288	88	false
-12	-288	87	false
-8	-288	86	false
-4	-288	86	false
0	-288	84	false
4	-288	84	false
8	-288	84	false
12	-288	84	false
16	-288	84	false
20	-288	86	false
24	-288	87	false
28	-288	89	false
32	-288	90	false
36	-288	90	false
40	-288	90	false
44	-288	90	false
48	-288	93	false
52	-288	93	false
56	-288	93	false
60	-288	93	false
64	-288	93	false
68	-288	93	false
72	-288	93	false
76	-288	93	false
80	-288	93	false
84	-288	93	false
88	-288	93	false
92	-288	93	false
96	-288	93	false
100	-288	93	false
104	-288	93	false
108	-288	93	false
112	-288	93	false
116	-288	91	false
120	-288	90	false
124	-288	90	false
128	-288	90	false
132	-288	90	false
136	-288	90	false
140	-288	90	false
144	-288	90	false
148	-288	90	false
152	-288	90	false
156	-288	90	false
160	-288	90	false
164	-288	90	false
168	-288	90	false
172	-288	91	false
176	-288	93	false
180	-288	93	false
184	-288	95	false
188	-288	96	false
192	-288	97	false
196	-288	99	false
200	-288	99	false
204	-288	99	false
208	-288	99	false
212	-288	97	false
216	-288	96	false
220	-288	96	false
224	-288	96	false
228	-288	94	false
232	-288	93	false
236	-288	93	false
240	-288	93	false
244	-288	93	false
248	-288	93	false
252	-288	93	false
256	-288	93	false
260	-288	93	false
264	-288	93	false
268	-288	93	false
272	-288	94	false
276	-288	96	false
280	-288	97	false
284	-288	99	false
288	-288	99	false
-288	-284	84	false
-284	-284	84	false
-280	-284	84	false
-276	-284	84	false
-272	-284	84	false
-268	-284	83	false
-264	-284	84	false
-260	-284	84	false
-256	-284	84	false
-252	-284	84	false
-248	-284	84	false
-244	-284	84	false
-240	-284	84	false
-236	-284	84	false
-232	-284	84	false
-228	-284	84	false
-224	-284	84	false
-220	-284	84	false
-216	-284	84	false
-212	-284	84	false
-208	-284	84	false
-204	-284	84	false
-200	-284	84	false
-196	-284	84	false
-192	-284	82	false
-188	-284	81	false
-184	-284	81	false
-180	-284	81	false
-176	-284	81	false
-172	-284	82	false
-168	-284	84	false
-164	-284	84	false
-160	-284	84	false
-156	-284	82	false
-152	-284	81	false
-148	-284	81	false
-144	-284	81	false
-140	-284	81	false
-136	-284	81	false
-132	-284	81	false
-128	-284	81	false
-124	-284	81	false
-120	-284	81	false
-116	-284	82	false
-112	-284	84	false
-108	-284	84	false
-104	-284	84	false
-100	-284	84	false
-96	-284	84	false
-92	-284	85	false
-88	-284	87	false
-84	-284	87	false
-80	-284	89	false
-76	-284	90	false
-72	-284	90	false
-68	-284	90	false
-64	-284	90	false
-60	-284	90	false
-56	-284	90	false
-52	-284	90	false
-48	-284	90	false
-44	-284	90	false
-40	-284	90	false
-36	-284	90	false
-32	-284	90	false
-28	-284	90	false
-24	-284	90	false
-20	-284	90	false
-16	-284	88	false
-12	-284	87	false
-8	-284	86	false
-4	-284	86	false
0	-284	84	false
4	-284	84	false
8	-284	84	false
12	-284	84	false
16	-284	84	false
20	-284	87	false
24	-284	87	false
28	-284	89	false
32	-284	90	false
36	-284	90	false
40	-284	90	false
44	-284	90	false
48	-284	90	false
52	-284	93	false
56	-284	93	false
60	-284	93	false
64	-284	93	false
68	-284	93	false
72	-284	93	false
76	-284	93	false
80	-284	93	false
84	-284	93	false
88	-284	93	false
92	-284	93	false
96	-284	93	false
100	-284	93	false
104	-284	93	false
108	-284	93	false
112	-284	93	false
116	-284	91	false
120	-284	90	false
124	-284	90	false
128	-284	90	false
132	-284	90	false
136	-284	90	false
140	-284	90	false
144	-284	90	false
