line	p	lane	x	z	terrain_y	water
west	-264	-3	-259	-264	99	false
west	-264	-2	-258	-264	99	false
west	-264	-1	-257	-264	98	false
west	-264	0	-256	-264	98	false
west	-264	1	-255	-264	98	false
west	-264	2	-254	-264	98	false
west	-264	3	-253	-264	98	false
west	-263	-3	-259	-263	98	false
west	-263	-2	-258	-263	98	false
west	-263	-1	-257	-263	98	false
west	-263	0	-256	-263	98	false
west	-263	1	-255	-263	98	false
west	-263	2	-254	-263	98	false
west	-263	3	-253	-263	98	false
west	-262	-3	-259	-262	98	false
west	-262	-2	-258	-262	98	false
west	-262	-1	-257	-262	98	false
west	-262	0	-256	-262	98	false
west	-262	1	-255	-262	97	false
west	-262	2	-254	-262	98	false
west	-262	3	-253	-262	98	false
west	-261	-3	-259	-261	98	false
west	-261	-2	-258	-261	98	false
west	-261	-1	-257	-261	97	false
west	-261	0	-256	-261	97	false
west	-261	1	-255	-261	97	false
west	-261	2	-254	-261	98	false
west	-261	3	-253	-261	98	false
west	-260	-3	-259	-260	98	false
west	-260	-2	-258	-260	97	false
west	-260	-1	-257	-260	97	false
west	-260	0	-256	-260	97	false
west	-260	1	-255	-260	97	false
west	-260	2	-254	-260	97	false
west	-260	3	-253	-260	97	false
west	-259	-3	-259	-259	98	false
west	-259	-2	-258	-259	97	false
west	-259	-1	-257	-259	97	false
west	-259	0	-256	-259	97	false
west	-259	1	-255	-259	97	false
west	-259	2	-254	-259	97	false
west	-259	3	-253	-259	97	false
west	-258	-3	-259	-258	97	false
west	-258	-2	-258	-258	97	false
west	-258	-1	-257	-258	97	false
west	-258	0	-256	-258	97	false
west	-258	1	-255	-258	97	false
west	-258	2	-254	-258	97	false
west	-258	3	-253	-258	97	false
west	-257	-3	-259	-257	97	false
west	-257	-2	-258	-257	97	false
west	-257	-1	-257	-257	97	false
west	-257	0	-256	-257	97	false
west	-257	1	-255	-257	97	false
west	-257	2	-254	-257	97	false
west	-257	3	-253	-257	97	false
west	-256	-3	-259	-256	97	false
west	-256	-2	-258	-256	97	false
west	-256	-1	-257	-256	97	false
west	-256	0	-256	-256	97	false
west	-256	1	-255	-256	97	false
west	-256	2	-254	-256	97	false
west	-256	3	-253	-256	97	false
west	-255	-3	-259	-255	97	false
west	-255	-2	-258	-255	97	false
west	-255	-1	-257	-255	97	false
west	-255	0	-256	-255	97	false
west	-255	1	-255	-255	97	false
west	-255	2	-254	-255	97	false
west	-255	3	-253	-255	97	false
west	-254	-3	-259	-254	97	false
west	-254	-2	-258	-254	97	false
west	-254	-1	-257	-254	97	false
west	-254	0	-256	-254	97	false
west	-254	1	-255	-254	97	false
west	-254	2	-254	-254	97	false
west	-254	3	-253	-254	97	false
west	-253	-3	-259	-253	97	false
west	-253	-2	-258	-253	97	false
west	-253	-1	-257	-253	97	false
west	-253	0	-256	-253	97	false
west	-253	1	-255	-253	97	false
west	-253	2	-254	-253	97	false
west	-253	3	-253	-253	97	false
west	-252	-3	-259	-252	97	false
west	-252	-2	-258	-252	97	false
west	-252	-1	-257	-252	97	false
west	-252	0	-256	-252	97	false
west	-252	1	-255	-252	97	false
west	-252	2	-254	-252	97	false
west	-252	3	-253	-252	97	false
west	-251	-3	-259	-251	97	false
west	-251	-2	-258	-251	97	false
west	-251	-1	-257	-251	97	false
west	-251	0	-256	-251	97	false
west	-251	1	-255	-251	97	false
west	-251	2	-254	-251	97	false
west	-251	3	-253	-251	97	false
west	-250	-3	-259	-250	97	false
west	-250	-2	-258	-250	97	false
west	-250	-1	-257	-250	97	false
west	-250	0	-256	-250	97	false
west	-250	1	-255	-250	97	false
west	-250	2	-254	-250	97	false
west	-250	3	-253	-250	97	false
west	-249	-3	-259	-249	97	false
west	-249	-2	-258	-249	97	false
west	-249	-1	-257	-249	97	false
west	-249	0	-256	-249	97	false
west	-249	1	-255	-249	97	false
west	-249	2	-254	-249	97	false
west	-249	3	-253	-249	97	false
west	-248	-3	-259	-248	97	false
west	-248	-2	-258	-248	97	false
west	-248	-1	-257	-248	97	false
west	-248	0	-256	-248	97	false
west	-248	1	-255	-248	97	false
west	-248	2	-254	-248	97	false
west	-248	3	-253	-248	97	false
west	-247	-3	-259	-247	97	false
west	-247	-2	-258	-247	97	false
west	-247	-1	-257	-247	97	false
west	-247	0	-256	-247	97	false
west	-247	1	-255	-247	97	false
west	-247	2	-254	-247	97	false
west	-247	3	-253	-247	97	false
west	-246	-3	-259	-246	97	false
west	-246	-2	-258	-246	97	false
west	-246	-1	-257	-246	97	false
west	-246	0	-256	-246	97	false
west	-246	1	-255	-246	97	false
west	-246	2	-254	-246	97	false
west	-246	3	-253	-246	97	false
west	-245	-3	-259	-245	97	false
west	-245	-2	-258	-245	97	false
west	-245	-1	-257	-245	97	false
west	-245	0	-256	-245	97	false
west	-245	1	-255	-245	97	false
west	-245	2	-254	-245	97	false
west	-245	3	-253	-245	98	false
west	-244	-3	-259	-244	97	false
west	-244	-2	-258	-244	97	false
west	-244	-1	-257	-244	97	false
west	-244	0	-256	-244	97	false
west	-244	1	-255	-244	97	false
west	-244	2	-254	-244	97	false
west	-244	3	-253	-244	98	false
west	-243	-3	-259	-243	97	false
west	-243	-2	-258	-243	97	false
west	-243	-1	-257	-243	97	false
west	-243	0	-256	-243	97	false
west	-243	1	-255	-243	97	false
west	-243	2	-254	-243	97	false
west	-243	3	-253	-243	98	false
west	-242	-3	-259	-242	97	false
