line	p	lane	x	z	terrain_y	water
west	-264	-3	-259	-264	107	false
west	-264	-2	-258	-264	107	false
west	-264	-1	-257	-264	107	false
west	-264	0	-256	-264	107	false
west	-264	1	-255	-264	107	false
west	-264	2	-254	-264	107	false
west	-264	3	-253	-264	107	false
west	-263	-3	-259	-263	107	false
west	-263	-2	-258	-263	107	false
west	-263	-1	-257	-263	107	false
west	-263	0	-256	-263	107	false
west	-263	1	-255	-263	107	false
west	-263	2	-254	-263	107	false
west	-263	3	-253	-263	107	false
west	-262	-3	-259	-262	107	false
west	-262	-2	-258	-262	107	false
west	-262	-1	-257	-262	107	false
west	-262	0	-256	-262	107	false
west	-262	1	-255	-262	107	false
west	-262	2	-254	-262	107	false
west	-262	3	-253	-262	107	false
west	-261	-3	-259	-261	107	false
west	-261	-2	-258	-261	107	false
west	-261	-1	-257	-261	107	false
west	-261	0	-256	-261	107	false
west	-261	1	-255	-261	107	false
west	-261	2	-254	-261	107	false
west	-261	3	-253	-261	107	false
west	-260	-3	-259	-260	107	false
west	-260	-2	-258	-260	107	false
west	-260	-1	-257	-260	107	false
west	-260	0	-256	-260	107	false
west	-260	1	-255	-260	107	false
west	-260	2	-254	-260	107	false
west	-260	3	-253	-260	107	false
west	-259	-3	-259	-259	107	false
west	-259	-2	-258	-259	107	false
west	-259	-1	-257	-259	107	false
west	-259	0	-256	-259	107	false
west	-259	1	-255	-259	107	false
west	-259	2	-254	-259	107	false
west	-259	3	-253	-259	107	false
west	-258	-3	-259	-258	107	false
west	-258	-2	-258	-258	107	false
west	-258	-1	-257	-258	107	false
west	-258	0	-256	-258	107	false
west	-258	1	-255	-258	107	false
west	-258	2	-254	-258	107	false
west	-258	3	-253	-258	107	false
west	-257	-3	-259	-257	106	false
west	-257	-2	-258	-257	107	false
west	-257	-1	-257	-257	107	false
west	-257	0	-256	-257	107	false
west	-257	1	-255	-257	107	false
west	-257	2	-254	-257	107	false
west	-257	3	-253	-257	107	false
west	-256	-3	-259	-256	106	false
west	-256	-2	-258	-256	107	false
west	-256	-1	-257	-256	107	false
west	-256	0	-256	-256	107	false
west	-256	1	-255	-256	107	false
west	-256	2	-254	-256	107	false
west	-256	3	-253	-256	107	false
west	-255	-3	-259	-255	106	false
west	-255	-2	-258	-255	106	false
west	-255	-1	-257	-255	107	false
west	-255	0	-256	-255	107	false
west	-255	1	-255	-255	107	false
west	-255	2	-254	-255	107	false
west	-255	3	-253	-255	107	false
west	-254	-3	-259	-254	105	false
west	-254	-2	-258	-254	106	false
west	-254	-1	-257	-254	107	false
west	-254	0	-256	-254	107	false
west	-254	1	-255	-254	107	false
west	-254	2	-254	-254	107	false
west	-254	3	-253	-254	107	false
west	-253	-3	-259	-253	105	false
west	-253	-2	-258	-253	106	false
west	-253	-1	-257	-253	107	false
west	-253	0	-256	-253	107	false
west	-253	1	-255	-253	107	false
west	-253	2	-254	-253	107	false
west	-253	3	-253	-253	107	false
west	-252	-3	-259	-252	105	false
west	-252	-2	-258	-252	106	false
west	-252	-1	-257	-252	106	false
west	-252	0	-256	-252	107	false
west	-252	1	-255	-252	107	false
west	-252	2	-254	-252	107	false
west	-252	3	-253	-252	107	false
west	-251	-3	-259	-251	105	false
west	-251	-2	-258	-251	105	false
west	-251	-1	-257	-251	106	false
west	-251	0	-256	-251	107	false
west	-251	1	-255	-251	107	false
west	-251	2	-254	-251	107	false
west	-251	3	-253	-251	107	false
west	-250	-3	-259	-250	105	false
west	-250	-2	-258	-250	105	false
west	-250	-1	-257	-250	106	false
west	-250	0	-256	-250	107	false
west	-250	1	-255	-250	107	false
west	-250	2	-254	-250	107	false
west	-250	3	-253	-250	107	false
west	-249	-3	-259	-249	105	false
west	-249	-2	-258	-249	105	false
west	-249	-1	-257	-249	106	false
west	-249	0	-256	-249	106	false
west	-249	1	-255	-249	107	false
west	-249	2	-254	-249	107	false
west	-249	3	-253	-249	107	false
west	-248	-3	-259	-248	105	false
west	-248	-2	-258	-248	105	false
west	-248	-1	-257	-248	105	false
west	-248	0	-256	-248	106	false
west	-248	1	-255	-248	107	false
west	-248	2	-254	-248	107	false
west	-248	3	-253	-248	107	false
west	-247	-3	-259	-247	105	false
west	-247	-2	-258	-247	105	false
west	-247	-1	-257	-247	105	false
west	-247	0	-256	-247	106	false
west	-247	1	-255	-247	107	false
west	-247	2	-254	-247	107	false
west	-247	3	-253	-247	107	false
west	-246	-3	-259	-246	104	false
west	-246	-2	-258	-246	105	false
west	-246	-1	-257	-246	105	false
west	-246	0	-256	-246	106	false
west	-246	1	-255	-246	107	false
west	-246	2	-254	-246	107	false
west	-246	3	-253	-246	107	false
west	-245	-3	-259	-245	104	false
west	-245	-2	-258	-245	105	false
west	-245	-1	-257	-245	105	false
west	-245	0	-256	-245	106	false
west	-245	1	-255	-245	106	false
west	-245	2	-254	-245	107	false
west	-245	3	-253	-245	107	false
west	-244	-3	-259	-244	104	false
west	-244	-2	-258	-244	105	false
west	-244	-1	-257	-244	105	false
west	-244	0	-256	-244	105	false
west	-244	1	-255	-244	106	false
west	-244	2	-254	-244	107	false
west	-244	3	-253	-244	107	false
west	-243	-3	-259	-243	104	false
west	-243	-2	-258	-243	105	false
west	-243	-1	-257	-243	105	false
west	-243	0	-256	-243	105	false
west	-243	1	-255	-243	106	false
west	-243	2	-254	-243	107	false
west	-243	3	-253	-243	107	false
west	-242	-3	-259	-242	104	false
west	-242	-2	-258	-242	104	false
west	-242	-1	-257	-242	105	false
west	-242	0	-256	-242	105	false
west	-242	1	-255	-242	106	false
west	-242	2	-254	-242	107	false
west	-242	3	-253	-242	107	false
west	-241	-3	-259	-241	104	false
west	-241	-2	-258	-241	104	false
west	-241	-1	-257	-241	105	false
west	-241	0	-256	-241	105	false
west	-241	1	-255	-241	106	false
west	-241	2	-254	-241	106	false
west	-241	3	-253	-241	106	false
west	-240	-3	-259	-240	104	false
west	-240	-2	-258	-240	104	false
west	-240	-1	-257	-240	105	false
west	-240	0	-256	-240	105	false
west	-240	1	-255	-240	105	false
west	-240	2	-254	-240	105	false
west	-240	3	-253	-240	105	false
west	-239	-3	-259	-239	104	false
west	-239	-2	-258	-239	104	false
west	-239	-1	-257	-239	105	false
west	-239	0	-256	-239	105	false
west	-239	1	-255	-239	105	false
west	-239	2	-254	-239	105	false
west	-239	3	-253	-239	105	false
west	-238	-3	-259	-238	104	false
west	-238	-2	-258	-238	104	false
west	-238	-1	-257	-238	104	false
west	-238	0	-256	-238	104	false
west	-238	1	-255	-238	104	false
west	-238	2	-254	-238	104	false
west	-238	3	-253	-238	105	false
west	-237	-3	-259	-237	104	false
west	-237	-2	-258	-237	104	false
west	-237	-1	-257	-237	104	false
west	-237	0	-256	-237	104	false
west	-237	1	-255	-237	104	false
west	-237	2	-254	-237	104	false
west	-237	3	-253	-237	104	false
west	-236	-3	-259	-236	104	false
west	-236	-2	-258	-236	104	false
west	-236	-1	-257	-236	104	false
west	-236	0	-256	-236	104	false
west	-236	1	-255	-236	104	false
west	-236	2	-254	-236	104	false
west	-236	3	-253	-236	104	false
