x	z	terrain_y	water
-288	-288	93	false
-284	-288	93	false
-280	-288	91	false
-276	-288	90	false
-272	-288	90	false
-268	-288	88	false
-264	-288	87	false
-260	-288	87	false
-256	-288	87	false
-252	-288	87	false
-248	-288	87	false
-244	-288	87	false
-240	-288	87	false
-236	-288	87	false
-232	-288	87	false
-228	-288	90	false
-224	-288	90	false
-220	-288	91	false
-216	-288	93	false
-212	-288	93	false
-208	-288	93	false
-204	-288	96	false
-200	-288	96	false
-196	-288	96	false
-192	-288	96	false
-188	-288	97	false
-184	-288	97	false
-180	-288	97	false
-176	-288	96	false
-172	-288	96	false
-168	-288	96	false
-164	-288	96	false
-160	-288	93	false
-156	-288	93	false
-152	-288	91	false
-148	-288	91	false
-144	-288	91	false
-140	-288	91	false
-136	-288	93	false
-132	-288	93	false
-128	-288	93	false
-124	-288	93	false
-120	-288	93	false
-116	-288	93	false
-112	-288	93	false
-108	-288	93	false
-104	-288	93	false
-100	-288	93	false
-96	-288	93	false
-92	-288	93	false
-88	-288	93	false
-84	-288	93	false
-80	-288	93	false
-76	-288	91	false
-72	-288	90	false
-68	-288	90	false
-64	-288	90	false
-60	-288	90	false
-56	-288	90	false
-52	-288	90	false
-48	-288	90	false
-44	-288	91	false
-40	-288	94	false
-36	-288	96	false
-32	-288	98	false
-28	-288	99	false
-24	-288	100	false
-20	-288	102	false
-16	-288	102	false
-12	-288	103	false
-8	-288	105	false
-4	-288	105	false
0	-288	105	false
4	-288	105	false
8	-288	105	false
12	-288	105	false
16	-288	105	false
20	-288	105	false
24	-288	105	false
28	-288	105	false
32	-288	105	false
36	-288	105	false
40	-288	105	false
44	-288	105	false
48	-288	105	false
52	-288	103	false
56	-288	102	false
60	-288	102	false
64	-288	102	false
68	-288	100	false
72	-288	99	false
76	-288	102	false
80	-288	102	false
84	-288	102	false
88	-288	100	false
92	-288	102	false
96	-288	102	false
100	-288	102	false
104	-288	102	false
108	-288	102	false
112	-288	102	false
116	-288	102	false
120	-288	102	false
124	-288	104	false
128	-288	105	false
132	-288	105	false
136	-288	105	false
140	-288	105	false
144	-288	105	false
148	-288	105	false
152	-288	106	false
156	-288	108	false
160	-288	108	false
164	-288	108	false
168	-288	108	false
172	-288	108	false
176	-288	108	false
180	-288	108	false
184	-288	108	false
188	-288	108	false
192	-288	108	false
196	-288	108	false
200	-288	108	false
204	-288	108	false
208	-288	108	false
212	-288	108	false
216	-288	108	false
220	-288	109	false
224	-288	111	false
228	-288	111	false
232	-288	109	false
236	-288	110	false
240	-288	108	false
244	-288	108	false
248	-288	106	false
252	-288	105	false
256	-288	105	false
260	-288	105	false
264	-288	105	false
268	-288	105	false
272	-288	105	false
276	-288	105	false
280	-288	105	false
284	-288	108	false
288	-288	108	false
-288	-284	93	false
-284	-284	93	false
-280	-284	91	false
