x	z	terrain_y	water
-288	-288	92	false
-284	-288	92	false
-280	-288	92	false
-276	-288	92	false
-272	-288	94	false
-268	-288	95	false
-264	-288	95	false
-260	-288	95	false
-256	-288	96	false
-252	-288	98	false
-248	-288	98	false
-244	-288	98	false
-240	-288	98	false
-236	-288	98	false
-232	-288	98	false
-228	-288	98	false
-224	-288	98	false
-220	-288	98	false
-216	-288	98	false
-212	-288	98	false
-208	-288	98	false
-204	-288	96	false
-200	-288	95	false
-196	-288	96	false
-192	-288	96	false
-188	-288	95	false
-184	-288	95	false
-180	-288	95	false
-176	-288	95	false
-172	-288	95	false
-168	-288	96	false
-164	-288	97	false
-160	-288	96	false
-156	-288	95	false
-152	-288	95	false
-148	-288	95	false
-144	-288	95	false
-140	-288	95	false
-136	-288	95	false
-132	-288	93	false
-128	-288	92	false
-124	-288	92	false
-120	-288	92	false
-116	-288	93	false
-112	-288	94	false
-108	-288	95	false
-104	-288	95	false
-100	-288	95	false
-96	-288	95	false
-92	-288	95	false
-88	-288	95	false
-84	-288	95	false
-80	-288	96	false
-76	-288	98	false
-72	-288	98	false
-68	-288	98	false
-64	-288	98	false
-60	-288	98	false
-56	-288	98	false
-52	-288	98	false
-48	-288	98	false
-44	-288	98	false
-40	-288	98	false
-36	-288	98	false
-32	-288	98	false
-28	-288	98	false
-24	-288	98	false
-20	-288	98	false
-16	-288	98	false
-12	-288	98	false
-8	-288	98	false
-4	-288	98	false
0	-288	98	false
4	-288	98	false
8	-288	98	false
12	-288	98	false
16	-288	95	false
20	-288	95	false
24	-288	95	false
28	-288	93	false
32	-288	92	false
36	-288	89	false
40	-288	89	false
44	-288	89	false
48	-288	89	false
52	-288	89	false
56	-288	90	false
60	-288	92	false
64	-288	92	false
68	-288	92	false
72	-288	92	false
76	-288	92	false
80	-288	92	false
84	-288	90	false
88	-288	89	false
92	-288	87	false
96	-288	86	false
100	-288	86	false
104	-288	86	false
108	-288	86	false
112	-288	86	false
116	-288	88	false
120	-288	89	false
124	-288	89	false
128	-288	89	false
132	-288	89	false
136	-288	89	false
140	-288	89	false
144	-288	89	false
148	-288	89	false
152	-288	87	false
156	-288	86	false
160	-288	86	false
164	-288	84	false
168	-288	83	false
172	-288	83	false
176	-288	83	false
180	-288	83	false
184	-288	83	false
188	-288	83	false
192	-288	83	false
196	-288	83	false
200	-288	83	false
204	-288	83	false
208	-288	83	false
212	-288	83	false
216	-288	83	false
220	-288	83	false
224	-288	83	false
228	-288	83	false
232	-288	83	false
236	-288	83	false
240	-288	83	false
244	-288	84	false
248	-288	86	false
252	-288	86	false
256	-288	86	false
260	-288	86	false
264	-288	86	false
268	-288	86	false
272	-288	88	false
276	-288	89	false
280	-288	92	false
284	-288	92	false
288	-288	95	false
-288	-284	92	false
-284	-284	92	false
-280	-284	92	false
-276	-284	92	false
-272	-284	94	false
-268	-284	95	false
-264	-284	95	false
-260	-284	95	false
-256	-284	96	false
-252	-284	98	false
-248	-284	98	false
-244	-284	98	false
-240	-284	98	false
-236	-284	98	false
-232	-284	98	false
-228	-284	98	false
-224	-284	98	false
-220	-284	98	false
-216	-284	98	false
-212	-284	98	false
-208	-284	98	false
-204	-284	96	false
-200	-284	95	false
-196	-284	96	false
-192	-284	95	false
-188	-284	95	false
-184	-284	95	false
-180	-284	95	false
-176	-284	95	false
-172	-284	95	false
-168	-284	96	false
-164	-284	98	false
-160	-284	96	false
-156	-284	95	false
-152	-284	95	false
-148	-284	95	false
