line	p	lane	x	z	terrain_y	water
west	-264	-3	-259	-264	96	false
west	-264	-2	-258	-264	97	false
west	-264	-1	-257	-264	98	false
west	-264	0	-256	-264	98	false
west	-264	1	-255	-264	98	false
west	-264	2	-254	-264	98	false
west	-264	3	-253	-264	98	false
west	-263	-3	-259	-263	96	false
west	-263	-2	-258	-263	97	false
west	-263	-1	-257	-263	97	false
west	-263	0	-256	-263	98	false
west	-263	1	-255	-263	98	false
west	-263	2	-254	-263	98	false
west	-263	3	-253	-263	98	false
west	-262	-3	-259	-262	96	false
west	-262	-2	-258	-262	96	false
west	-262	-1	-257	-262	97	false
west	-262	0	-256	-262	98	false
west	-262	1	-255	-262	98	false
west	-262	2	-254	-262	98	false
west	-262	3	-253	-262	98	false
west	-261	-3	-259	-261	96	false
west	-261	-2	-258	-261	96	false
west	-261	-1	-257	-261	97	false
west	-261	0	-256	-261	97	false
west	-261	1	-255	-261	98	false
west	-261	2	-254	-261	98	false
west	-261	3	-253	-261	98	false
west	-260	-3	-259	-260	96	false
west	-260	-2	-258	-260	96	false
west	-260	-1	-257	-260	96	false
west	-260	0	-256	-260	97	false
west	-260	1	-255	-260	98	false
west	-260	2	-254	-260	98	false
west	-260	3	-253	-260	98	false
west	-259	-3	-259	-259	96	false
west	-259	-2	-258	-259	96	false
west	-259	-1	-257	-259	96	false
west	-259	0	-256	-259	97	false
west	-259	1	-255	-259	98	false
west	-259	2	-254	-259	98	false
west	-259	3	-253	-259	98	false
west	-258	-3	-259	-258	95	false
west	-258	-2	-258	-258	96	false
west	-258	-1	-257	-258	96	false
west	-258	0	-256	-258	97	false
west	-258	1	-255	-258	97	false
west	-258	2	-254	-258	98	false
west	-258	3	-253	-258	98	false
west	-257	-3	-259	-257	95	false
west	-257	-2	-258	-257	96	false
west	-257	-1	-257	-257	96	false
west	-257	0	-256	-257	96	false
west	-257	1	-255	-257	97	false
west	-257	2	-254	-257	98	false
west	-257	3	-253	-257	98	false
west	-256	-3	-259	-256	95	false
west	-256	-2	-258	-256	96	false
west	-256	-1	-257	-256	96	false
west	-256	0	-256	-256	96	false
west	-256	1	-255	-256	97	false
west	-256	2	-254	-256	98	false
west	-256	3	-253	-256	98	false
west	-255	-3	-259	-255	95	false
