x	z	terrain_y	water
-288	-288	73	false
-284	-288	74	false
-280	-288	76	false
-276	-288	76	false
-272	-288	76	false
-268	-288	76	false
-264	-288	76	false
-260	-288	76	false
-256	-288	76	false
-252	-288	76	false
-248	-288	76	false
-244	-288	76	false
-240	-288	76	false
-236	-288	77	false
-232	-288	79	false
-228	-288	79	false
-224	-288	79	false
-220	-288	79	false
-216	-288	79	false
-212	-288	79	false
-208	-288	79	false
-204	-288	79	false
-200	-288	79	false
-196	-288	79	false
-192	-288	79	false
-188	-288	79	false
-184	-288	79	false
-180	-288	79	false
-176	-288	79	false
-172	-288	79	false
-168	-288	81	false
-164	-288	82	false
-160	-288	82	false
-156	-288	82	false
-152	-288	82	false
-148	-288	82	false
-144	-288	82	false
-140	-288	82	false
-136	-288	81	false
-132	-288	79	false
-128	-288	79	false
-124	-288	79	false
-120	-288	79	false
-116	-288	79	false
-112	-288	79	false
-108	-288	79	false
-104	-288	79	false
-100	-288	79	false
-96	-288	79	false
-92	-288	77	false
-88	-288	77	false
-84	-288	77	false
-80	-288	76	false
-76	-288	77	false
-72	-288	77	false
-68	-288	79	false
-64	-288	79	false
-60	-288	79	false
-56	-288	79	false
-52	-288	79	false
-48	-288	79	false
-44	-288	79	false
-40	-288	77	false
-36	-288	77	false
-32	-288	76	false
-28	-288	76	false
-24	-288	76	false
-20	-288	76	false
-16	-288	76	false
-12	-288	76	false
-8	-288	73	false
-4	-288	73	false
0	-288	73	false
4	-288	73	false
8	-288	73	false
12	-288	73	false
16	-288	73	false
20	-288	73	false
24	-288	74	false
28	-288	76	false
32	-288	76	false
36	-288	77	false
40	-288	79	false
44	-288	79	false
48	-288	79	false
52	-288	81	false
56	-288	82	false
60	-288	82	false
64	-288	84	false
68	-288	85	false
72	-288	85	false
76	-288	85	false
80	-288	84	false
84	-288	82	false
88	-288	82	false
92	-288	81	false
96	-288	79	false
100	-288	79	false
104	-288	79	false
108	-288	79	false
112	-288	79	false
116	-288	79	false
120	-288	79	false
124	-288	79	false
128	-288	79	false
132	-288	79	false
136	-288	79	false
140	-288	79	false
144	-288	79	false
148	-288	79	false
152	-288	79	false
156	-288	79	false
160	-288	79	false
164	-288	79	false
168	-288	79	false
172	-288	79	false
176	-288	79	false
180	-288	79	false
184	-288	79	false
188	-288	79	false
192	-288	79	false
196	-288	79	false
200	-288	79	false
204	-288	79	false
208	-288	79	false
212	-288	79	false
216	-288	79	false
220	-288	79	false
224	-288	79	false
228	-288	79	false
232	-288	79	false
236	-288	79	false
240	-288	79	false
244	-288	79	false
248	-288	79	false
252	-288	77	false
256	-288	76	false
260	-288	76	false
264	-288	76	false
268	-288	76	false
272	-288	77	false
276	-288	79	false
280	-288	79	false
284	-288	81	false
288	-288	82	false
-288	-284	74	false
-284	-284	76	false
-280	-284	76	false
-276	-284	76	false
-272	-284	76	false
-268	-284	76	false
-264	-284	76	false
-260	-284	76	false
-256	-284	76	false
-252	-284	76	false
-248	-284	76	false
-244	-284	76	false
-240	-284	76	false
-236	-284	77	false
-232	-284	79	false
-228	-284	79	false
-224	-284	79	false
-220	-284	79	false
-216	-284	79	false
-212	-284	79	false
-208	-284	79	false
-204	-284	79	false
-200	-284	79	false
-196	-284	79	false
-192	-284	79	false
-188	-284	79	false
-184	-284	79	false
-180	-284	79	false
-176	-284	79	false
-172	-284	79	false
-168	-284	82	false
-164	-284	82	false
-160	-284	82	false
-156	-284	82	false
-152	-284	82	false
-148	-284	83	false
-144	-284	83	false
-140	-284	82	false
-136	-284	81	false
-132	-284	80	false
-128	-284	79	false
-124	-284	79	false
-120	-284	79	false
-116	-284	79	false
-112	-284	79	false
-108	-284	79	false
-104	-284	79	false
-100	-284	79	false
-96	-284	79	false
-92	-284	79	false
-88	-284	79	false
-84	-284	77	false
-80	-284	76	false
-76	-284	77	false
-72	-284	79	false
-68	-284	79	false
-64	-284	79	false
-60	-284	79	false
-56	-284	79	false
-52	-284	79	false
-48	-284	79	false
-44	-284	79	false
-40	-284	79	false
-36	-284	78	false
-32	-284	76	false
-28	-284	76	false
-24	-284	76	false
-20	-284	76	false
-16	-284	76	false
-12	-284	76	false
-8	-284	74	false
