kind	name	count	total	min	max	mean
metric	plan_us	10	3726655	124063	587908	372665.500
metric	writer_us	10	10162029	179900	5873359	1016202.900
metric	total_us	10	13888684	409548	6461267	1388868.400
metric	columns	10	64000	6400	6400	6400.000
metric	candidate_cells	10	490	49	49	49.000
metric	candidates	10	3996	0	1431	399.600
metric	r5_runs	10	199785	0	25600	19978.500
metric	vm_get_emerged_area_us	10	24	2	5	2.400
metric	vm_get_data_us	10	43067	4065	4408	4306.700
metric	vm_get_param2_data_us	10	42735	4068	4403	4273.500
metric	vm_get_light_data_us	10	77987	0	9260	7798.700
metric	vm_set_data_us	10	73438	7197	7561	7343.800
metric	vm_set_param2_data_us	10	14662	0	7554	1466.200
metric	vm_set_lighting_us	10	1402	0	171	140.200
metric	vm_calc_lighting_us	10	34799	0	6645	3479.900
metric	vm_set_light_data_us	10	64025	0	7397	6402.500
metric	vm_update_liquids_us	10	8395	0	1032	839.500
writer_result	applied_clq	7	-	-	-	-
writer_result	applied_c	1	-	-	-	-
writer_result	applied_cplq	2	-	-	-	-
callbacks	all	10	-	-	-	-
