kind	name	count	total	min	max	mean
metric	plan_us	62	11797666	22573	389079	190284.935
metric	writer_us	62	19892348	82110	541655	320844.323
metric	total_us	62	31690014	134840	927678	511129.258
metric	columns	62	396800	6400	6400	6400.000
metric	candidate_cells	62	3038	49	49	49.000
metric	candidates	62	9780	0	1438	157.742
metric	r5_runs	62	1156663	6400	25790	18655.855
metric	vm_get_emerged_area_us	62	130	1	12	2.097
metric	vm_get_data_us	62	253524	3787	4416	4089.097
metric	vm_get_param2_data_us	62	252637	3786	4346	4074.790
metric	vm_get_light_data_us	62	512275	7573	10992	8262.500
metric	vm_set_data_us	62	444243	6932	7474	7165.210
metric	vm_set_param2_data_us	62	282047	0	7734	4549.145
metric	vm_set_lighting_us	62	7620	31	184	122.903
metric	vm_calc_lighting_us	62	334988	829	13961	5403.032
metric	vm_set_light_data_us	62	435823	6743	8180	7029.403
metric	vm_update_liquids_us	62	60495	903	1600	975.726
writer_result	applied_clq	22	-	-	-	-
writer_result	applied_cplq	40	-	-	-	-
callbacks	all	62	-	-	-	-
