# Lethariel core region as built, anchor-relative
# anchor 1800,41,-1500
-47	-2	-47	default:dirt	0
-46	-2	-47	default:dirt	0
-45	-2	-47	default:dirt	0
-44	-2	-47	default:dirt	0
-43	-2	-47	default:dirt	0
-42	-2	-47	default:dirt	0
-41	-2	-47	default:dirt	0
-40	-2	-47	default:dirt	0
-39	-2	-47	default:dirt	0
-38	-2	-47	default:dirt	0
-37	-2	-47	default:dirt	0
-36	-2	-47	default:dirt	0
-35	-2	-47	default:dirt	0
-34	-2	-47	default:dirt	0
-33	-2	-47	default:dirt	0
-32	-2	-47	default:dirt	0
-31	-2	-47	default:dirt	0
-30	-2	-47	default:dirt	0
-29	-2	-47	default:dirt	0
-28	-2	-47	default:dirt	0
-27	-2	-47	default:dirt	0
-26	-2	-47	default:dirt	0
-25	-2	-47	default:dirt	0
-24	-2	-47	default:dirt	0
-23	-2	-47	default:dirt	0
-22	-2	-47	default:dirt	0
-21	-2	-47	default:dirt	0
-20	-2	-47	default:dirt	0
-19	-2	-47	default:dirt	0
-18	-2	-47	default:gravel	0
-17	-2	-47	default:gravel	0
-16	-2	-47	default:gravel	0
-15	-2	-47	default:gravel	0
-14	-2	-47	default:gravel	0
-13	-2	-47	default:gravel	0
-12	-2	-47	default:gravel	0
-11	-2	-47	default:gravel	0
-10	-2	-47	default:gravel	0
-9	-2	-47	default:stone	0
-8	-2	-47	default:stone	0
-7	-2	-47	default:gravel	0
-6	-2	-47	default:silver_sandstone_brick	0
-5	-2	-47	default:silver_sandstone_brick	0
-4	-2	-47	default:silver_sandstone_brick	0
-3	-2	-47	default:silver_sandstone_brick	0
-2	-2	-47	default:silver_sandstone_brick	0
-1	-2	-47	default:silver_sandstone_brick	0
0	-2	-47	default:silver_sandstone_brick	0
1	-2	-47	default:silver_sandstone_brick	0
2	-2	-47	default:silver_sandstone_brick	0
3	-2	-47	default:silver_sandstone_brick	0
4	-2	-47	default:silver_sandstone_brick	0
5	-2	-47	default:silver_sandstone_brick	0
6	-2	-47	default:silver_sandstone_brick	0
7	-2	-47	default:dirt	0
8	-2	-47	default:dirt	0
9	-2	-47	default:dirt	0
10	-2	-47	default:dirt	0
11	-2	-47	default:dirt	0
12	-2	-47	default:dirt	0
13	-2	-47	default:dirt	0
14	-2	-47	default:dirt	0
15	-2	-47	default:dirt	0
16	-2	-47	default:dirt	0
17	-2	-47	default:dirt	0
18	-2	-47	default:dirt	0
19	-2	-47	default:dirt	0
20	-2	-47	default:dirt	0
21	-2	-47	default:dirt	0
22	-2	-47	default:dirt	0
23	-2	-47	default:dirt	0
24	-2	-47	default:dirt	0
25	-2	-47	default:dirt	0
26	-2	-47	default:dirt	0
27	-2	-47	default:dirt	0
28	-2	-47	default:dirt	0
29	-2	-47	default:dirt	0
30	-2	-47	default:dirt	0
31	-2	-47	default:dirt	0
32	-2	-47	default:dirt	0
33	-2	-47	default:dirt	0
34	-2	-47	default:dirt	0
35	-2	-47	default:dirt	0
36	-2	-47	default:dirt	0
37	-2	-47	default:dirt	0
38	-2	-47	default:dirt	0
39	-2	-47	default:dirt	0
40	-2	-47	default:dirt	0
41	-2	-47	default:dirt	0
42	-2	-47	default:dirt	0
43	-2	-47	default:dirt	0
44	-2	-47	default:dirt	0
45	-2	-47	default:dirt	0
46	-2	-47	default:dirt	0
47	-2	-47	default:dirt	0
-47	-1	-47	default:dirt	0
-46	-1	-47	default:dirt	0
-45	-1	-47	default:dirt	0
-44	-1	-47	default:dirt	0
-43	-1	-47	default:dirt	0
-42	-1	-47	default:dirt	0
-41	-1	-47	default:dirt	0
-40	-1	-47	default:dirt	0
-39	-1	-47	default:dirt	0
-38	-1	-47	default:dirt	0
-37	-1	-47	default:dirt	0
-36	-1	-47	default:dirt	0
-35	-1	-47	default:dirt	0
-34	-1	-47	default:dirt	0
-33	-1	-47	default:dirt	0
-32	-1	-47	default:dirt	0
-31	-1	-47	default:dirt	0
-30	-1	-47	default:dirt	0
-29	-1	-47	default:dirt	0
-28	-1	-47	default:dirt	0
-27	-1	-47	default:dirt	0
-26	-1	-47	default:dirt	0
-25	-1	-47	default:dirt	0
-24	-1	-47	default:dirt	0
-23	-1	-47	default:dirt	0
-22	-1	-47	default:dirt	0
-21	-1	-47	default:dirt	0
-20	-1	-47	default:dirt	0
-19	-1	-47	default:dirt	0
-18	-1	-47	default:dirt	0
-17	-1	-47	default:dirt	0
-16	-1	-47	default:dirt	0
-15	-1	-47	default:dirt	0
-14	-1	-47	default:dirt	0
-13	-1	-47	default:dirt	0
-12	-1	-47	default:dirt	0
-11	-1	-47	default:dirt	0
-10	-1	-47	default:dirt	0
-9	-1	-47	default:dirt	0
-8	-1	-47	default:dirt	0
-7	-1	-47	default:dirt	0
-6	-1	-47	default:silver_sandstone_brick	0
-5	-1	-47	default:silver_sandstone_brick	0
-4	-1	-47	default:silver_sandstone_brick	0
-3	-1	-47	default:silver_sandstone_brick	0
-2	-1	-47	default:silver_sandstone_brick	0
-1	-1	-47	default:silver_sandstone_brick	0
0	-1	-47	default:silver_sandstone_brick	0
1	-1	-47	default:silver_sandstone_brick	0
2	-1	-47	default:silver_sandstone_brick	0
3	-1	-47	default:silver_sandstone_brick	0
4	-1	-47	default:silver_sandstone_brick	0
5	-1	-47	default:silver_sandstone_brick	0
6	-1	-47	default:silver_sandstone_brick	0
7	-1	-47	default:dirt	0
8	-1	-47	default:dirt	0
9	-1	-47	default:dirt	0
10	-1	-47	default:dirt	0
11	-1	-47	default:dirt	0
12	-1	-47	default:dirt	0
13	-1	-47	default:dirt	0
14	-1	-47	default:dirt	0
15	-1	-47	default:dirt	0
16	-1	-47	default:dirt	0
17	-1	-47	default:dirt	0
18	-1	-47	default:dirt	0
19	-1	-47	default:dirt	0
20	-1	-47	default:dirt	0
21	-1	-47	default:dirt	0
22	-1	-47	default:dirt	0
23	-1	-47	default:dirt	0
24	-1	-47	default:dirt	0
25	-1	-47	default:dirt	0
26	-1	-47	default:dirt	0
27	-1	-47	default:dirt	0
28	-1	-47	default:dirt	0
29	-1	-47	default:dirt	0
30	-1	-47	default:dirt	0
31	-1	-47	default:dirt	0
32	-1	-47	default:dirt	0
33	-1	-47	default:dirt	0
34	-1	-47	default:dirt	0
35	-1	-47	default:dirt	0
36	-1	-47	default:dirt	0
37	-1	-47	default:dirt	0
38	-1	-47	default:dirt	0
39	-1	-47	default:dirt	0
40	-1	-47	default:dirt	0
41	-1	-47	default:dirt	0
42	-1	-47	default:dirt	0
43	-1	-47	default:dirt	0
44	-1	-47	default:dirt	0
45	-1	-47	default:dirt	0
46	-1	-47	default:dirt	0
47	-1	-47	default:dirt	0
-47	0	-47	grug_nodes:dirt_with_silver_litter	0
-46	0	-47	grug_nodes:dirt_with_silver_litter	0
-45	0	-47	grug_nodes:dirt_with_silver_litter	0
-44	0	-47	grug_nodes:dirt_with_silver_litter	0
-43	0	-47	grug_nodes:dirt_with_silver_litter	0
-42	0	-47	grug_nodes:dirt_with_silver_litter	0
-41	0	-47	grug_nodes:dirt_with_silver_litter	0
-40	0	-47	grug_nodes:dirt_with_silver_litter	0
-39	0	-47	grug_nodes:dirt_with_silver_litter	0
-38	0	-47	grug_nodes:dirt_with_silver_litter	0
-37	0	-47	grug_nodes:dirt_with_silver_litter	0
-36	0	-47	grug_nodes:dirt_with_silver_litter	0
-35	0	-47	grug_nodes:dirt_with_silver_litter	0
-34	0	-47	grug_nodes:dirt_with_silver_litter	0
-33	0	-47	grug_nodes:dirt_with_silver_litter	0
-32	0	-47	grug_nodes:dirt_with_silver_litter	0
-31	0	-47	grug_nodes:dirt_with_silver_litter	0
-30	0	-47	grug_nodes:dirt_with_silver_litter	0
-29	0	-47	grug_nodes:dirt_with_silver_litter	0
-28	0	-47	grug_nodes:dirt_with_silver_litter	0
-27	0	-47	grug_nodes:dirt_with_silver_litter	0
-26	0	-47	grug_nodes:dirt_with_silver_litter	0
-25	0	-47	grug_nodes:dirt_with_silver_litter	0
-24	0	-47	grug_nodes:dirt_with_silver_litter	0
-23	0	-47	grug_nodes:dirt_with_silver_litter	0
-22	0	-47	grug_nodes:dirt_with_silver_litter	0
-21	0	-47	grug_nodes:dirt_with_silver_litter	0
-20	0	-47	grug_nodes:dirt_with_silver_litter	0
-19	0	-47	grug_nodes:dirt_with_silver_litter	0
-18	0	-47	grug_nodes:dirt_with_silver_litter	0
-17	0	-47	grug_nodes:dirt_with_silver_litter	0
-16	0	-47	grug_nodes:dirt_with_silver_litter	0
-15	0	-47	grug_nodes:dirt_with_silver_litter	0
-14	0	-47	grug_nodes:dirt_with_silver_litter	0
-13	0	-47	grug_nodes:dirt_with_silver_litter	0
-12	0	-47	grug_nodes:dirt_with_silver_litter	0
-11	0	-47	grug_nodes:dirt_with_silver_litter	0
-10	0	-47	grug_nodes:dirt_with_silver_litter	0
-9	0	-47	grug_nodes:dirt_with_silver_litter	0
-8	0	-47	grug_nodes:dirt_with_silver_litter	0
-7	0	-47	grug_nodes:dirt_with_silver_litter	0
-6	0	-47	default:silver_sandstone_brick	0
-5	0	-47	default:silver_sandstone_brick	0
-4	0	-47	default:silver_sandstone_brick	0
-3	0	-47	default:silver_sandstone_brick	0
-2	0	-47	grug_decor:castle_pavement_brick	0
-1	0	-47	grug_decor:castle_pavement_brick	0
0	0	-47	grug_decor:castle_pavement_brick	0
1	0	-47	grug_decor:castle_pavement_brick	0
2	0	-47	grug_decor:castle_pavement_brick	0
3	0	-47	default:silver_sandstone_brick	0
4	0	-47	default:silver_sandstone_brick	0
5	0	-47	default:silver_sandstone_brick	0
6	0	-47	default:silver_sandstone_brick	0
7	0	-47	grug_nodes:dirt_with_silver_litter	0
8	0	-47	grug_nodes:dirt_with_silver_litter	0
9	0	-47	grug_nodes:dirt_with_silver_litter	0
10	0	-47	grug_nodes:dirt_with_silver_litter	0
11	0	-47	grug_nodes:dirt_with_silver_litter	0
