schema	grug_wp40_quality_final_micro_v1
schema	grug_wp40_tree_slice_micro_kat_v1
asset_sha256	3d91afa7dd3fbf6d15c295716af5409d3d77b0dff1464d623ef91433fdfd508f
pine_rotation	1
pine_source_slices	1100001110111111
pine_destination_y	5,6,7,8,9,10,11,12,13,14,15
probability_calls_sha256	f200ee32e8e3c8e8940ff671b2987937647a80fda8a16d14585b9c90a0eb0f7e
evidence_reserved	400/8
synthetic_destination	5,6,7/node_gap_at_6_x18
live_result	applied_cl
digest	fdfb2f0db29461ae9ccc98d4bb0602034f9a176143fad00fdb502dd45f017ff5
schema	grug_wp40_gravewood_fixture_v1
small	7x7x7	wood=17	leaves=5	wood_prob=254	leaf_prob=96	sha256=d9ed79784879da9dd29a03a1221f87e0a292d933373061798ed27d9b4f272cd0
tall	7x9x7	wood=23	leaves=8	wood_prob=254	leaf_prob=96	sha256=ae5c035abc0e03317c1014d5373113a2d09ed7944865075fdfd45504febbc2f8
rotations	4	connected=pass	preflight=pass
growth	shared_assets=pass	template_route=pass	leaves_no_drop=pass
schema	grug_wp40_gravewood_writer_v1
templates	2	class=1
rotations	8	mandatory_wood=pass
writer	applied_cl	optional_leaves=18	nonoverwrite=pass
digest	ec55f014e48c91a148e26714d12a5ad95b602c88cb6ec2c605819acb4624de89
schema	grug_wp40_flight_nudge_v1
cases	high,low,canyon,unknown,water,attack,root,nonair,lifecycle,probe
result	pass
schema	grug_wp40_coupled_grade_oracle_v1
cases	294
nodes	1040
edges	867
digest	2013808385
scale	768	line,fan
coupled_grade_oracle	ok
prepared_hash	all_domains/0_7_29/binary/bounds/immutable/cache_cap/errors
root_heap	0/1/4096/partial/reuse/binary/ties/permutation
schema	grug_wp40_resource_rank_diff_v1
mode	compact
status	applied_c
cases	H0/H1/H4096/B0/normal/equal/own_claim/short_frontier/exhausted
h4096	4096/1
b0	1/0/0
own_claim	6/0
short_frontier	3/1
exhausted	0/6/6
raw_calls	4129
root_calls	4117
raw_framing_sha256	366c7fa0da38151a25f351ee674a4d3a164c0dcd57922428976e496135a9f08c
vm_canonical_sha256	7057df670ef13249f652eb2c7ac102821ab2d6fb5fd4e2fe12685b077485aff1
digest	ca6f87d02314068a603f31ba81a9bd6cc9ad05f17549a710a945e1beece61a65
schema	grug_wp40_quality_surface_v3
grug_badlands	3
grug_badlands_east	3
grug_beach	1
grug_blight	3
grug_bone_forest	3
grug_crags	2
grug_crags_snowy	3
grug_deep_forest	4
grug_deep_jungle	4
grug_elf_forest	4
grug_jungle_edge	4
grug_jungle_fringe	4
grug_meadows	4
grug_pine_hills	4
grug_savanna	4
grug_swamp	1
samples	1296
seed_differences	412
slope_changes	36
output_sha256	7bf54a385f4aea841a632f71e76cef7c9e14b5543347f03e8e877dc9013cb005
schema	grug_wp40_biome_cover_fixture_v1
checks	225024
variant_templates	14
variant_simple	66
thinned	347
candidates_sha256	9c96826b6bc08c07a28e934d79f902f46ab57b7786d9de5a13a5b12cf662b5be
