kind	name	count	total	min	max	mean
metric	plan_us	10	3937836	138977	628209	393783.600
metric	writer_us	10	11657028	200435	6936489	1165702.800
metric	total_us	10	15594864	424959	7564698	1559486.400
metric	columns	10	64000	6400	6400	6400.000
metric	candidate_cells	10	490	49	49	49.000
metric	candidates	10	3996	0	1431	399.600
metric	r5_runs	10	199785	0	25600	19978.500
metric	vm_get_emerged_area_us	10	54	1	30	5.400
metric	vm_get_data_us	10	41223	3911	4456	4122.300
metric	vm_get_param2_data_us	10	41371	3859	4580	4137.100
metric	vm_get_light_data_us	10	75524	0	8746	7552.400
metric	vm_set_data_us	10	74818	7294	7819	7481.800
metric	vm_set_param2_data_us	10	14203	0	7145	1420.300
metric	vm_set_lighting_us	10	2097	0	291	209.700
metric	vm_calc_lighting_us	10	36928	0	6760	3692.800
metric	vm_set_light_data_us	10	67106	0	8237	6710.600
metric	vm_update_liquids_us	10	9744	0	1200	974.400
writer_result	applied_clq	7	-	-	-	-
writer_result	applied_c	1	-	-	-	-
writer_result	applied_cplq	2	-	-	-	-
callbacks	all	10	-	-	-	-
