rotate_param2	facedir+upsidedown+wallmounted	pass
rotate_footprint	bijective	pass
palette	6	88	retirement_sources	2	names	207
palette_static	207	registry_nodes	780
roofs	hip_corners+cross_gable_valleys	16
rotation	cottage	23	1	5	90
determinism	cottage	1331
guards	param2_kind	pass
pane_set	parts+registry	780	panes	6
byte_order	parts+r7_settlement	441	pass
frozen_flora	vale_undergrowth	callers	1
wild_soil	9	of	23	natural_ground	authored_excluded	pass
registry	hearthpine	40	kinds	40	place_param2	1723	plain_cubes	41646
ground_cover	hearthpine	default:fern_1	665	default:grass_1	1982
shapes	hearthpine	free_slabs	516	upside_down	0
panes	hearthpine	glazed	266	connected	6
torch_support	hearthpine	74	opaque_full	pass
grounded	hearthpine	35442	no_detached_cell	pass
registry	dawnmere	53	kinds	53	place_param2	1510	plain_cubes	40676
ground_cover	dawnmere	default:grass_4	756	default:grass_3	1571
shapes	dawnmere	free_slabs	474	upside_down	0
panes	dawnmere	glazed	264	connected	2
torch_support	dawnmere	98	opaque_full	pass
grounded	dawnmere	36483	no_detached_cell	pass
registry	silverleaf	47	kinds	47	place_param2	1480	plain_cubes	48676
ground_cover	silverleaf	default:fern_2	849	default:grass_2	1752
shapes	silverleaf	free_slabs	423	upside_down	1
panes	silverleaf	glazed	258	connected	16
torch_support	silverleaf	93	opaque_full	pass
grounded	silverleaf	36497	no_detached_cell	pass
registry	stillgrave	43	kinds	43	place_param2	1974	plain_cubes	34202
ground_cover	stillgrave	grug_nodes:bone_pile	359	default:dry_shrub	612
shapes	stillgrave	free_slabs	326	upside_down	0
panes	stillgrave	glazed	140	connected	0
torch_support	stillgrave	78	opaque_full	pass
grounded	stillgrave	34719	no_detached_cell	pass
registry	sunscar	42	kinds	42	place_param2	3704	plain_cubes	40490
ground_cover	sunscar	default:dry_shrub	932	default:dry_grass_3	899
shapes	sunscar	free_slabs	69	upside_down	0
panes	sunscar	glazed	228	connected	14
torch_support	sunscar	112	opaque_full	pass
grounded	sunscar	37708	no_detached_cell	pass
registry	kapok	41	kinds	41	place_param2	2846	plain_cubes	45863
ground_cover	kapok	default:junglegrass	1129	default:grass_1	946
shapes	kapok	free_slabs	517	upside_down	0
panes	kapok	open	0	connected	0
torch_support	kapok	87	opaque_full	pass
grounded	kapok	36626	no_detached_cell	pass
panes_connected_corpus	38
capital	king_hall	core	dwarf=8693,elf=8693,human=8693,orc=8693,troll=8693,undead=8693
capital	wall_segment	plot	dwarf=386,elf=386,human=386,orc=386,troll=386,undead=386
capital	wall_segment_stair	plot	dwarf=544,elf=544,human=544,orc=544,troll=544,undead=544
capital	wall_tower	plot	dwarf=780,elf=780,human=780,orc=780,troll=780,undead=780
capital	gatehouse	plot	dwarf=899,elf=899,human=899,orc=899,troll=899,undead=899
capital	colonnade	plot	dwarf=344,elf=344,human=344,orc=344,troll=344,undead=344
capital	market_square	plot	dwarf=919,elf=919,human=919,orc=919,troll=919,undead=919
capital	well_court	plot	dwarf=155,elf=155,human=155,orc=155,troll=155,undead=155
capital	statue_plinth	plot	dwarf=157,elf=157,human=157,orc=157,troll=157,undead=157
capital	barracks	plot	dwarf=1233,elf=1233,human=1233,orc=1233,troll=1233,undead=1233
capital	temple	plot	dwarf=1186,elf=1186,human=1183,orc=1183,troll=1186,undead=1183
capital	scriptorium	plot	dwarf=1089,elf=1089,human=1073,orc=1073,troll=1089,undead=1073
capital	granary	plot	dwarf=810,elf=810,human=810,orc=810,troll=810,undead=810
capital	stable	plot	dwarf=749,elf=749,human=757,orc=757,troll=757,undead=749
capital	orchard_edge	plot	dwarf=727,elf=727,human=782,orc=728,troll=727,undead=727
capital	grove	plot	dwarf=516,elf=516,human=516,orc=516,troll=516,undead=516
capital	stilt_platform	plot	dwarf=643,elf=643,human=643,orc=643,troll=645,undead=643
capital	water_channel	plot	dwarf=524,elf=524,human=524,orc=524,troll=524,undead=524
capital_total	18	parts	122149	cells	330	sockets
capital_degrade	11	roles_stripped	18	parts
wp13_blueprint	hearthpine	61932	46389	41	74	1232	9	10	10	0	180	15588	18	3
wp13_blueprint	dawnmere	66361	44440	54	98	1467	9	12	10	0	27	15410	18	3
wp13_blueprint	silverleaf	71495	53191	48	113	1350	9	11	10	0	109	15631	18	3
wp13_blueprint	stillgrave	51641	37717	44	78	1292	5	7	8	2	74	15672	18	3
wp13_blueprint	sunscar	57227	44102	43	112	1352	10	10	11	0	48	15957	18	3
wp13_blueprint	kapok	72535	51967	42	87	837	8	9	9	0	110	16094	18	3
highcourt_throne	0	2	0,-1	great_door
highcourt_core	grug_wp13_highcourt_core_v1	101831	34533	57	155	21	15	75	10	18	7885	9509	9025
highcourt_quadrant_permutation	531802985935182545	1,3,2,4
highcourt_quadrant_permutation	8675309	1,3,4,2
highcourt_quadrant_permutation	0	3,2,1,4
highcourt_quadrant_permutation	1	1,4,2,3
highcourt_quadrant_permutation	2	3,1,4,2
highcourt_quadrant_permutation	3	4,2,3,1
highcourt_quadrant_permutation	12345	1,3,4,2
highcourt_quadrant_permutation	999999999	2,4,1,3
highcourt_lots	36	4	9	13	8	15	7
highcourt_lot_grid	36	6977103e6bcc188691b22316abba8547bf37d1853e28e0f6843e86823e1f7551
highcourt_fill_lots	16	4	4	11	8	5
highcourt_fill_grid	16	26e64ab94490378e7079c29a87e0d8f9e703aec92388672f832edce4263d1bc1
highcourt_plot	market_granary	plot	5715	1672	19	8	2	1	3	0	0	913	13
highcourt_plot	market_stable	plot	5001	1619	20	8	2	1	4	0	0	913	11
highcourt_plot	market_workshop	plot	5824	1860	25	14	2	2	4	1	1	903	11
highcourt_plot	market_counting_house	plot	6955	2081	22	8	1	1	6	1	0	905	13
highcourt_plot	market_well	plot	4862	1713	16	3	0	0	4	0	0	953	8
highcourt_plot	market_watch	plot	8398	2445	25	9	2	1	4	0	0	892	12
highcourt_plot	market_grove	plot	9274	1722	11	4	0	0	4	0	0	952	12
highcourt_plot	market_orchard	plot	7080	1810	15	4	0	0	4	0	0	935	11
highcourt_plot	market_store	plot	5358	1687	19	6	1	1	5	1	1	910	12
highcourt_plot	market_pond	fill	6274	2241	16	2	0	0	5	3	3	828	8
highcourt_plot	market_orchard_close	fill	5790	2567	18	2	0	0	4	3	3	920	8
highcourt_plot	market_gardens	fill	3210	1015	13	2	0	0	4	2	2	941	8
highcourt_plot	market_green	fill	1415	557	11	2	0	0	3	1	0	960	8
highcourt_district	highcourt_market	market_professions	9	75156	10	4	1
highcourt_plot	martial_barracks	plot	9795	2724	25	9	2	1	6	0	0	888	13
highcourt_plot	martial_muster_hall	plot	6699	2071	26	11	2	1	2	0	0	900	11
highcourt_plot	martial_armoury	plot	6416	2005	25	14	2	2	2	0	0	898	11
highcourt_plot	martial_stables	plot	5567	1795	20	8	2	1	4	0	0	909	11
highcourt_plot	martial_drill_yard	plot	7456	1755	21	11	1	1	5	0	0	965	14
highcourt_plot	martial_quartermaster	plot	5966	1855	20	6	1	1	2	0	0	904	12
highcourt_plot	martial_wain_shed	plot	5207	1619	17	4	0	1	2	0	0	926	9
highcourt_plot	martial_guard_house	plot	2711	1003	26	7	1	1	2	0	0	927	9
highcourt_plot	martial_watch_tower	plot	3880	1164	19	9	1	1	4	0	0	974	14
highcourt_plot	martial_muster_field	fill	5730	1577	11	4	0	0	3	2	1	947	8
highcourt_plot	martial_remount_pasture	fill	5730	1714	19	2	0	0	4	2	2	954	8
highcourt_plot	martial_wood_yard	fill	3210	940	10	2	0	0	3	2	2	948	8
highcourt_plot	martial_green	fill	1415	545	10	2	0	0	3	1	0	958	8
highcourt_district	highcourt_martial	martial_garrison	9	69782	9	4	6
highcourt_plot	lore_shrine	plot	10451	2033	25	11	2	1	4	0	0	905	21
highcourt_plot	lore_library	plot	7790	2294	26	11	2	1	2	0	0	896	12
highcourt_plot	lore_scriptorium	plot	7665	2261	20	8	1	1	4	0	0	900	13
highcourt_plot	lore_archive	plot	6764	1902	20	8	2	1	3	0	0	909	14
highcourt_plot	lore_herb_garden	plot	4862	1789	18	3	0	0	5	0	0	953	8
highcourt_plot	lore_chapter_house	plot	4862	1536	19	6	1	1	2	0	0	913	12
highcourt_plot	lore_almonry	plot	3360	1175	25	7	1	1	2	0	0	923	10
highcourt_plot	lore_cloister_walk	plot	2841	996	16	8	0	0	4	0	0	943	9
highcourt_plot	lore_quiet_grove	plot	7978	1615	11	4	0	0	4	0	0	913	11
highcourt_plot	lore_chapel_yard	fill	5567	1673	26	10	2	1	3	2	2	917	11
highcourt_plot	lore_physic_field	fill	5730	1694	15	2	0	0	4	3	3	937	8
highcourt_plot	lore_sexton_garden	fill	3210	964	13	2	0	0	4	2	2	957	8
highcourt_plot	lore_green	fill	1410	568	11	2	0	0	3	1	0	936	8
highcourt_district	highcourt_lore	lore_spiritual	9	72490	9	4	0
highcourt_plot	homes_tavern	plot	6699	1978	24	11	2	1	2	0	0	905	11
highcourt_plot	homes_well	plot	3210	941	13	3	0	0	5	0	0	957	8
highcourt_plot	homes_monument	plot	4077	990	14	6	0	0	4	0	0	956	11
highcourt_plot	homes_house_gable	plot	2600	915	25	7	1	1	2	0	0	931	10
highcourt_plot	homes_house_hip	plot	3105	1133	26	7	1	1	2	0	0	923	9
