kind	name	count	total	min	max	mean
metric	plan_us	10	3364026	115501	487415	336402.600
metric	writer_us	10	10429876	181477	6418128	1042987.600
metric	total_us	10	13793902	375208	6839874	1379390.200
metric	columns	10	64000	6400	6400	6400.000
metric	candidate_cells	10	490	49	49	49.000
metric	candidates	10	3996	0	1431	399.600
metric	r5_runs	10	199785	0	25600	19978.500
metric	vm_get_emerged_area_us	10	20	1	3	2.000
metric	vm_get_data_us	10	40703	3955	4160	4070.300
metric	vm_get_param2_data_us	10	40113	3868	4110	4011.300
metric	vm_get_light_data_us	10	73534	0	8745	7353.400
metric	vm_set_data_us	10	73545	7205	7922	7354.500
metric	vm_set_param2_data_us	10	14820	0	7534	1482.000
metric	vm_set_lighting_us	10	1582	0	216	158.200
metric	vm_calc_lighting_us	10	35159	0	6585	3515.900
metric	vm_set_light_data_us	10	63659	0	7201	6365.900
metric	vm_update_liquids_us	10	8976	0	1474	897.600
writer_result	applied_clq	7	-	-	-	-
writer_result	applied_c	1	-	-	-	-
writer_result	applied_cplq	2	-	-	-	-
callbacks	all	10	-	-	-	-
