kind	name	count	total	min	max	mean
metric	plan_us	10	3797599	133142	529899	379759.900
metric	writer_us	10	10917832	195061	6288637	1091783.200
metric	total_us	10	14715431	434200	6818536	1471543.100
metric	columns	10	64000	6400	6400	6400.000
metric	candidate_cells	10	490	49	49	49.000
metric	candidates	10	3996	0	1431	399.600
metric	r5_runs	10	199785	0	25600	19978.500
metric	vm_get_emerged_area_us	10	28	1	9	2.800
metric	vm_get_data_us	10	41130	4031	4211	4113.000
metric	vm_get_param2_data_us	10	41134	4066	4196	4113.400
metric	vm_get_light_data_us	10	73953	0	8712	7395.300
metric	vm_set_data_us	10	73018	7214	7430	7301.800
metric	vm_set_param2_data_us	10	14490	0	7389	1449.000
metric	vm_set_lighting_us	10	1697	0	259	169.700
metric	vm_calc_lighting_us	10	35755	0	6635	3575.500
metric	vm_set_light_data_us	10	63819	0	7303	6381.900
metric	vm_update_liquids_us	10	8986	0	1153	898.600
writer_result	applied_clq	7	-	-	-	-
writer_result	applied_c	1	-	-	-	-
writer_result	applied_cplq	2	-	-	-	-
callbacks	all	10	-	-	-	-
