kind	name	count	total	min	max	mean
metric	plan_us	10	2300849	20561	364063	230084.900
metric	writer_us	10	2866029	92646	400567	286602.900
metric	total_us	10	5166878	113207	764630	516687.800
metric	columns	10	64000	6400	6400	6400.000
metric	candidate_cells	10	490	49	49	49.000
metric	candidates	10	798	0	470	79.800
metric	r5_runs	10	198400	6400	25600	19840.000
metric	vm_get_emerged_area_us	10	24	1	3	2.400
metric	vm_get_data_us	10	41136	3867	4336	4113.600
metric	vm_get_param2_data_us	10	39885	3841	4120	3988.500
metric	vm_get_light_data_us	10	81004	7656	8416	8100.400
metric	vm_set_data_us	10	72912	6989	7448	7291.200
metric	vm_set_param2_data_us	10	21537	0	7490	2153.700
metric	vm_set_lighting_us	10	1596	42	259	159.600
metric	vm_calc_lighting_us	10	37948	825	7894	3794.800
metric	vm_set_light_data_us	10	71413	6797	7531	7141.300
metric	vm_update_liquids_us	10	10899	927	1480	1089.900
writer_result	applied_clq	7	-	-	-	-
writer_result	applied_cplq	3	-	-	-	-
callbacks	all	10	-	-	-	-
