kind	name	count	total	min	max	mean
metric	plan_us	10	3409309	122791	504640	340930.900
metric	writer_us	10	10136787	175477	5743290	1013678.700
metric	total_us	10	13546096	378640	6156544	1354609.600
metric	columns	10	64000	6400	6400	6400.000
metric	candidate_cells	10	490	49	49	49.000
metric	candidates	10	3996	0	1431	399.600
metric	r5_runs	10	199785	0	25600	19978.500
metric	vm_get_emerged_area_us	10	18	1	2	1.800
metric	vm_get_data_us	10	40695	4013	4101	4069.500
metric	vm_get_param2_data_us	10	40389	3856	4100	4038.900
metric	vm_get_light_data_us	10	74690	0	8728	7469.000
metric	vm_set_data_us	10	72260	6959	7370	7226.000
metric	vm_set_param2_data_us	10	14285	0	7157	1428.500
metric	vm_set_lighting_us	10	1346	0	191	134.600
metric	vm_calc_lighting_us	10	34692	0	6551	3469.200
metric	vm_set_light_data_us	10	63284	0	7158	6328.400
metric	vm_update_liquids_us	10	8316	0	1011	831.600
writer_result	applied_clq	7	-	-	-	-
writer_result	applied_c	1	-	-	-	-
writer_result	applied_cplq	2	-	-	-	-
callbacks	all	10	-	-	-	-
