capital	kind	x	y	z	expected	actual	param2
kezamba	ring	-48	0	-48	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	-48	1	-48	default:jungletree	default:jungletree	0
kezamba	ring	-48	2	-48	default:jungletree	default:jungletree	0
kezamba	ring	-48	3	-48	default:jungletree	default:jungletree	0
kezamba	ring	-48	4	-48	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	0
kezamba	ring	48	0	-48	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	48	1	-48	default:jungletree	default:jungletree	0
kezamba	ring	48	2	-48	default:jungletree	default:jungletree	0
kezamba	ring	48	3	-48	default:jungletree	default:jungletree	0
kezamba	ring	48	4	-48	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	0
kezamba	ring	-48	0	48	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	-48	1	48	default:jungletree	default:jungletree	0
kezamba	ring	-48	2	48	default:jungletree	default:jungletree	0
kezamba	ring	-48	3	48	default:jungletree	default:jungletree	0
kezamba	ring	-48	4	48	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	0
kezamba	ring	-47	0	-48	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	-47	1	-48	default:jungletree	default:jungletree	0
kezamba	ring	-47	2	-48	default:jungletree	default:jungletree	0
kezamba	ring	-47	3	-48	default:jungletree	default:jungletree	0
kezamba	ring	-47	4	-48	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	1
kezamba	ring	48	0	-47	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	48	1	-47	default:jungletree	default:jungletree	0
kezamba	ring	48	2	-47	default:jungletree	default:jungletree	0
kezamba	ring	48	3	-47	default:jungletree	default:jungletree	0
kezamba	ring	48	4	-47	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	1
kezamba	ring	-47	0	48	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	-47	1	48	default:jungletree	default:jungletree	0
kezamba	ring	-47	2	48	default:jungletree	default:jungletree	0
kezamba	ring	-47	3	48	default:jungletree	default:jungletree	0
kezamba	ring	-47	4	48	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	1
kezamba	ring	-48	0	-47	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	-48	1	-47	default:jungletree	default:jungletree	0
kezamba	ring	-48	2	-47	default:jungletree	default:jungletree	0
kezamba	ring	-48	3	-47	default:jungletree	default:jungletree	0
kezamba	ring	-48	4	-47	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	1
kezamba	ring	-46	0	-48	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	-46	1	-48	default:jungletree	default:jungletree	0
kezamba	ring	-46	2	-48	default:jungletree	default:jungletree	0
kezamba	ring	-46	3	-48	default:jungletree	default:jungletree	0
kezamba	ring	-46	4	-48	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	2
kezamba	ring	48	0	-46	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	48	1	-46	default:jungletree	default:jungletree	0
kezamba	ring	48	2	-46	default:jungletree	default:jungletree	0
kezamba	ring	48	3	-46	default:jungletree	default:jungletree	0
kezamba	ring	48	4	-46	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	2
kezamba	ring	-46	0	48	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	-46	1	48	default:jungletree	default:jungletree	0
kezamba	ring	-46	2	48	default:jungletree	default:jungletree	0
kezamba	ring	-46	3	48	default:jungletree	default:jungletree	0
kezamba	ring	-46	4	48	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	2
kezamba	ring	-48	0	-46	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	-48	1	-46	default:jungletree	default:jungletree	0
kezamba	ring	-48	2	-46	default:jungletree	default:jungletree	0
kezamba	ring	-48	3	-46	default:jungletree	default:jungletree	0
kezamba	ring	-48	4	-46	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	2
kezamba	ring	-45	0	-48	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	-45	1	-48	default:jungletree	default:jungletree	0
kezamba	ring	-45	2	-48	default:jungletree	default:jungletree	0
kezamba	ring	-45	3	-48	default:jungletree	default:jungletree	0
kezamba	ring	-45	4	-48	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	3
kezamba	ring	48	0	-45	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	48	1	-45	default:jungletree	default:jungletree	0
kezamba	ring	48	2	-45	default:jungletree	default:jungletree	0
kezamba	ring	48	3	-45	default:jungletree	default:jungletree	0
kezamba	ring	48	4	-45	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	3
kezamba	ring	-45	0	48	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	-45	1	48	default:jungletree	default:jungletree	0
kezamba	ring	-45	2	48	default:jungletree	default:jungletree	0
kezamba	ring	-45	3	48	default:jungletree	default:jungletree	0
kezamba	ring	-45	4	48	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	3
kezamba	ring	-48	0	-45	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	-48	1	-45	default:jungletree	default:jungletree	0
kezamba	ring	-48	2	-45	default:jungletree	default:jungletree	0
kezamba	ring	-48	3	-45	default:jungletree	default:jungletree	0
kezamba	ring	-48	4	-45	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	3
kezamba	ring	-44	0	-48	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	-44	1	-48	default:jungletree	default:jungletree	0
kezamba	ring	-44	2	-48	default:jungletree	default:jungletree	0
kezamba	ring	-44	3	-48	default:jungletree	default:jungletree	0
kezamba	ring	-44	4	-48	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	0
kezamba	ring	48	0	-44	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	48	1	-44	default:jungletree	default:jungletree	0
kezamba	ring	48	2	-44	default:jungletree	default:jungletree	0
kezamba	ring	48	3	-44	default:jungletree	default:jungletree	0
kezamba	ring	48	4	-44	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	0
kezamba	ring	-44	0	48	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	-44	1	48	default:jungletree	default:jungletree	0
kezamba	ring	-44	2	48	default:jungletree	default:jungletree	0
kezamba	ring	-44	3	48	default:jungletree	default:jungletree	0
kezamba	ring	-44	4	48	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	0
kezamba	ring	-48	0	-44	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	-48	1	-44	default:jungletree	default:jungletree	0
kezamba	ring	-48	2	-44	default:jungletree	default:jungletree	0
kezamba	ring	-48	3	-44	default:jungletree	default:jungletree	0
kezamba	ring	-48	4	-44	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	0
kezamba	ring	-43	0	-48	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	-43	1	-48	default:jungletree	default:jungletree	0
kezamba	ring	-43	2	-48	default:jungletree	default:jungletree	0
kezamba	ring	-43	3	-48	default:jungletree	default:jungletree	0
kezamba	ring	-43	4	-48	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	1
kezamba	ring	48	0	-43	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	48	1	-43	default:jungletree	default:jungletree	0
kezamba	ring	48	2	-43	default:jungletree	default:jungletree	0
kezamba	ring	48	3	-43	default:jungletree	default:jungletree	0
kezamba	ring	48	4	-43	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	1
kezamba	ring	-43	0	48	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	-43	1	48	default:jungletree	default:jungletree	0
kezamba	ring	-43	2	48	default:jungletree	default:jungletree	0
kezamba	ring	-43	3	48	default:jungletree	default:jungletree	0
kezamba	ring	-43	4	48	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	1
kezamba	ring	-48	0	-43	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	-48	1	-43	default:jungletree	default:jungletree	0
kezamba	ring	-48	2	-43	default:jungletree	default:jungletree	0
kezamba	ring	-48	3	-43	default:jungletree	default:jungletree	0
kezamba	ring	-48	4	-43	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	1
kezamba	ring	-42	0	-48	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	-42	1	-48	default:jungletree	default:jungletree	0
kezamba	ring	-42	2	-48	default:jungletree	default:jungletree	0
kezamba	ring	-42	3	-48	default:jungletree	default:jungletree	0
kezamba	ring	-42	4	-48	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	2
kezamba	ring	48	0	-42	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	48	1	-42	default:jungletree	default:jungletree	0
kezamba	ring	48	2	-42	default:jungletree	default:jungletree	0
kezamba	ring	48	3	-42	default:jungletree	default:jungletree	0
kezamba	ring	48	4	-42	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	2
kezamba	ring	-42	0	48	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	-42	1	48	default:jungletree	default:jungletree	0
kezamba	ring	-42	2	48	default:jungletree	default:jungletree	0
kezamba	ring	-42	3	48	default:jungletree	default:jungletree	0
kezamba	ring	-42	4	48	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	2
kezamba	ring	-48	0	-42	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	-48	1	-42	default:jungletree	default:jungletree	0
kezamba	ring	-48	2	-42	default:jungletree	default:jungletree	0
kezamba	ring	-48	3	-42	default:jungletree	default:jungletree	0
kezamba	ring	-48	4	-42	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	2
kezamba	ring	-41	0	-48	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	-41	1	-48	default:jungletree	default:jungletree	0
kezamba	ring	-41	2	-48	default:jungletree	default:jungletree	0
kezamba	ring	-41	3	-48	default:jungletree	default:jungletree	0
kezamba	ring	-41	4	-48	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	3
kezamba	ring	48	0	-41	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	48	1	-41	default:jungletree	default:jungletree	0
kezamba	ring	48	2	-41	default:jungletree	default:jungletree	0
kezamba	ring	48	3	-41	default:jungletree	default:jungletree	0
kezamba	ring	48	4	-41	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	3
kezamba	ring	-41	0	48	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	-41	1	48	default:jungletree	default:jungletree	0
kezamba	ring	-41	2	48	default:jungletree	default:jungletree	0
kezamba	ring	-41	3	48	default:jungletree	default:jungletree	0
kezamba	ring	-41	4	48	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	3
kezamba	ring	-48	0	-41	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	-48	1	-41	default:jungletree	default:jungletree	0
kezamba	ring	-48	2	-41	default:jungletree	default:jungletree	0
kezamba	ring	-48	3	-41	default:jungletree	default:jungletree	0
kezamba	ring	-48	4	-41	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	3
kezamba	ring	-40	0	-48	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	-40	1	-48	default:jungletree	default:jungletree	0
kezamba	ring	-40	2	-48	default:jungletree	default:jungletree	0
kezamba	ring	-40	3	-48	default:jungletree	default:jungletree	0
kezamba	ring	-40	4	-48	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	0
kezamba	ring	48	0	-40	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	48	1	-40	default:jungletree	default:jungletree	0
kezamba	ring	48	2	-40	default:jungletree	default:jungletree	0
kezamba	ring	48	3	-40	default:jungletree	default:jungletree	0
kezamba	ring	48	4	-40	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	0
kezamba	ring	-40	0	48	default:dirt_with_rainforest_litter	default:dirt_with_rainforest_litter	0
kezamba	ring	-40	1	48	default:jungletree	default:jungletree	0
kezamba	ring	-40	2	48	default:jungletree	default:jungletree	0
kezamba	ring	-40	3	48	default:jungletree	default:jungletree	0
kezamba	ring	-40	4	48	stairs:stair_outer_junglewood	stairs:stair_outer_junglewood	0
