kind	name	count	total	min	max	mean
metric	plan_us	10	3294397	103823	462720	329439.700
metric	writer_us	10	11037824	197480	6890333	1103782.400
metric	total_us	10	14332221	373665	7278635	1433222.100
metric	columns	10	64000	6400	6400	6400.000
metric	candidate_cells	10	490	49	49	49.000
metric	candidates	10	3996	0	1431	399.600
metric	r5_runs	10	199785	0	25600	19978.500
metric	vm_get_emerged_area_us	10	19	1	3	1.900
metric	vm_get_data_us	10	45445	4370	4741	4544.500
metric	vm_get_param2_data_us	10	44120	4100	4587	4412.000
metric	vm_get_light_data_us	10	79099	0	9031	7909.900
metric	vm_set_data_us	10	74486	7315	7730	7448.600
metric	vm_set_param2_data_us	10	14653	0	7493	1465.300
metric	vm_set_lighting_us	10	1584	0	278	158.400
metric	vm_calc_lighting_us	10	35166	0	6591	3516.600
metric	vm_set_light_data_us	10	65234	0	7505	6523.400
metric	vm_update_liquids_us	10	8944	0	1145	894.400
writer_result	applied_clq	7	-	-	-	-
writer_result	applied_c	1	-	-	-	-
writer_result	applied_cplq	2	-	-	-	-
callbacks	all	10	-	-	-	-
