start	0	anchor_001	45	45	42	46	0	9	2923	169	1	5	8e2819d00ddbf2de957acb38ec2c9f219d31994797126554f4a4fb620261431b
start	0	anchor_002	25	25	20	28	0	9	1243	127	0	6	eb3b214983efe17852d8cf1aa10b26e95552c6dd4ad08824257b9387f2d5d97d
start	0	anchor_003	21	21	20	26	0	9	1015	153	0	4	c6a52db6c50f9ecf30d9122ec71a656fd817cf8339bb38f1a151c1da01db9676
start	0	anchor_004	53	50	53	53	0	9	3427	315	1	5	9ed76dfbaf0cdca1469bf88c106bcf2d9d98c4bc79c85ed01c223c9fd3c2a739
start	0	anchor_005	35	35	30	38	0	9	2077	121	1	6	925c9676fec72231a860007df38b02037a261ba440767080026cd22d85ac6f44
start	0	anchor_006	24	24	19	26	0	9	1162	155	1	5	1f05e50b65638da264f0b76985ed8662cf22dd77db8643088121dd4a611d3079
start	1	anchor_001	27	27	25	29	0	9	1435	155	0	6	0c861dc6300da1195b25185995592ebbfa8f3bfd2e678aeea01c6c8752cc35a3
start	1	anchor_002	16	16	12	20	0	9	567	116	0	6	9fe43dac70eb6d0159d47bd4ea019c62ddc2ed2f74626de595139187a1f6d899
start	1	anchor_003	37	37	32	38	0	9	2216	154	1	6	cf48ab1c041b22be13a0611279cd161f068ae1a3a2c4c76fa6b43278b5369ba4
start	1	anchor_004	61	61	57	64	0	9	4220	142	1	5	02c0909827ce6300b860cd88788638b4d818932148ba917fd58c8af58404b391
start	1	anchor_005	36	36	33	39	0	9	2148	131	1	5	fa51ae857d56f2b8cf6afc17448e296a617a28c0f72ffc893f4b8705238e7b16
start	1	anchor_006	20	20	16	22	0	9	822	131	1	6	b4721c1e0d94b2918df22b8fab21bd85ffedbbc1a162ad16e46421a8d996d7f0
start	42	anchor_001	29	29	25	33	0	9	1662	120	0	5	eddaa120c4e8402074d2f6fec15c541b402cdd50b19d2c311d586dda609684d2
start	42	anchor_002	18	18	14	21	0	9	683	128	1	5	5b54ee3a13ef4cf86047ed9eda22cba6140fc898be6af08ca7863e3007c89298
start	42	anchor_003	45	45	41	49	0	9	2920	128	0	5	7d177ef5158a5bc3d9b97d84f0a27b00562596f37695f1c0c10748e9963ff13a
start	42	anchor_004	56	56	51	59	0	9	3777	148	2	5	b8959f0a835e1a83aa298e11eb7b3aeb0f0e24420b6f647c65feb40f21396e96
start	42	anchor_005	41	41	36	45	0	9	2594	102	1	5	6b075a21f8c1a339de3ed41b354e839dff1a8a25bf81255433d5f107ccbbfbd1
start	42	anchor_006	20	20	18	25	0	9	896	151	1	6	801f56aa9b01b07d2e8a92b019a3da09d69e4c98c57cfcd5117a163798b67a99
start	8675309	anchor_001	16	16	13	22	0	9	606	121	0	5	51d8f4fbf3812605c0d9e32fd5341dfe27d4c0467505816b8ec36c558c3672a1
start	8675309	anchor_002	21	21	18	25	0	9	1006	138	0	6	86c5f9b2edd291fadbbc4094a6a9cf0b728f0e907be0300ecdecf09a29b6a3fd
start	8675309	anchor_003	42	42	37	45	0	9	2658	93	0	6	4f6015573ae4079498f46c9d1acde84713edc01d0d419698acb76fbcb7284365
start	8675309	anchor_004	48	48	46	49	0	9	3137	272	1	5	451d2e492a3ed5f6d26a7ec22fc3afc6edd466bb6b7561ae18930974e5819c60
start	8675309	anchor_005	46	46	41	47	0	9	2945	154	1	6	790f30400f450a65d2345b38270c5696b95dedc659e0cd1ebdd9a5a1185670ba
start	8675309	anchor_006	17	17	12	21	0	9	665	129	1	6	bf4f21afa7af187bcfb6432f89a9fbd3fb2002bfa90018d8690973296cb31f2a
start	531802985935182545	anchor_001	25	25	21	30	0	9	1288	104	1	6	e82ac28c76406f0e91c4505ac176da5ee0f1d873e15b9f4e2086fb358afe678b
start	531802985935182545	anchor_002	17	17	13	21	0	9	636	130	0	6	98a99a8a7c1f3dae2252c813e92d8e6fb767d09763bd8e5208b5dda1e383dbb8
start	531802985935182545	anchor_003	21	21	21	25	0	9	1023	129	0	6	88c917cb0ef3aa8c69b0a2c512c51e78086a8320504a9e9cf470ffa48f4ccf99
start	531802985935182545	anchor_004	54	54	57	55	3	9	3761	322	1	6	77c8fb5fe374228c690728793b31d7aa1deab81989cf3c19eb358b2cc58dff32
start	531802985935182545	anchor_005	27	27	23	32	0	9	1494	116	1	5	75ef0c28a72109a29bac637307f2b6c434ec5591969c61bc931a3dae52b2b5e1
start	531802985935182545	anchor_006	20	20	17	25	0	9	921	124	0	6	7235974c169982582af3f1a8294ac9ff26638152100a0dac2e3a6ee209e270f6
