authority/protection	pre_closed/post_open/hard/prior/bypass/empty
authority/rare_route_sha256	908db2b9aa84a0eb68f10ea06199ecbb8875a5c0d83908cbd7e6c95956868ca9
authority/start	200/21/-200
content/p9g_sha256	39d47d632933fac63b7fe6c82f94d4e21d6a44d47a6f91539b0d3dee7e637c26
content/production_sha256	aa5d4f3204961e988996eb635737c106974e7a156280c050fef00bebce2826c6
executed_module	mods/MAPGEN/grug_mapgen/wp40/map_adapter.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r5.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r6.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r6_content.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r6_hash.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r6_planner.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r6_settlement.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r6_templates.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r7_anchor_activation.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r7_content.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r7_loader.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r7_p9g.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r7_runtime.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r7_successor.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/zones.lua
gathering/herb_authority	closed/authorized/single_registration
manifest/anchor_delta_sha256	8f79b4bc99a9b853b3c4c6bf695d8c7de1dd96b2b0f3c53264c4c439bd634f73
manifest/full_sha256	d136956de26624c137bdf2d16b607f3dfc60428d8796c3d77145459eeaed71ef
manifest/p9g_delta_sha256	1be34a63db318c1418a7fd5841a64e93d901e97b91f1953b3bb82acc836b55d7
mapgen/generated_vector_normalized	true
native/allowlist_sha256	d1fe4ac1c7cbe5525af65bde48cc4309870c01e4d474785f2cf0cda3d2639480
native/noise_order	mgv7_np_terrain_base,mgv7_np_terrain_alt,mg_biome_np_heat,mg_biome_np_humidity,mg_biome_np_heat_blend,mg_biome_np_humidity_blend
native/noise_sha256	5a1183a0db4dcbf7c2fce382e907660bfd26e53325d370f62a2d9e78c04d8738
native/ore_order_sha256	80b2db6b396142335ac8b764525b301191b6139ebf7058fd802c11d7b64b5026
p9g/root_pair	accepted/fixed_or_protected
p9g/runtime_accepted_no_ledger	1/183/0/-2/35
production/commit_calls	1/0/1/0
production/emerged_vector_normalized	true
production/owner_transaction	applied_cl/0
production/readonly_halo_ignore_preserved	true
production/replay_metrics	2/0/2/0
production/runtime_proof_material	omitted/0/0
projection/stage_a_sha256	e4e95c28fac53bd11800194dfe56fbe2c0cb53f705fda809f2ee05a947815130
projection/stage_b_sha256	1012058c27d7f63ceb7287890929c34d52e188eee6d8cda5fa4852afcd3ecbe9
registration/default_alias_count	26
registration/mob_projection_sha256	0787a020ab03c2e33c33c1687cee62332f1b1323235f0e4d87345da0b2b3f916
registration/mob_spawn_population	42/45/2/9
registration/trader_projection_sha256	091153dfbf4f52bc0a3adac48f94647d9ab7a59fc35d8cdabaf6ce8a66814ee2
runtime/bounded_build	3/1/1/3/3/3/3
runtime/r5_r6_selectors	zones/1/r5/1/settlement/1/missing_fail_closed
runtime/r6_template_planner	true/true/16384/65536
runtime/zones_anchor	anchor_008/8/0/36/-1500
runtime/zones_sample_sha256	4d398a6515b9d70b0a0a1f291cddcfddf0d625f5cb01b6c0d5ec03705b08f602
schema	grug_wp40_r7_micro_kat_v1
source/changed_production_lua_count	15
source/changed_production_lua_sha256	894fedd1cfc67b1cf13b3c0cec1184bd90acd569fbbe505001cad2299fb032d6
source/executed_module_count	15
source/executed_module_roster_sha256	3767d7d2e844947784ca86ed2dbd74ccf3b43d69c2684b0d2d9dd348acee6de6
template/engine_vector_normalized	true
output_sha256	14f686f8c7a3deedd812c2877540df205b6dbcfb64d798d6fd6a652cd8c5e18d
