schema	grug_wp40_quality_final_micro_v1
schema	grug_wp40_tree_slice_micro_kat_v1
asset_sha256	3d91afa7dd3fbf6d15c295716af5409d3d77b0dff1464d623ef91433fdfd508f
pine_rotation	1
pine_source_slices	1100001110111111
pine_destination_y	5,6,7,8,9,10,11,12,13,14,15
probability_calls_sha256	f200ee32e8e3c8e8940ff671b2987937647a80fda8a16d14585b9c90a0eb0f7e
evidence_reserved	400/8
synthetic_destination	5,6,7/node_gap_at_6_x18
live_result	applied_cl
digest	fdfb2f0db29461ae9ccc98d4bb0602034f9a176143fad00fdb502dd45f017ff5
prepared_hash	all_domains/0_7_29/binary/bounds/immutable/cache_cap/errors
root_heap	0/1/4096/partial/reuse/binary/ties/permutation
schema	grug_wp40_resource_rank_diff_v1
mode	compact
status	applied_c
cases	H0/H1/H4096/B0/normal/equal/own_claim/short_frontier/exhausted
h4096	4096/1
b0	1/0/0
own_claim	6/0
short_frontier	3/1
exhausted	0/6/6
raw_calls	4129
root_calls	4117
raw_framing_sha256	366c7fa0da38151a25f351ee674a4d3a164c0dcd57922428976e496135a9f08c
vm_canonical_sha256	7057df670ef13249f652eb2c7ac102821ab2d6fb5fd4e2fe12685b077485aff1
digest	ca6f87d02314068a603f31ba81a9bd6cc9ad05f17549a710a945e1beece61a65
schema	grug_wp40_quality_surface_v2
grug_badlands	3
grug_badlands_east	3
grug_beach	1
grug_blight	3
grug_bone_forest	3
grug_crags	2
grug_crags_snowy	3
grug_deep_forest	4
grug_deep_jungle	4
grug_elf_forest	4
grug_jungle_edge	4
grug_jungle_fringe	4
grug_meadows	4
grug_pine_hills	4
grug_savanna	4
grug_swamp	1
samples	1296
seed_differences	412
slope_changes	36
output_sha256	d71250fe22bd5def68aed6ff61c7dec215b48e729ba4ebbb7fe7ef33313248fa
schema	grug_wp40_biome_cover_fixture_v1
checks	225024
variant_templates	14
variant_simple	66
thinned	347
candidates_sha256	9c96826b6bc08c07a28e934d79f902f46ab57b7786d9de5a13a5b12cf662b5be
grug_wp40_simple_map_height_v3
preferred	40
preferred	10
preferred	50
edge	28	52	40	40
edge	infeasible			
edge	-9	19	-5	15
schema	grug_wp40_quality_caves_v1
synthetic_entrance	73/118/-1470/1/0
ordered_population	93
cache_evictions	233
actual	compact
cross_slice	compact
vendor_current_version	PASS	player-appearance,book,chest,creative,torch,stairs,furnace,mob-reload,mob-reset-reload,mount
schema	grug_fresh_server_materials_fixture_v1
vendor_registrations	53_removed
storage_derivatives	22_canonical
material_aliases	0
recipe_inputs	canonical
handoff	validated
result	pass
grug_wp40_simple_map_height_v3
reference	50	capital_natural_core_feasible	0
reference	57	capital_natural_core_minimax_route_min	30
reference	-20	capital_natural_core_feasible	0
terrace	57
terrace	65
terrace	-8
grade	5	6	6	5
authority/protection	pre_closed/post_open/hard/prior/bypass/empty
authority/rare_route_sha256	908db2b9aa84a0eb68f10ea06199ecbb8875a5c0d83908cbd7e6c95956868ca9
authority/start	200/21/-200
