kind	name	count	total	min	max	mean
metric	plan_us	16	3867637	145020	358247	241727.312
metric	writer_us	16	4158692	182304	414310	259918.250
metric	total_us	16	8026329	404050	612308	501645.562
metric	columns	16	102400	6400	6400	6400.000
metric	candidate_cells	16	784	49	49	49.000
metric	candidates	16	2189	0	472	136.812
metric	r5_runs	16	390376	6400	25790	24398.500
metric	vm_get_emerged_area_us	16	31	1	3	1.938
metric	vm_get_data_us	16	64408	3806	4091	4025.500
metric	vm_get_param2_data_us	16	64420	3806	4086	4026.250
metric	vm_get_light_data_us	16	134964	8081	9244	8435.250
metric	vm_set_data_us	16	114178	6941	7280	7136.125
metric	vm_set_param2_data_us	16	41798	0	7114	2612.375
metric	vm_set_lighting_us	16	2507	128	215	156.688
metric	vm_calc_lighting_us	16	70174	785	6552	4385.875
metric	vm_set_light_data_us	16	111132	6754	7195	6945.750
metric	vm_update_liquids_us	16	15136	919	1046	946.000
writer_result	applied_clq	10	-	-	-	-
writer_result	applied_cplq	6	-	-	-	-
callbacks	all	16	-	-	-	-
