kind	name	count	total	min	max	mean
metric	plan_us	10	3266531	118395	471265	326653.100
metric	writer_us	10	3513961	224074	507381	351396.100
metric	total_us	10	6780492	472161	978646	678049.200
metric	columns	10	64000	6400	6400	6400.000
metric	candidate_cells	10	490	49	49	49.000
metric	candidates	10	3996	0	1431	399.600
metric	r5_runs	10	199785	0	25600	19978.500
metric	vm_get_emerged_area_us	10	20	1	3	2.000
metric	vm_get_data_us	10	41014	4056	4340	4101.400
metric	vm_get_param2_data_us	10	41066	4052	4328	4106.600
metric	vm_get_light_data_us	10	75980	0	9212	7598.000
metric	vm_set_data_us	10	71825	6929	7254	7182.500
metric	vm_set_param2_data_us	10	14165	0	7084	1416.500
metric	vm_set_lighting_us	10	1257	0	151	125.700
metric	vm_calc_lighting_us	10	34596	0	6608	3459.600
metric	vm_set_light_data_us	10	63051	0	7175	6305.100
metric	vm_update_liquids_us	10	8302	0	1010	830.200
writer_result	applied_clq	7	-	-	-	-
writer_result	applied_c	1	-	-	-	-
writer_result	applied_cplq	2	-	-	-	-
callbacks	all	10	-	-	-	-
