# grug_wp13_highcourt_field_v1 reach=250 anchor=0,40,-1500
# z	heights(x=-reach..reach)	land(1=land)
-250	47 47 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 45 45 45 45 45 45 45 45 45 45 44 44 44 44 44 44 44 44 44 44 44 44 44 44 45 45 45 45 45 45 45 45 45 45 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 45 44 44 42 40 39 38 38 37 36 36 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 31 36 36 37 38 38 39 40 42 44 44 46 47 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 47 47 47 47 46 46 46 46 46 45 45 44 44 44 44 44 44 44 44 44 44 44 44 44 43 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 45 46 46 46 46 46 46 46 46 46 46 47 48 47 47 47 47 47 47 47 48 48 47 46 46 46 46 46 46 46 46 46 46 46 46 45 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 45 46 46 46 46 46 46 46 46 46 47 48 48 48 48 49 49 49 49 49 50 50 50 50 50 50 50 50 50 50 50 50 50 51 51 51 52 52 52 52 52 52 52 52 51 51 51 51 51 51 51 51 51 51 51 52 52 52 52 52 52 53 54 54 54 54 54 54 54 54 54 54 54 54 54 55 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 55 54 54 54 53 53 53 53 53 52 52 52 52 51 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 51 51 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 53 53 53 53 54 54 54 54 54 54 54 54 54 54 55 55 56 56 56	111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000000000000000000000000000000000000000000000000000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
-249	47 47 47 47 47 46 46 46 46 46 46 46 46 46 46 46 46 46 46 45 45 46 46 46 46 46 45 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 45 45 45 45 45 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 45 44 46 44 44 42 40 39 38 38 37 37 36 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 36 36 37 37 38 39 40 42 42 44 46 46 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 47 47 47 47 47 47 46 47 47 45 45 45 45 45 45 45 46 46 46 44 44 44 44 44 44 44 44 44 43 43 43 43 43 43 43 44 44 44 44 44 44 44 44 44 45 45 46 46 46 46 46 46 46 46 46 47 47 47 48 48 48 48 48 47 47 47 47 46 46 46 46 46 46 46 46 46 46 46 45 45 44 44 44 44 44 44 44 44 45 45 45 45 45 45 45 45 45 46 46 46 46 47 47 47 47 47 47 48 48 48 49 49 50 50 50 50 50 50 50 50 50 50 50 50 50 50 51 51 51 51 52 52 52 52 52 52 52 52 52 52 52 52 51 51 51 51 51 51 51 51 52 52 52 52 52 52 52 53 53 53 53 53 53 53 53 53 54 54 54 54 54 55 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 55 55 55 55 54 54 54 53 52 52 52 52 52 52 52 52 51 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 51 51 51 52 52 52 52 52 52 52 51 51 52 52 52 52 52 52 52 52 52 52 53 54 54 54 54 54 54 54 54 54 54 54 55 56 56 56 56	111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
-248	48 47 47 48 47 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 45 45 45 45 45 45 45 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 45 45 45 45 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 45 44 44 43 42 42 40 40 38 38 37 37 36 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 36 37 37 38 38 40 40 42 44 44 46 47 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 46 46 47 46 46 46 46 46 46 46 47 47 46 45 45 45 44 44 44 44 44 44 44 44 44 43 42 42 43 43 44 44 44 44 44 44 44 44 44 45 46 46 46 46 46 46 46 46 46 46 46 47 47 47 47 47 47 47 46 46 46 46 46 46 46 46 46 46 46 46 46 45 45 45 45 45 45 45 45 45 45 45 45 46 46 46 46 46 46 46 46 46 46 46 46 47 48 48 48 48 48 48 48 48 49 50 50 50 50 50 50 50 50 50 51 51 51 51 51 51 51 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 53 53 54 54 54 54 54 55 55 55 55 55 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 55 55 55 55 54 54 54 54 54 54 53 52 52 52 52 52 52 52 52 51 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 51 51 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 53 54 54 54 54 54 54 54 54 54 55 55 55 55 55 56 56	111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
-247	47 48 47 48 47 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 45 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 43 43 43 43 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 45 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 45 44 43 42 42 40 40 39 38 37 37 36 36 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 36 36 37 38 38 39 40 42 44 44 45 46 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 45 44 44 44 44 44 44 44 44 43 43 42 42 42 43 43 44 44 44 44 44 44 44 44 45 46 46 46 46 46 46 46 46 46 46 46 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 47 48 48 48 48 48 48 48 49 49 49 50 50 50 50 50 50 50 50 51 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 53 54 54 54 54 54 54 54 54 54 54 55 55 55 55 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 55 55 55 55 55 55 54 54 54 54 53 53 53 53 52 52 52 52 52 51 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 51 51 51 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 53 53 53 54 54 54 54 54 54 54 55 56 56 55 56 56 56	111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
-246	48 48 47 47 47 46 46 46 46 46 46 46 46 46 46 46 46 45 45 45 45 45 44 44 44 44 44 44 44 44 44 44 44 44 43 43 43 43 43 42 42 43 43 43 43 43 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 45 45 45 45 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 45 44 44 42 40 39 38 38 38 37 36 36 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 36 36 37 37 38 39 40 42 42 44 46 46 48 48 48 48 48 48 48 48 48 48 48 48 48 49 49 49 49 49 49 49 48 48 48 48 48 48 48 48 47 46 46 46 46 46 46 46 46 46 47 46 46 46 46 45 45 44 44 44 44 44 44 44 43 43 43 43 43 43 43 44 44 44 44 44 45 45 45 45 45 46 46 46 46 46 46 46 46 46 46 47 48 48 48 48 48 48 48 48 48 48 48 48 48 47 46 46 46 46 46 46 46 46 46 46 46 45 45 45 45 45 46 46 46 46 46 46 46 46 46 46 46 46 46 47 48 48 48 48 48 48 48 49 50 50 50 50 50 50 50 50 50 50 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 53 53 54 54 54 54 54 54 54 54 54 54 54 54 54 55 55 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 56 55 54 54 54 54 54 54 54 53 52 52 52 52 52 51 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 49 49 49 49 49 49 50 50 50 50 50 50 50 50 50 50 50 50 51 51 52 52 52 52 52 51 51 51 52 52 52 52 52 52 52 52 52 53 54 54 54 54 54 54 54 55 56 56 56 56 56 56	111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000000000000000000000000000000000000000000000000000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
-245	48 48 48 47 46 46 46 46 46 46 46 46 46 46 46 45 45 45 44 44 44 44 44 44 44 44 44 44 44 44 44 43 43 43 43 42 42 42 42 42 42 42 42 42 42 43 43 43 43 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 45 45 45 45 46 46 46 46 46 46 46 46 46 46 46 46 46 45 44 44 44 42 40 39 38 38 37 37 37 36 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 36 37 37 38 38 40 40 42 44 46 46 47 48 48 48 48 48 48 48 48 48 49 49 49 49 49 50 50 50 50 50 49 49 49 49 49 48 48 48 48 47 46 46 46 46 46 46 46 46 46 47 46 46 46 46 46 45 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 45 46 46 45 45 46 46 46 46 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 46 46 46 46 46 46 46 46 46 46 45 45 44 44 44 45 45 46 46 46 46 46 46 46 46 46 46 46 46 47 48 48 48 48 48 48 48 49 49 49 49 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 51 51 51 51 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 53 53 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 55 55 56 56 56 56 56 56 56 56 56 56 56 56 56 56 55 55 55 55 56 56 56 55 54 54 54 54 53 53 53 53 52 52 52 52 52 51 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 49 49 49 49 49 49 49 48 48 48 48 49 49 49 49 49 50 50 50 50 50 50 50 50 50 51 51 51 51 51 51 51 50 51 51 52 52 52 52 52 52 52 52 53 54 54 54 54 54 54 54 55 55 55 56 56 56 56	111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000000000000000000000000000000000000000000000000000000000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
-244	48 47 47 47 46 46 46 46 46 46 46 46 45 45 45 45 44 44 44 44 44 44 43 43 43 43 43 43 44 44 43 43 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 43 43 43 43 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 45 45 45 45 46 46 46 46 46 46 46 46 46 46 44 44 43 42 40 40 38 38 37 37 36 36 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 36 36 37 38 38 39 40 42 44 46 46 47 48 48 48 48 48 48 48 48 48 48 49 50 50 50 50 50 50 50 50 50 50 50 50 50 49 49 49 49 49 47 46 46 46 46 46 46 46 46 46 47 47 46 46 46 46 45 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 45 46 46 46 46 46 46 46 46 47 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 47 46 46 46 46 46 46 46 46 46 46 45 45 44 44 44 44 44 45 45 46 46 46 46 46 46 46 46 46 46 46 47 48 48 48 48 48 49 49 49 49 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 51 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 53 53 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 55 55 55 56 56 56 56 56 56 56 56 56 56 55 55 55 54 54 55 55 55 54 54 54 54 54 54 53 52 52 52 52 52 52 52 52 51 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 49 49 49 49 49 49 49 48 48 48 48 48 48 48 48 48 48 48 48 48 48 49 49 49 49 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 51 51 52 52 52 52 52 52 52 53 53 53 53 54 54 54 54 54 54 55 56 56 56 56	111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
-243	48 47 47 47 47 46 46 46 46 46 46 45 45 44 44 44 44 44 44 44 44 43 43 42 42 42 42 43 43 43 43 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 43 43 43 43 43 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 45 45 45 45 46 46 46 46 46 46 45 44 43 42 42 40 39 38 37 37 36 36 36 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 36 36 37 37 38 39 40 42 44 44 46 47 47 47 47 48 48 48 48 48 48 49 49 49 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 49 47 47 47 46 46 46 46 46 46 46 46 47 46 46 46 46 45 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 45 45 46 46 46 46 46 46 46 47 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 47 47 46 46 46 46 46 46 46 46 46 46 45 44 44 44 44 44 44 44 45 46 46 46 46 46 46 47 47 47 47 47 47 48 48 48 48 48 49 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 51 51 51 51 51 51 51 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 53 53 53 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 55 55 55 55 55 55 55 55 55 55 55 55 54 54 54 54 54 54 54 54 53 53 53 53 53 53 52 52 52 51 52 52 52 52 51 50 50 50 50 50 50 50 50 50 50 50 50 50 50 49 49 49 49 49 49 50 50 50 50 49 49 49 49 49 49 49 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 49 49 49 50 50 50 50 50 50 50 50 50 50 50 50 50 50 51 51 52 52 52 52 52 52 52 52 52 53 54 54 54 54 54 54 55 56 56 56 56	111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
-242	48 48 48 48 47 46 46 46 46 45 45 45 44 44 44 44 44 44 44 43 43 43 42 42 42 42 42 42 42 42 42 42 42 42 41 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 43 43 43 43 43 43 43 43 44 44 44 44 44 44 44 44 44 44 44 44 45 45 45 46 46 46 44 44 44 42 42 40 39 38 38 37 36 36 36 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 36 36 37 37 38 38 40 40 42 44 45 46 48 48 47 47 48 48 48 48 48 48 49 50 49 49 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 48 46 46 46 46 46 46 46 46 46 46 47 46 46 46 46 45 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 45 46 46 46 46 46 46 46 47 47 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 47 46 46 46 46 46 46 46 46 46 46 45 45 44 44 44 44 44 44 44 45 46 46 46 46 46 46 47 48 48 48 48 48 48 48 48 48 48 49 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 51 51 51 51 52 52 52 51 51 51 51 52 52 52 52 52 52 52 52 52 52 52 52 52 52 53 53 53 53 53 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 53 53 52 52 52 52 52 52 52 52 51 51 51 51 51 51 50 50 50 50 50 50 50 50 50 50 50 50 50 49 49 48 48 48 48 49 49 49 49 49 49 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 49 49 49 50 50 50 49 49 49 49 49 50 50 50 50 50 51 51 52 52 52 52 52 52 52 52 53 53 53 54 54 54 55 55 55 55 56 57	111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000000000000000000000000000000000000000000000000000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
-241	48 48 47 47 47 46 46 46 45 45 44 44 44 44 44 44 44 43 43 43 42 42 42 42 42 42 42 42 42 42 42 42 41 41 41 41 41 41 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 43 43 43 43 43 43 43 43 43 43 44 44 44 44 44 45 45 45 44 44 42 42 42 40 40 38 38 37 37 36 36 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 36 37 37 38 38 39 40 42 44 44 46 46 48 48 48 48 48 48 48 48 48 48 49 49 49 49 50 50 50 50 50 50 50 50 50 50 50 50 50 49 49 49 49 48 47 47 46 46 46 46 46 46 46 46 47 46 46 46 46 45 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 45 46 46 46 46 46 46 46 46 47 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 47 46 46 46 46 46 46 46 46 46 46 45 44 44 44 44 44 44 44 44 45 45 46 46 46 46 46 47 47 47 47 47 47 47 48 48 48 48 49 49 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 51 52 52 51 51 51 51 51 51 51 51 52 52 52 52 52 52 52 52 52 52 53 53 53 53 53 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 53 52 52 52 52 52 52 52 52 52 51 50 50 50 50 50 50 50 50 50 50 49 49 49 49 49 49 49 49 49 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 49 49 49 49 49 48 48 48 49 49 50 50 50 50 50 51 51 52 52 52 52 52 52 52 52 52 53 53 54 54 55 56 56 56 56 57	111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000000000000000000000000000000000000000000000000000000000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
