kind	name	count	total	min	max	mean
metric	plan_us	10	3558011	120720	516293	355801.100
metric	writer_us	10	25270493	196782	18065276	2527049.300
metric	total_us	10	28828504	322069	18516048	2882850.400
metric	columns	10	64000	6400	6400	6400.000
metric	candidate_cells	10	490	49	49	49.000
metric	candidates	10	4164	0	1459	416.400
metric	r5_runs	10	211426	0	25600	21142.600
metric	vm_get_emerged_area_us	10	26	2	4	2.600
metric	vm_get_data_us	10	39159	3884	3975	3915.900
metric	vm_get_param2_data_us	10	39175	3865	4222	3917.500
metric	vm_get_light_data_us	10	71054	0	8243	7105.400
metric	vm_set_data_us	10	69732	6832	7120	6973.200
metric	vm_set_param2_data_us	10	13539	0	6796	1353.900
metric	vm_set_lighting_us	10	2023	0	667	202.300
metric	vm_calc_lighting_us	10	37821	0	6697	3782.100
metric	vm_set_light_data_us	10	60991	0	6993	6099.100
metric	vm_update_liquids_us	10	8637	0	1061	863.700
writer_result	applied_c	1	-	-	-	-
writer_result	applied_clq	7	-	-	-	-
writer_result	applied_cplq	2	-	-	-	-
callbacks	all	10	-	-	-	-
