kind	name	count	total	min	max	mean
metric	plan_us	15	3623929	152575	352380	241595.267
metric	writer_us	15	3637883	204678	277225	242525.533
metric	total_us	15	7261812	405225	601633	484120.800
metric	columns	15	96000	6400	6400	6400.000
metric	candidate_cells	15	735	49	49	49.000
metric	candidates	15	3678	0	944	245.200
metric	r5_runs	15	383953	25440	25779	25596.867
metric	vm_get_emerged_area_us	15	37	2	6	2.467
metric	vm_get_data_us	15	65835	4343	4609	4389.000
metric	vm_get_param2_data_us	15	65791	4347	4605	4386.067
metric	vm_get_light_data_us	15	130335	8368	9216	8689.000
metric	vm_set_data_us	15	110276	7286	7591	7351.733
metric	vm_set_param2_data_us	15	42887	0	7235	2859.133
metric	vm_set_lighting_us	15	2349	128	217	156.600
metric	vm_calc_lighting_us	15	68119	2993	6972	4541.267
metric	vm_set_light_data_us	15	106881	6853	7307	7125.400
metric	vm_update_liquids_us	15	14585	923	1127	972.333
writer_result	applied_clq	9	-	-	-	-
writer_result	applied_cplq	6	-	-	-	-
callbacks	all	15	-	-	-	-
