schema	grug_wp40_r7_frontier_access_ledger_v2
acceptance_scope	7_seed_stratified_static_frontier_successor_only
seed_population	7
seed_slots	1,6,11,17,22,27,32
owner_population_per_seed	458
case_population	3206
column_visit_population	20518400
roster_sha256	6c52c5aa90b21ff21f5d5b695c5b50adcc2c329a5722362f37e82dde11718341
seed	1	frontier_access_operation	wp33_crimson_lotus_source_v1	186	-19	2990	219	-291	front_stormscale_summit	grug_deep_jungle	throng	51-60	0a08a2e6a68611a32051f07f3f45d6c373aa62226f5dd6699c342628075434e6	0	0	0	0	0	0	0	0	0	settled_owner	169	0	0	4	0	0	19200	184	0	-2	35	2	0	21504	true	accepted
seed	1	frontier_access_operation	wp33_wild_cocoa_source_v1	185	-18	2972	217	-286	front_stormscale_summit	grug_deep_jungle	throng	51-60	00218455379bd60d4ec8f1c2876cb2ca9e13981effe7a3e20fa4704c54dabf79	0	0	0	0	0	0	0	0	0	settled_owner	169	0	0	4	0	0	19200	194	0	-2	35	12	0	24064	true	accepted
seed	1	frontier_access_operation	wp33_crimson_lotus_source_v1	187	-18	2998	219	-286	front_stormscale_summit	grug_deep_jungle	throng	51-60	00da021305b449946bfd010fed12022f1ad4da8965991a1827c807aefdae7661	0	0	0	0	0	0	0	0	0	settled_owner	169	0	0	4	0	0	19200	184	0	-2	35	2	0	21504	true	accepted
seed	1	frontier_access_operation	wp33_crimson_lotus_source_v1	186	-18	2991	218	-282	front_stormscale_summit	grug_deep_jungle	throng	51-60	035013dd6ce15f47ac88ba64c71e34a39cb24622641435f3db11fc473e621bff	0	0	0	0	0	0	0	0	0	settled_owner	169	0	0	4	0	0	19200	184	0	-2	35	2	0	21504	true	accepted
seed	1	frontier_access_operation	wp33_wild_cocoa_source_v1	187	-18	2995	217	-282	front_stormscale_summit	grug_deep_jungle	throng	51-60	029988dad60bc8df1f6825151a199ac3f860c76d44fdecf9d2d24e1e721b6b71	0	0	0	0	0	0	0	0	0	settled_owner	169	0	0	4	0	0	19200	194	0	-2	35	12	0	24064	true	accepted
seed	1	frontier_access_operation	wp33_wild_cocoa_source_v1	190	-20	3042	225	-312	front_stormscale_summit	grug_deep_jungle	throng	51-60	00670c2cd0b410b52ddda5252dd6b1cc8ac66201f15a96a08ff36af293503e98	0	0	0	0	0	0	0	0	0	settled_owner	169	0	0	4	0	0	19200	194	0	-2	35	12	0	24064	true	accepted
seed	1	frontier_access_operation	wp33_crimson_lotus_source_v1	191	-19	3057	223	-292	front_stormscale_summit	grug_deep_jungle	throng	51-60	00c203666d4d519a41007c21f4cf2089c5e08557a09bbcb14c249e3bda1300e6	0	0	0	0	0	0	0	0	0	settled_owner	169	0	0	4	0	0	19200	184	0	-2	35	2	0	21504	true	accepted
seed	1	frontier_access_operation	wp33_crimson_lotus_source_v1	192	-18	3077	222	-276	front_stormscale_summit	grug_deep_jungle	throng	51-60	00b6bbd3a81b3f95b0da42942cf6038d373d8f03f6fe026205b3a3bfbbec3258	0	0	0	0	0	0	0	0	0	settled_owner	169	0	0	4	0	0	19200	184	0	-2	35	2	0	21504	true	accepted
seed	1	frontier_access_operation	wp33_wild_cocoa_source_v1	191	-18	3058	220	-273	front_stormscale_summit	grug_deep_jungle	throng	51-60	02590923b2ab948273d4ec447bf3e53dc5b658c21bfa08cc66a482b44de4ef39	0	0	0	0	0	0	0	0	0	settled_owner	169	0	0	4	0	0	19200	194	0	-2	35	12	0	24064	true	accepted
seed	1	frontier_access_operation	wp33_wild_cocoa_source_v1	193	-20	3094	227	-305	front_stormscale_summit	grug_deep_jungle	throng	51-60	00386fe8563330a5f7fb277a2cd6f8f9f370fa5d2ac360e49d1589fea313fcb5	0	0	0	0	0	0	0	0	0	settled_owner	169	0	0	4	0	0	19200	194	0	-2	35	12	0	24064	true	accepted
