schema	grug_wp40_simple_map_r2_artifact_v2
layout_id	wp40-simple-map-v1d
layout_revision_id	wp40-simple-map-v1e
source_schema	grug_wp40_simple_map_source_v2
seed	0
input_sha256	mods/MAPGEN/grug_mapgen/wp40/schemas.lua	1f3825d1b77972637c850fad32a56a3a0fe08962b14b6c1b107846b7b0004166
input_sha256	mods/MAPGEN/grug_mapgen/wp40/canonical.lua	28022454cadac7aba838873c955ce4ab5c96ff995efef2bc729490b309935716
input_sha256	mods/MAPGEN/grug_mapgen/wp40/deterministic.lua	ddf478e4fc0714a0551325e88550ef900e86e318091e11938b82ab51542275e9
input_sha256	mods/MAPGEN/grug_mapgen/wp40/source/simple_map.lua	5d4e2726dabbb900e47e7a8bef2a225011e6b003f48de485f752cde88fc7c17f
input_sha256	mods/MAPGEN/grug_mapgen/wp40/simple_map.lua	55e507a6e5b2d73bf23233d9ab5e515ad150dbce77c6dc6c158a6133f4e27dfc
input_sha256	tools/wp40/simple_map_offline.lua	4f3c30b4583e8fb32511059b0d8c6c80a1dd505d17995594c2be1492d6479d96
input_sha256	tools/wp40/simple_map_r2_test.lua	5639774cb6097749da34227c81d8a4b2a0277442ad11709bd49cc50af0abf1de
input_sha256	tools/wp40/simple_map_r2_metadata.lua	8833cb01e74d1ccb78d8df078c3f5894dd21447684920d600844c375e5aa7be7
input_sha256	tools/wp40/simple_map_r2_cores.lua	9cea824e88b77161dac47e2cd95ae2a2715011659f4869ceb2e339e8bb95a0c2
input_sha256	tools/wp40/simple_map_r2_water.lua	12e9439815c8ed3de88a665085177135c720a2a08ffeece91fe9d5f7fda27657
input_sha256	tools/wp40/simple_map_r2_routes.lua	5ace22393bdecb004ac1e9a6737785a3f45d65c07742ea29e8751ceed63f860e
input_sha256	tools/wp40/simple_map_r2_grid.lua	fae57e03f84b759b1b48a81111e32ac9bcc6bd525073319c722220291f58b365
input_sha256	tools/wp40/simple_map_r2_housing.lua	8f2ebbd9c09ddd519a29d6a1ca14c888a25dab1c9a14a9c5c482d2970618aedd
input_sha256	tools/wp40/simple_map_r2_contacts.lua	b4421238bf4fb82ced4f4f2cd3b02c5bd9ae6532055ab327603121bdd6f668f6
input_sha256	tools/wp40/run_simple_map_r2.sh	a1ad706d0e93183577fe7968201944364c06dee420129ece6a0f2f21158a5c7c
canonical_kat_sha256	cd50b0b18e4535c600051b10991b2a867e654e717901a089e15655848eebb882
difficulty_lattice_sha256	0ec24ea13e87afd8a769d326abbc4016a458a564d28c7315d9506158386af15d
evidence_sha256	anchor_migration_tsv	1295af991c3896d44089511830f3727a284af98be0510d581ea89afe3f11c1fb
evidence_sha256	anchor_migration_extractor	88eb31fb6a7e32d054314aed1dcd9d12a3197422daa9c2971d8f5abf78d548e1
evidence_sha256	baseline_diagnosis_tsv	1c7444c57fd1a95c11f37b46789ae29c21ab6532e1b4ac596675fc3086ec4bed
evidence_sha256	baseline_diagnosis_tool	dae67d15e59549cac6491532d148f7da7237f9f0a47a110da16a7f805e109479
warp	cell	256
warp	maximum	60
warp	max_horizontal_x	119
warp	max_horizontal_z	119
warp	max_vertical_x	117
warp	max_vertical_z	118
warp	min_x	-3740
warp	max_x	3740
warp	min_z	-3340
warp	max_z	3340
warp	min_ix	-16
warp	max_ix	15
warp	min_iz	-15
warp	max_iz	14
warp_proof_sha256	c3f65198e1f46c1061f52d05743d5cb60a8b14609dcf8a1f78f1a634396e38ec
validator	metadata	grug_wp40_simple_map_r2_metadata_v1	true	0
metadata_count	anchor_profiles	17
metadata_count	anchors	100
metadata_count	authored_fixed_anchors	16
metadata_count	claim_exclusion_recipes	5
metadata_count	claim_exclusions	314
metadata_count	coastal_housing_cores	4
metadata_count	hard_protection	42
metadata_count	hard_protection_recipes	4
metadata_count	housing_masks	10
metadata_count	hydrology	25
metadata_count	hydrology_interfaces	15
metadata_count	hydrology_profiles	11
metadata_count	hydrology_transition_profiles	6
metadata_count	landmarks	70
metadata_count	layout_fixed_anchors	84
metadata_count	logical_biomes	16
metadata_count	relief_profiles	6
metadata_count	zones	38
coastal_core	coastal_core_copperfell	2	-2500	-2201	-2500	-1901	300	600	180000	160679	160679	160679	160679	160679	81254
coastal_core	coastal_core_starbough	12	2200	2499	-2500	-1901	300	600	180000	160679	160679	160679	160679	160679	81254
coastal_core	coastal_core_mournfen	18	-2521	-2220	1900	2499	302	600	181200	161607	161607	161607	161607	161607	81982
coastal_core	coastal_core_raincall	28	2200	2499	1900	2499	300	600	180000	160679	160679	160679	160679	160679	81254
reflection	ordinary_land_primitives_and_bays	9	9	false	1
anchor_2d	anchor_001	1	start	start	authored_fixed	0	-1800	-2550
anchor_2d	anchor_002	6	start	start	authored_fixed	0	0	-2550
anchor_2d	anchor_003	11	start	start	authored_fixed	0	1800	-2550
anchor_2d	anchor_004	17	start	start	authored_fixed	0	-1800	2550
anchor_2d	anchor_005	22	start	start	authored_fixed	0	0	2550
anchor_2d	anchor_006	27	start	start	authored_fixed	0	1800	2550
anchor_2d	anchor_007	3	capital	capital_dwarf	authored_fixed	0	-1800	-1500
anchor_2d	anchor_008	8	capital	capital_human	authored_fixed	0	0	-1500
anchor_2d	anchor_009	13	capital	capital_elf	authored_fixed	0	1800	-1500
anchor_2d	anchor_010	19	capital	capital_undead	authored_fixed	0	-1800	1500
anchor_2d	anchor_011	24	capital	capital_orc	authored_fixed	0	0	1500
anchor_2d	anchor_012	29	capital	capital_troll	authored_fixed	0	1800	1500
anchor_2d	anchor_013	2	village_1	village	frozen_layout	2	-1868	-2036
anchor_2d	anchor_014	4	village_1	village	frozen_layout	3	-2404	-1576
anchor_2d	anchor_015	7	village_1	village	frozen_layout	1	-120	-2020
anchor_2d	anchor_016	9	village_1	village	frozen_layout	3	-924	-1556
anchor_2d	anchor_017	12	village_1	village	frozen_layout	1	1900	-2020
anchor_2d	anchor_018	14	village_1	village	frozen_layout	3	876	-1556
anchor_2d	anchor_019	18	village_1	village	frozen_layout	1	-1900	2020
anchor_2d	anchor_020	20	village_1	village	frozen_layout	1	-2380	1600
anchor_2d	anchor_021	23	village_1	village	frozen_layout	2	-88	2004
anchor_2d	anchor_022	25	village_1	village	frozen_layout	2	-868	1564
anchor_2d	anchor_023	28	village_1	village	frozen_layout	3	1876	2044
anchor_2d	anchor_024	30	village_1	village	frozen_layout	3	876	1604
anchor_2d	anchor_025	2	outpost_1	outpost	frozen_layout	1	-2100	-2100
anchor_2d	anchor_026	4	outpost_1	outpost	frozen_layout	1	-2300	-1250
anchor_2d	anchor_027	5	outpost_1	outpost	frozen_layout	3	-2074	-826
anchor_2d	anchor_028	5	outpost_2	outpost	frozen_layout	1	-1500	-450
anchor_2d	anchor_029	7	outpost_1	outpost	frozen_layout	3	176	-2026
anchor_2d	anchor_030	9	outpost_1	outpost	frozen_layout	2	-618	-1266
anchor_2d	anchor_031	10	outpost_1	outpost	frozen_layout	1	-350	-850
anchor_2d	anchor_032	10	outpost_2	outpost	frozen_layout	1	300	-450
anchor_2d	anchor_033	12	outpost_1	outpost	frozen_layout	1	2100	-2100
anchor_2d	anchor_034	14	outpost_1	outpost	frozen_layout	3	626	-1226
anchor_2d	anchor_035	15	outpost_1	outpost	frozen_layout	3	2376	-1326
anchor_2d	anchor_036	16	outpost_1	outpost	frozen_layout	2	1932	-566
anchor_2d	anchor_037	18	outpost_1	outpost	frozen_layout	1	-2100	2100
anchor_2d	anchor_038	20	outpost_1	outpost	frozen_layout	2	-2268	1234
anchor_2d	anchor_039	21	outpost_1	outpost	frozen_layout	2	-2018	834
anchor_2d	anchor_040	21	outpost_2	outpost	frozen_layout	2	-1468	434
anchor_2d	anchor_041	23	outpost_1	outpost	frozen_layout	3	176	2074
anchor_2d	anchor_042	25	outpost_1	outpost	frozen_layout	1	-650	1250
anchor_2d	anchor_043	26	outpost_1	outpost	frozen_layout	3	-374	874
anchor_2d	anchor_044	26	outpost_2	outpost	frozen_layout	3	276	474
anchor_2d	anchor_045	28	outpost_1	outpost	frozen_layout	2	2132	2084
anchor_2d	anchor_046	30	outpost_1	outpost	frozen_layout	2	682	1234
anchor_2d	anchor_047	31	outpost_1	outpost	frozen_layout	1	2400	1350
anchor_2d	anchor_048	32	outpost_1	outpost	frozen_layout	1	1900	550
anchor_2d	anchor_049	2	bandit_1	bandit_home	frozen_layout	2	-1568	-2066
anchor_2d	anchor_050	5	bandit_1	bandit_frontier	frozen_layout	3	-1824	-406
anchor_2d	anchor_051	7	bandit_1	bandit_home	frozen_layout	1	320	-1980
anchor_2d	anchor_052	10	bandit_1	bandit_frontier	frozen_layout	3	-24	-406
anchor_2d	anchor_053	12	bandit_1	bandit_home	frozen_layout	2	1632	-2066
anchor_2d	anchor_054	16	bandit_1	bandit_frontier	frozen_layout	3	1776	-406
anchor_2d	anchor_055	18	bandit_1	bandit_home	frozen_layout	1	-1600	2050
anchor_2d	anchor_056	21	bandit_1	bandit_frontier	frozen_layout	1	-1800	430
anchor_2d	anchor_057	23	bandit_1	bandit_home	frozen_layout	1	320	1980
anchor_2d	anchor_058	26	bandit_1	bandit_frontier	frozen_layout	2	32	414
