schema	grug_wp40_r7_stage_b_aggregate_v1
acceptance_scope	32_seed_stratified_4096_owner_sample
seed	1	schema	grug_wp40_r7_stage_b_receipt_v1
seed	1	seed_slot	1
seed	1	seed_identity	0
seed	1	production_r6_content_sha256	aa5d4f3204961e988996eb635737c106974e7a156280c050fef00bebce2826c6
seed	1	accepted_r6_projection_sha256	4ec12e8be5bdbf2c58b3d45afdf9d2bc3882b82483886f97d4cfcc03735f790f
seed	1	name_map_population	83
seed	1	cultural_name_map_population	6
seed	1	cultural_substitution_count	125
seed	1	inherited_cultural_access_count	12
seed	1	normalized_artifact_sha256	4ec12e8be5bdbf2c58b3d45afdf9d2bc3882b82483886f97d4cfcc03735f790f
seed	1	candidate_decisions_sha256	4ec12e8be5bdbf2c58b3d45afdf9d2bc3882b82483886f97d4cfcc03735f790f
seed	1	accepted_candidate_decisions_sha256	4ec12e8be5bdbf2c58b3d45afdf9d2bc3882b82483886f97d4cfcc03735f790f
seed	1	equal	true
seed	2	schema	grug_wp40_r7_stage_b_receipt_v1
seed	2	seed_slot	2
seed	2	seed_identity	1
seed	2	production_r6_content_sha256	aa5d4f3204961e988996eb635737c106974e7a156280c050fef00bebce2826c6
seed	2	accepted_r6_projection_sha256	14ac567dbc950fc48576c6be42079bbb8d896b2384e8f7ecfbd4229767d730a8
seed	2	name_map_population	83
seed	2	cultural_name_map_population	6
seed	2	cultural_substitution_count	94
seed	2	inherited_cultural_access_count	12
seed	2	normalized_artifact_sha256	14ac567dbc950fc48576c6be42079bbb8d896b2384e8f7ecfbd4229767d730a8
seed	2	candidate_decisions_sha256	14ac567dbc950fc48576c6be42079bbb8d896b2384e8f7ecfbd4229767d730a8
seed	2	accepted_candidate_decisions_sha256	14ac567dbc950fc48576c6be42079bbb8d896b2384e8f7ecfbd4229767d730a8
seed	2	equal	true
seed	3	schema	grug_wp40_r7_stage_b_receipt_v1
seed	3	seed_slot	3
seed	3	seed_identity	2
seed	3	production_r6_content_sha256	aa5d4f3204961e988996eb635737c106974e7a156280c050fef00bebce2826c6
seed	3	accepted_r6_projection_sha256	1958ad7524da6b8264d30e63f597772cc5ffec8fa494615668bea65755a93ff3
seed	3	name_map_population	83
seed	3	cultural_name_map_population	6
seed	3	cultural_substitution_count	116
seed	3	inherited_cultural_access_count	12
seed	3	normalized_artifact_sha256	1958ad7524da6b8264d30e63f597772cc5ffec8fa494615668bea65755a93ff3
seed	3	candidate_decisions_sha256	1958ad7524da6b8264d30e63f597772cc5ffec8fa494615668bea65755a93ff3
seed	3	accepted_candidate_decisions_sha256	1958ad7524da6b8264d30e63f597772cc5ffec8fa494615668bea65755a93ff3
seed	3	equal	true
seed	4	schema	grug_wp40_r7_stage_b_receipt_v1
seed	4	seed_slot	4
seed	4	seed_identity	42
seed	4	production_r6_content_sha256	aa5d4f3204961e988996eb635737c106974e7a156280c050fef00bebce2826c6
seed	4	accepted_r6_projection_sha256	4e4372f2fbccbc5d25e5f167123ed397eadade1c8000379d4fe54e3f742cd970
seed	4	name_map_population	83
seed	4	cultural_name_map_population	6
seed	4	cultural_substitution_count	117
seed	4	inherited_cultural_access_count	12
seed	4	normalized_artifact_sha256	4e4372f2fbccbc5d25e5f167123ed397eadade1c8000379d4fe54e3f742cd970
seed	4	candidate_decisions_sha256	4e4372f2fbccbc5d25e5f167123ed397eadade1c8000379d4fe54e3f742cd970
seed	4	accepted_candidate_decisions_sha256	4e4372f2fbccbc5d25e5f167123ed397eadade1c8000379d4fe54e3f742cd970
seed	4	equal	true
seed	5	schema	grug_wp40_r7_stage_b_receipt_v1
seed	5	seed_slot	5
seed	5	seed_identity	1013
seed	5	production_r6_content_sha256	aa5d4f3204961e988996eb635737c106974e7a156280c050fef00bebce2826c6
seed	5	accepted_r6_projection_sha256	5f2848fde847ea5191cb36b04bf3e013d298e0b60f8dbc33dd86da255328eae2
seed	5	name_map_population	83
seed	5	cultural_name_map_population	6
seed	5	cultural_substitution_count	126
seed	5	inherited_cultural_access_count	12
seed	5	normalized_artifact_sha256	5f2848fde847ea5191cb36b04bf3e013d298e0b60f8dbc33dd86da255328eae2
seed	5	candidate_decisions_sha256	5f2848fde847ea5191cb36b04bf3e013d298e0b60f8dbc33dd86da255328eae2
seed	5	accepted_candidate_decisions_sha256	5f2848fde847ea5191cb36b04bf3e013d298e0b60f8dbc33dd86da255328eae2
seed	5	equal	true
seed	6	schema	grug_wp40_r7_stage_b_receipt_v1
seed	6	seed_slot	6
seed	6	seed_identity	20260812
seed	6	production_r6_content_sha256	aa5d4f3204961e988996eb635737c106974e7a156280c050fef00bebce2826c6
seed	6	accepted_r6_projection_sha256	9f9229d8b311a3bfdb576ed72e07108726f3b50be7d444976cef9835a9431bee
seed	6	name_map_population	83
seed	6	cultural_name_map_population	6
seed	6	cultural_substitution_count	129
seed	6	inherited_cultural_access_count	12
seed	6	normalized_artifact_sha256	9f9229d8b311a3bfdb576ed72e07108726f3b50be7d444976cef9835a9431bee
seed	6	candidate_decisions_sha256	9f9229d8b311a3bfdb576ed72e07108726f3b50be7d444976cef9835a9431bee
