schema	grug_wp40_r7_p9g_ledger_v1
acceptance_scope	32_seed_stratified_4096_owner_sample
seed	1	operation	wp33_corn_source_v1	-8	-185	-116	18	-2953	elandor_dawnmere_fields	grug_meadows	accord	1-10	00d5be0d7d429c14a844d78b88ab5a3f706b2ed0b421f729dc54fed43218be26	0	0	130	0	-1	12	99	0	7680	settled_owner	113	0	0	4	0	0	3328	130	0	-1	12	99	0	7680	false	insufficient_clearance
seed	1	operation	wp33_potato_source_v1	-9	-185	-135	18	-2945	elandor_dawnmere_fields	grug_meadows	accord	1-10	0507bbb8b3d3361a28905e39a28816bc81f7dca87165c4b93b730339e9a72123	0	0	0	0	0	0	0	0	0	settled_owner	113	0	0	4	0	0	3328	190	0	-2	35	8	0	23040	true	accepted
seed	1	operation	wp33_corn_source_v1	-11	-184	-164	19	-2942	elandor_dawnmere_fields	grug_meadows	accord	1-10	00af7253b291f558d854bbc16bbd806a64b7129554aec233f72a43e5aab1ff12	0	0	0	0	0	0	0	0	0	settled_owner	113	0	0	4	0	0	3328	183	0	-2	35	1	0	21248	true	accepted
seed	1	operation	wp33_corn_source_v1	-9	-184	-131	18	-2941	elandor_dawnmere_fields	grug_meadows	accord	1-10	0014524ee243ba9a278f09592059edccfc65d01ceeaa9be422765f4029eafe4b	0	0	0	0	0	0	0	0	0	settled_owner	113	0	0	4	0	0	3328	183	0	-2	35	1	0	21248	true	accepted
seed	1	operation	wp33_potato_source_v1	-10	-184	-154	19	-2939	elandor_dawnmere_fields	grug_meadows	accord	1-10	01d8e9c6cd4c26ce736d7048651e5028c2d71276b3af6292ea1700186ea8b8bf	0	0	0	0	-1	0	0	0	0	settled_owner	113	0	0	4	0	0	3328	0	0	-1	0	0	0	0	false	r6_occupancy
seed	1	operation	wp33_corn_source_v1	-10	-184	-148	18	-2936	elandor_dawnmere_fields	grug_meadows	accord	1-10	019063e3254abf43a41708952f1a9df9218a0f08a097279d73a85a92d6b66905	0	0	0	0	0	0	0	0	0	settled_owner	113	0	0	4	0	0	3328	183	0	-2	35	1	0	21248	true	accepted
seed	1	operation	wp33_corn_source_v1	-8	-184	-119	18	-2936	elandor_dawnmere_fields	grug_meadows	accord	1-10	02f3f8ac1199f215c7c24c7a52569e3d9c463e69f911b3858f3d4ce12963956c	0	0	0	0	0	0	0	0	0	settled_owner	113	0	0	4	0	0	3328	183	0	-2	35	1	0	21248	true	accepted
seed	1	operation	wp33_potato_source_v1	-11	-184	-169	19	-2933	elandor_dawnmere_fields	grug_meadows	accord	1-10	00a09aa1dc10f02750148ca9885616fe5d7d61282d07357d13c3a3e5b874c8b2	0	0	0	0	0	0	0	0	0	settled_owner	113	0	0	4	0	0	3328	190	0	-2	35	8	0	23040	true	accepted
seed	1	operation	wp33_potato_source_v1	-12	-184	-177	20	-2932	elandor_dawnmere_fields	grug_meadows	accord	1-10	004222ebc558314644fb9596021e03a5caee24f3e0882feefafecc8becb0d1e2	0	0	0	0	0	0	0	0	0	settled_owner	113	0	0	4	0	0	3328	190	0	-2	35	8	0	23040	true	accepted
seed	1	operation	wp33_potato_source_v1	-9	-184	-138	18	-2931	elandor_dawnmere_fields	grug_meadows	accord	1-10	0095cbda8f15d2c623ac83eed5cf9e7b826e458952d09cc3bf7f1605ecae3ef0	0	0	0	0	0	0	0	0	0	settled_owner	113	0	0	4	0	0	3328	190	0	-2	35	8	0	23040	true	accepted
seed	1	operation	wp33_potato_source_v1	-8	-184	-113	18	-2929	elandor_dawnmere_fields	grug_meadows	accord	1-10	03f87a8d46afdb99b3d6062e362099a77d1ae69eab99497471dc014e083ce357	0	0	0	0	0	0	0	0	0	settled_owner	113	0	0	4	0	0	3328	190	0	-2	35	8	0	23040	true	accepted
seed	1	operation	wp33_corn_source_v1	-9	-183	-143	18	-2927	elandor_dawnmere_fields	grug_meadows	accord	1-10	002d8623e5cff811586f332fb6a7486e9875fbe92d46127e9a36043d7edf0186	0	0	0	0	0	0	0	0	0	settled_owner	113	0	0	4	0	0	3328	183	0	-2	35	1	0	21248	true	accepted
seed	1	operation	wp33_corn_source_v1	-10	-183	-155	19	-2922	elandor_dawnmere_fields	grug_meadows	accord	1-10	0063b5ff006e58f7955ab17fbed0bdc8b0ed4c86fa85c014cf7ed5fe8e3fe175	0	0	0	0	0	0	0	0	0	settled_owner	113	0	0	4	0	0	3328	183	0	-2	35	1	0	21248	true	accepted
