schema	grug_wp40_r7_stage_a_aggregate_v1
acceptance_scope	32_seed_stratified_4096_owner_sample
seed	1	schema	grug_wp40_r7_stage_a_receipt_v1
seed	1	seed_slot	1
seed	1	seed_identity	0
seed	1	production_r6_content_sha256	aa5d4f3204961e988996eb635737c106974e7a156280c050fef00bebce2826c6
seed	1	p9g_content_sha256	39d47d632933fac63b7fe6c82f94d4e21d6a44d47a6f91539b0d3dee7e637c26
seed	1	p9g_delta_sha256	1be34a63db318c1418a7fd5841a64e93d901e97b91f1953b3bb82acc836b55d7
seed	1	operation_count	677
seed	1	accepted_count	342
seed	1	rejected_count	335
seed	1	restored_buffers_sha256	098cc274bad207517c9f827543db66f9e171036059562f44dbe9b2b5d4b00602
seed	1	direct_buffers_sha256	098cc274bad207517c9f827543db66f9e171036059562f44dbe9b2b5d4b00602
seed	1	restored_runs_sha256	0947d7e5e3d23f857d60d3442eec04686b9800fb474e1f85b295440ae474f13e
seed	1	direct_runs_sha256	0947d7e5e3d23f857d60d3442eec04686b9800fb474e1f85b295440ae474f13e
seed	1	equal	true
seed	2	schema	grug_wp40_r7_stage_a_receipt_v1
seed	2	seed_slot	2
seed	2	seed_identity	1
seed	2	production_r6_content_sha256	aa5d4f3204961e988996eb635737c106974e7a156280c050fef00bebce2826c6
seed	2	p9g_content_sha256	39d47d632933fac63b7fe6c82f94d4e21d6a44d47a6f91539b0d3dee7e637c26
seed	2	p9g_delta_sha256	1be34a63db318c1418a7fd5841a64e93d901e97b91f1953b3bb82acc836b55d7
seed	2	operation_count	765
seed	2	accepted_count	347
seed	2	rejected_count	418
seed	2	restored_buffers_sha256	2f9fd1570c99a97897973a66a5a56e3ff9f85ebc0acc175215bf59b7989fb805
seed	2	direct_buffers_sha256	2f9fd1570c99a97897973a66a5a56e3ff9f85ebc0acc175215bf59b7989fb805
seed	2	restored_runs_sha256	755cbdcb80706d03da88ab1b2b7f103158b3ef583a52cc4204601a9a1624ad27
seed	2	direct_runs_sha256	755cbdcb80706d03da88ab1b2b7f103158b3ef583a52cc4204601a9a1624ad27
seed	2	equal	true
