schema	grug_wp40_r8_sharded_g3_recovery_receipt_v1
status	PASS
recovery_id	acbe351ed34e4cd2c5c84bbc83f14dfd1e6d4b431ccb23b7c559bc4ae5f626de
recovery_sha	6aaed57cb75c740ff40a201c3c62dfa7b9e80a35
source_capture_id	47be3ce009a333423b161b17e53bd4e24645f07ca0910314b1f249aa63b9b9ae
source_tree_sha256	a6e401b3e5987653e738f8ddb1c89b8a4cfd23c10ef15b8d05ade0946085141e
source_checkout_sha	d20bcf58b751be256e3b96fe14df4b5dc901e6eb
comparison_sha256	5ee8346469884902c391a6cf80156235845d311c9891f959a1398f968197a639
dungeon_status	not_observed
dungeon_preservation_proven	false
